2020-12-09 23:32:33+00:00; Mathector; @caiodalfonso Olhei por cima e fiquei chateado demais...; 0; 0; 0; 0; https://twitter.com/Mathector/status/1336816029859606528; None; None
2020-09-04 15:25:19+00:00; Mathector; @LuannCast @gregprudenciano nunca falha!; 1; 0; 8; 0; https://twitter.com/Mathector/status/1301904181796777984; None; None
2020-09-04 15:17:36+00:00; Mathector; Boulos novamente distorce os dados para te enganar!   Podemos ter menos servidores mas nosso gasto em relação ao PIB é maior que de países desenvolvidos.   🇧🇷 - 14% 🇪🇺 - 9,9% 🇺🇸 - 9,4% 🇨🇴 - 7,3%  Gastar mais e entregar pouco é um sintoma claro de doença do nosso setor público! https://t.co/MxNHjOagYX; 25; 120; 732; 9; https://twitter.com/Mathector/status/1301902237048897536; None; https://twitter.com/GuilhermeBoulos/status/1301657112565735425
2020-09-03 18:04:14+00:00; Mathector; Exigindo contra partida aos municípios em alterar suas legislações que permitam maior adensamento nas regiões centrais das cidades.  O programa é bom mas perdemos uma janela de oportunidades...; 2; 0; 25; 0; https://twitter.com/Mathector/status/1301581785264988161; None; None
2020-09-03 17:49:18+00:00; Mathector; Vejo com bons olhos a queda nos juros e a intenção de avançar na regularização e melhorias habitacionais, bancadas pelo setor privado, mas o Governo perdeu a chance de resolver o principal problema da política habitacional do PT.; 1; 0; 14; 0; https://twitter.com/Mathector/status/1301578029135732736; None; None
2020-09-03 17:49:18+00:00; Mathector; O principal problema do MCMV, que é o incentivo à construção de habitações sociais apenas na periferia, onde o m² é mais barato, não foi mexido.; 1; 0; 13; 0; https://twitter.com/Mathector/status/1301578027529273344; None; None
2020-09-03 17:49:18+00:00; Mathector; 3) a inclusão de ações de melhoria de imóveis e de regularização fundiária, pagas com recursos do Fundo de Desenvolvimento Social, mantido por bancos privados.; 1; 0; 10; 0; https://twitter.com/Mathector/status/1301578025931288579; None; None
2020-09-03 17:49:17+00:00; Mathector; 2) um tratamento diferente para as famílias de baixa renda das regiões Norte e Nordeste, que terão uma taxa até 0,5 pontos percentuais menor do que as famílias de outras regiões. Por que será? 🤔; 2; 0; 14; 0; https://twitter.com/Mathector/status/1301578024299753473; None; None
2020-09-03 17:49:17+00:00; Mathector; Até aí, sem grandes mudanças. O que ficou realmente diferente em relação ao MCMV foi:  1) a redução nas taxas de juros do financiamento, possibilitada pela redução da SELIC, medida que pode incluir até 1 milhão de famílias no programa.; 1; 0; 12; 0; https://twitter.com/Mathector/status/1301578022752006145; None; None
2020-09-03 17:49:17+00:00; Mathector; As diferenças do MCMV pra esse tal CVA não são muitas. No Grupo 1 do CVA, que corresponde à Faixa 1 do MCMV, ainda teremos subsídios, em valor que não foi especificado pelo governo. Já para quem se encaixaria nas faixas 1,5 e 2 do MCMV, atual Grupo 2, não haverá mais subsídios.; 1; 0; 10; 0; https://twitter.com/Mathector/status/1301578021191782401; None; None
2020-09-03 17:49:16+00:00; Mathector; O modelo é interessante porque estimula a construção civil, que é financiada em até 70% com recursos do Programa, e porque possibilita a aquisição da casa própria por uma população que não teria condição se dispusesse apenas das linhas de crédito privadas.; 1; 0; 11; 0; https://twitter.com/Mathector/status/1301578019694354434; None; None
2020-09-03 17:49:16+00:00; Mathector; Tanto o MCMV como o CVA funcionam com linhas de crédito de juros baixos para a aquisição de moradias construídas pelo setor privado.; 1; 0; 13; 0; https://twitter.com/Mathector/status/1301578018142519296; None; None
2020-09-03 17:49:15+00:00; Mathector; Bolsonaro lançou um Minha Casa Minha Vida para chamar de seu!   O Casa Verde Amarela apresenta alguns avanços mas falha ao não combater os problemas crônicos da moradia popular brasileira.  Segue o fio explicando o que (não) mudou na política habitacional com o programa. https://t.co/wIczSEvMVm; 4; 6; 97; 2; https://twitter.com/Mathector/status/1301578016284454913; None; None
2020-09-03 17:05:13+00:00; Mathector; @MiletiPedro Mas concorda que para ter uma compra tem que ter um alinhamento entre os dois, certo?; 0; 0; 0; 0; https://twitter.com/Mathector/status/1301566934815838210; None; None
2020-09-03 16:52:43+00:00; Mathector; Para os funcionários, São Paulo morreu e vamos retornar ao campo.   Para os acionistas, investimentos na Faria Lima.  A Villa XP é maior demagogia urbanística da década.  Fazer um subúrbio que paga menos ISS e chamar isso de inovação.  É muita hipocrisia! https://t.co/sNz5KSGxbn; 2; 2; 27; 0; https://twitter.com/Mathector/status/1301563789553348608; None; None
2020-09-03 15:40:00+00:00; Mathector; @peufguimaraes @vivimendes_sp @pfnery @Estadao Olhei por cima, questionamento de alto nível mas discordo.  Respondo mais tarde com a calma que essa discussão merece!; 0; 0; 2; 0; https://twitter.com/Mathector/status/1301545486659268609; None; None
2020-09-02 18:04:13+00:00; Mathector; @AlvaradoMoutin1 @pfnery https://t.co/G9375umicD; 1; 0; 0; 0; https://twitter.com/Mathector/status/1301219392185921546; None; None
2020-09-02 02:21:07+00:00; Mathector; @knitwd @pfnery Concordo majoritariamente!; 0; 0; 0; 0; https://twitter.com/Mathector/status/1300982053689856001; None; None
2020-09-01 22:44:54+00:00; Mathector; Acabar com as restrições é difícil e leva tempo para os resultados concretos aparecerem.   Mas, se quisermos uma cidade mais justa e mais viva, precisamos fazê-lo.  No que depender de mim, vamos fazer tudo quanto possível para construir uma cidade sem barreiras!; 0; 1; 17; 0; https://twitter.com/Mathector/status/1300927641013415940; None; None
2020-09-01 22:44:53+00:00; Mathector; Por isso é importante deixar claro: ao impedir que a cidade se desenvolva organicamente, estamos criando mais desigualdades!  O Jardim Europa não é o problema, mas o sintoma  mais visível de uma política de zoneamento que, na prática, cria as catracas invisíveis.; 1; 1; 21; 0; https://twitter.com/Mathector/status/1300927639092330496; None; None
2020-09-01 22:44:53+00:00; Mathector; Assino embaixo do Pedro: combater as restrições impostas pelo poder público é combater o apartheid social em SP!  Precisamos liberar o potencial construtivo e permitir que os mais pobres morem no centro e não passem 3 horas no ônibus!; 2; 1; 22; 0; https://twitter.com/Mathector/status/1300927637997719554; None; None
2020-09-01 22:44:53+00:00; Mathector; Se você pudesse escolher uma cidade para nascer, você preferiria:   a) uma cidade menos desigual, onde as pessoas estão próximas  b) uma cidade mais desigual, com ricos e pobres separados   Foi a reflexão que fiz após ler a coluna do @pfnery na qual tive a honra de ser citado. https://t.co/3jmInjgNYr; 11; 20; 173; 1; https://twitter.com/Mathector/status/1300927636051578882; None; None
2020-09-01 17:20:57+00:00; Mathector; @JustinoLucca Apenas um liberal; 0; 0; 1; 0; https://twitter.com/Mathector/status/1300846117354119168; None; None
2020-09-01 04:05:02+00:00; Mathector; @man_acon @pfnery @_anthonyling Eita Alaor, nem sabia, vou ouvir agora!; 0; 0; 1; 0; https://twitter.com/Mathector/status/1300645818450485249; None; None
2020-09-01 03:31:05+00:00; Mathector; @Luiz__Peres Mário Vargas Llosa; 1; 0; 2; 0; https://twitter.com/Mathector/status/1300637275013996545; None; None
2020-09-01 02:49:58+00:00; Mathector; @claudiolucasrg @FlavioPradela @leticiaarsenio @marcelocastrott @rafaelromerobr Tamo junto querido, obrigado pela lembrança! 💪🏻; 0; 0; 1; 0; https://twitter.com/Mathector/status/1300626926630055936; None; None
2020-08-31 23:15:37+00:00; Mathector; @_oliveiragu_ Centro-direita; 0; 0; 2; 0; https://twitter.com/Mathector/status/1300572982230867968; None; None
2020-08-31 23:15:27+00:00; Mathector; @arthurlimadeiro Mario Vargas Llosa; 1; 0; 1; 0; https://twitter.com/Mathector/status/1300572941034369029; None; None
2020-08-31 22:58:50+00:00; Mathector; Descreva seu posicionamento político com 4 pessoas: https://t.co/nnsEfArqhJ https://t.co/SZrFW9jDmr; 12; 8; 170; 21; https://twitter.com/Mathector/status/1300568761414582272; None; https://twitter.com/MatheusLeone_/status/1300561717706076160
2020-08-31 03:49:37+00:00; Mathector; @Lucca_Barbarisi Concordo plenamente!; 0; 0; 0; 0; https://twitter.com/Mathector/status/1300279551663263747; None; None
2020-08-31 03:49:22+00:00; Mathector; @alopespedrosa You got a point!; 0; 0; 1; 0; https://twitter.com/Mathector/status/1300279487289012224; None; None
2020-08-30 07:14:01+00:00; Mathector; @_anthonyling Estou totalmente de acordo com a estupidez dessa ufanismo.   Também estou de acordo com o cosmopolitanismo misturado.   A diferença é que eu quero que Cannes veja isso!; 0; 0; 1; 0; https://twitter.com/Mathector/status/1299968599852036096; None; None
2020-08-30 04:38:52+00:00; Mathector; A falta de protagonismo de São Paulo na cultura brasileira me incomoda.   Sinto que não somos mais vanguarda desde 1922.  A última grande retratação da cidade foi feita por Persón em 1965.  É nossa obrigação construir uma expressão artística genuinamente paulistana!; 5; 1; 44; 0; https://twitter.com/Mathector/status/1299929554841145344; None; None
2020-08-29 20:19:07+00:00; Mathector; @ce_lopess Ficou igualzinha o @cristovao_borba; 2; 0; 3; 0; https://twitter.com/Mathector/status/1299803791596965888; None; None
2020-08-28 18:32:30+00:00; Mathector; As cidades estão morrendo.   Todos trabalharão de dentro de casa.  O futuro é ter uma mansão em Itú.   São Paulo será a Detroit Brasileira.  Desde que as cidades existem, seus inimigos dizem que elas vão acabar.   Estão todos errados há no mínimo 4 milênios! https://t.co/Lk4wX3KvKx; 0; 1; 76; 0; https://twitter.com/Mathector/status/1299414570046496769; None; https://twitter.com/BrazilJournal/status/1299388341562028033
2020-08-27 17:52:19+00:00; Mathector; @FabrcioGarajau @AlexisFonteyne Igual a de todo mundo; 0; 0; 1; 0; https://twitter.com/Mathector/status/1299042073077780482; None; None
2020-08-26 23:17:49+00:00; Mathector; @mlmorais @marcelatropia @JuanSavedra30 @partidonovo30 Muito obrigado pela lembrança Marcelo, uma recomendação sua vale muito para mim!; 1; 0; 13; 0; https://twitter.com/Mathector/status/1298761598836895744; None; None
2020-08-26 18:07:39+00:00; Mathector; Bolsonaro está retornando as suas origens.   Economicamente estatista, politicamente vulgar e moralmente corrupto.   Parabéns pelo posicionamento @eduardorodrigo, o Novo não pode participar deste naufrágio!   https://t.co/FpU625dT3L; 1; 7; 100; 0; https://twitter.com/Mathector/status/1298683543741173761; None; None
2020-08-26 17:33:15+00:00; Mathector; @matheus_valadao @Rafael_Parente Sim; 0; 0; 1; 0; https://twitter.com/Mathector/status/1298674885246550017; None; None
2020-08-26 17:27:25+00:00; Mathector; @Rafael_Parente Seu pai fez a primeira mentoria do Consilium, entidade de políticas públicas que fundei no Insper.   Foi uma das melhores conversas que já tive na cidade, poucas pessoas tem um diagnósticos tão assertivo quanto ele. https://t.co/CfQ0bYXKMO; 2; 0; 4; 0; https://twitter.com/Mathector/status/1298673415281348609; None; None
2020-08-25 03:10:01+00:00; Mathector; O Novo não é base de apoio do Governo Bolsonaro.   Diferente de você, não ficamos agarrados no saco do Lula até a véspera da prisão.   Diferente do seu Partido, não flertamos com regimes autoritários como o da Venezuela.   Diferente de você, não temos caudilhos de estimação! https://t.co/FNhJ5uboPW; 9; 14; 245; 1; https://twitter.com/Mathector/status/1298095257637335042; None; https://twitter.com/GuilhermeBoulos/status/1297885701598515204
2020-08-25 02:02:10+00:00; Mathector; @Felippe_Hermes Yeap!; 0; 0; 1; 0; https://twitter.com/Mathector/status/1298078183766597633; None; None
2020-08-25 00:38:46+00:00; Mathector; @___leomartins 😢😢😢; 0; 0; 0; 0; https://twitter.com/Mathector/status/1298057192717856768; None; None
2020-08-25 00:23:51+00:00; Mathector; @___leomartins Lugar de fala ou corporativismo? 😅😅😅; 1; 0; 0; 0; https://twitter.com/Mathector/status/1298053441659469830; None; None
2020-08-25 00:23:35+00:00; Mathector; @DeprEconomist @jmpmello Também gostaria de ter o cabelo igual ao dele! Ahahahah; 1; 0; 4; 0; https://twitter.com/Mathector/status/1298053372986236928; None; None
2020-08-25 00:13:33+00:00; Mathector; A pergunta que eu mais recebo por aqui é: “Matheus, que livros você indica para entender sobre urbanismo?”   Resolvi tomar vergonha na cara e fiz um vídeo com 4 indicações bem especias!   Cola lá no Instagram para ver quais são. 😉😉😉  https://t.co/V4klGZFjh3 https://t.co/zbNgLFiy8c; 4; 1; 45; 0; https://twitter.com/Mathector/status/1298050847843274754; None; None
2020-08-24 19:41:27+00:00; Mathector; + Restrições pra se construir = + Preços dos imóveis formais = + Informalidade e Favelização = + Acidentes   Esta é a lógica....; 1; 1; 29; 0; https://twitter.com/Mathector/status/1297982372005195777; None; None
2020-08-24 02:32:36+00:00; Mathector; @joaoamoedonovo Conte comigo João!; 1; 1; 78; 1; https://twitter.com/Mathector/status/1297723452653211648; None; None
2020-08-24 02:32:27+00:00; Mathector; Conte comigo @joaoamoedonovo 💪🏻 https://t.co/LU5rXbVxD5; 25; 14; 360; 1; https://twitter.com/Mathector/status/1297723416666136576; None; https://twitter.com/joaoamoedonovo/status/1297718268921368576
2020-08-23 22:12:01+00:00; Mathector; Presidente @jairbolsonaro, por que sua esposa Michelle recebeu R$ 89 mil de Fabrício Queiroz?; 19; 129; 1324; 2; https://twitter.com/Mathector/status/1297657876778045442; None; None
2020-08-23 20:08:29+00:00; Mathector; @augustodeAB @folha Eu ri com muito ódio no coração, mas ri bastante!; 0; 0; 2; 0; https://twitter.com/Mathector/status/1297626789423075328; None; None
2020-08-23 20:05:28+00:00; Mathector; Esta matéria deixa claro o estrago do Liberalismo Alabama para o debate público brasileiro.   Importamos para o Brasil o submundo da liberdade que rechaça as instituições e o bom senso.  Não há caminho para liberdade sem uma democracia pulsante!  https://t.co/h4G8JVSNnJ; 3; 4; 70; 1; https://twitter.com/Mathector/status/1297626030056898562; None; None
2020-08-23 06:17:16+00:00; Mathector; @ccrc23 @P_droMenezes Nunca tive nenhuma doação de nenhum construtor😢😢😢  Se algum construtor estiver lendo isso aqui me ajude!   https://t.co/ZEMloAKyUM; 0; 0; 0; 0; https://twitter.com/Mathector/status/1297417603636432903; None; None
2020-08-23 02:36:47+00:00; Mathector; @rauljustelores @joaomelhado_; 1; 0; 2; 0; https://twitter.com/Mathector/status/1297362119814414336; None; None
2020-08-22 23:23:01+00:00; Mathector; @marcelatropia The Leftovers; 1; 0; 4; 0; https://twitter.com/Mathector/status/1297313355301040134; None; None
2020-08-22 19:03:55+00:00; Mathector; @ronaldoy Relaxa querido, baita discussão de alto nível, estamos aqui para isso!; 0; 0; 0; 0; https://twitter.com/Mathector/status/1297248152249081858; None; None
2020-08-22 18:39:10+00:00; Mathector; @ronaldoy Perfeito, mas a mudança dos centros financeiros se dão principalmente por regulação.   A Chucre Zaidan não existiria em situações “normais”.; 0; 0; 0; 0; https://twitter.com/Mathector/status/1297241921367285763; None; None
2020-08-22 18:36:05+00:00; Mathector; @ronaldoy Você tem um ótimo ponto!   Mas se pegarmos a experiência internacional do que está acontecendo em Los Angeles hoje, pode ser um presságio para nossas próximas décadas.; 0; 0; 0; 0; https://twitter.com/Mathector/status/1297241147493015552; None; None
2020-08-22 18:29:50+00:00; Mathector; @AbelPortela - Acabar com a Taxa de Ocupação   - Ter um coeficiente de aproveitamento de 30 para toda a cidade; 0; 0; 0; 0; https://twitter.com/Mathector/status/1297239571911106568; None; None
2020-08-22 18:28:38+00:00; Mathector; @ronaldoy To falando em um perspectiva de longo prazo, como aconteceu no Pacaembú.  Ambos bairros já tem taxas de vacâncias na faixa de 30%.  Não adianta ter valor mas não ter liquidez.; 0; 0; 1; 0; https://twitter.com/Mathector/status/1297239272785948673; None; None
2020-08-22 16:37:07+00:00; Mathector; @AbelPortela Eu sou a favor de liberar o adensamento, porém não sou dogmático com outras alternativas.; 0; 0; 1; 0; https://twitter.com/Mathector/status/1297211208408412163; None; None
2020-08-22 15:37:42+00:00; Mathector; Como sempre @rauljustelores trazendo luz às trevas que é o debate público brasileiro!; 0; 0; 17; 0; https://twitter.com/Mathector/status/1297196254246637568; None; None
2020-08-22 15:27:50+00:00; Mathector; Eu não quero destruir o Jardim Europa, eu quero salvar o bairro!   Imóveis grandes e sem liquidez tendem a serem desvalorizados e abandonados.   Tornando a cidade mais insegura e menos convidativa.   Esta ideia de Portland pode ser uma solução. https://t.co/MT29v01GVi; 6; 9; 182; 2; https://twitter.com/Mathector/status/1297193770325348352; None; None
2020-08-22 05:09:33+00:00; Mathector; @veramagalhaes Eu olho pra minha geração e me esforço para achar quem não é bundão...; 0; 0; 6; 0; https://twitter.com/Mathector/status/1297038175643340801; None; None
2020-08-22 03:53:47+00:00; Mathector; @ccrc23 @P_droMenezes E tá errado?; 1; 0; 0; 0; https://twitter.com/Mathector/status/1297019109071347713; None; None
2020-08-22 00:52:57+00:00; Mathector; @joaomelhado_ Só precisa combater o facismo urbano da associação de moradores!; 0; 0; 3; 0; https://twitter.com/Mathector/status/1296973600931676162; None; None
2020-08-21 18:14:59+00:00; Mathector; @lmonasterio AMO; 0; 0; 0; 0; https://twitter.com/Mathector/status/1296873448866750464; None; None
2020-08-21 18:02:24+00:00; Mathector; @Walkingdedo 😍😍😍; 0; 0; 1; 0; https://twitter.com/Mathector/status/1296870281731072001; None; None
2020-08-21 18:02:14+00:00; Mathector; @Fiblizo Yeap, o Edward Gleaser tem um capítulo no Triunfo das Cidades que ele só fala disso.  Todas referências de papers estão lá.; 1; 0; 1; 0; https://twitter.com/Mathector/status/1296870239049781248; None; None
2020-08-21 17:31:39+00:00; Mathector; Frase final do @joaomelhado_; 0; 0; 5; 0; https://twitter.com/Mathector/status/1296862542740979716; None; None
2020-08-21 17:31:27+00:00; Mathector; Imagem do @ArtofMarkBryan; 1; 0; 5; 0; https://twitter.com/Mathector/status/1296862493613133825; None; None
2020-08-21 17:29:40+00:00; Mathector; Os arranha-céus são os melhores amigos do meio-ambiente.   O excesso de regulação urbana seu maior inimigo.  Uma cidade espraiada com restrições a se construir destrói áreas ambientais e nos torna dependentes do carro.   Florestas de concreto protegem as florestas de verdade! https://t.co/1PCaHZvvfO; 3; 6; 60; 1; https://twitter.com/Mathector/status/1296862043144957954; None; None
2020-08-21 00:16:51+00:00; Mathector; @rossattiber @diegolopesponce Valeu querido! 💪🏻💪🏻💪🏻; 1; 0; 1; 0; https://twitter.com/Mathector/status/1296602129348595712; None; None
2020-08-20 21:51:56+00:00; Mathector; Sâmia virou Deputado Federal fazendo populismo contra a Reforma da Previdência em São Paulo.   Agora trata Bolsonaro como o Deputado mais corporativista da Câmara.   Impressionante como ambos são parecidos! https://t.co/vMrNj1B6Gy; 3; 7; 131; 1; https://twitter.com/Mathector/status/1296565655718764545; None; https://twitter.com/samiabomfim/status/1296499270510673922
2020-08-20 16:34:49+00:00; Mathector; @areiasneto Na mosca!; 0; 0; 0; 0; https://twitter.com/Mathector/status/1296485852298829826; None; None
2020-08-20 02:54:13+00:00; Mathector; @ajulysantos AVAINA DE PAUUUUU; 1; 0; 7; 0; https://twitter.com/Mathector/status/1296279342771838977; None; None
2020-08-20 00:45:07+00:00; Mathector; Bolsonaro recebeu hoje no Palácio a escória da política brasileira!  Arthur Lira, Ricardo Barros e Ciro Nogueira.   Está claro que este governo abriu as portas para a corrupção e destruirá a agenda fiscal.   Compactuar com isso é uma mistura cinismo com hipocrisia.; 4; 13; 147; 0; https://twitter.com/Mathector/status/1296246853713960961; None; None
2020-08-19 23:20:10+00:00; Mathector; Meio-ambiente é um dos assuntos mais relevantes da minha geração.  Ao mesmo tempo é um dos mais ignorados.   São Paulo se espraiou destruindo regiões de mananciais e tornando as pessoas dependentes do carro.   Defender a liberdade de adensar é defender o meio-ambiente!; 3; 0; 112; 0; https://twitter.com/Mathector/status/1296225476139261952; None; None
2020-08-19 19:20:07+00:00; Mathector; @P_droMenezes @gabrielazevedo   @felipecamozzato   @policeneto   @NabilBondukiSP; 0; 0; 25; 0; https://twitter.com/Mathector/status/1296165063699705858; None; None
2020-08-19 15:44:22+00:00; Mathector; @EuSouLivres Valeu @EuSouLivres 💪🏻💪🏻💪🏻; 0; 0; 0; 0; https://twitter.com/Mathector/status/1296110767058583556; None; None
2020-08-19 15:43:59+00:00; Mathector; @VN_STM @carteiroreaca Valeu querido 🧡; 0; 0; 1; 0; https://twitter.com/Mathector/status/1296110670287601665; None; None
2020-08-19 14:02:33+00:00; Mathector; @infradanilo Me manda um DM e falamos pro Zap; 0; 0; 0; 0; https://twitter.com/Mathector/status/1296085146551103491; None; None
2020-08-19 13:13:28+00:00; Mathector; @infradanilo Não entendi; 0; 0; 0; 0; https://twitter.com/Mathector/status/1296072794871156736; None; None
2020-08-19 03:31:30+00:00; Mathector; @barrosdaniel @AOC @cindymccain Mesma coisa dos petistas com a Frente Ampla, Trump e Bolsonaro agradecem!; 0; 0; 2; 0; https://twitter.com/Mathector/status/1295926335274131461; None; None
2020-08-19 02:50:39+00:00; Mathector; A participação de @AOC na Convenção Democracta é um símbolo esquerda identitária no mundo.   Jovens, mimados e a apolíticos.  Já a participação de @cindymccain é o que precisamos nos dias de hoje.   Espectros políticos diferentes dialogando para preservar o bom senso.; 3; 2; 31; 0; https://twitter.com/Mathector/status/1295916058143064071; None; None
2020-08-19 02:38:01+00:00; Mathector; @neoliberalindo Amei; 0; 0; 0; 0; https://twitter.com/Mathector/status/1295912879368085516; None; None
2020-08-19 02:25:31+00:00; Mathector; @MyNameIxMATHEUS ADOREI O YIMBY  Vou adotar; 0; 0; 1; 0; https://twitter.com/Mathector/status/1295909731572371460; None; None
2020-08-19 01:59:02+00:00; Mathector; @edumufarej A melhor síntese do Brasil de hoje!; 0; 0; 10; 0; https://twitter.com/Mathector/status/1295903066366054400; None; None
2020-08-18 22:03:48+00:00; Mathector; @GabrielVarella_ Maravilhoso; 1; 0; 1; 0; https://twitter.com/Mathector/status/1295843869943373825; None; None
2020-08-18 21:53:40+00:00; Mathector; Quer ver o vídeo até o fim? Me segue no Insta 😉😉😉  https://t.co/mY61PNyl0j; 3; 0; 19; 0; https://twitter.com/Mathector/status/1295841317768044544; None; None
2020-08-18 21:53:08+00:00; Mathector; A esquerda me chama de emissário da especulação imobiliária.  Os bolsonaristas falam que eu sou a nova esquerda.  Os lobbystas do zoneamento dizem que eu quero destruir os bairros.  Quer saber o meu real diagnóstico sobre São Paulo? Assista esse vídeo! https://t.co/ii1ZLzVdfg; 4; 17; 202; 1; https://twitter.com/Mathector/status/1295841185924251648; None; None
2020-08-18 16:42:43+00:00; Mathector; @maybethisname @carteiroreaca Você não está defendendo mamata, você está falando comigo respeitosamente e divergindo na minha visão de cidade.   Legítimo e importante!   Esse Zé Ruela só quer atacar o Novo para mostrar que é um mamateiro.; 1; 0; 0; 0; https://twitter.com/Mathector/status/1295763063589810183; None; None
2020-08-18 16:38:47+00:00; Mathector; @maybethisname @carteiroreaca Se as pessoas querem manter este estilo de vida, não vejo problemas, apenas quero mudar o zoneamento.   Duvido que todos mantenham suas casas intactas!; 1; 0; 5; 0; https://twitter.com/Mathector/status/1295762075025838080; None; None
2020-08-18 16:37:55+00:00; Mathector; @maybethisname @carteiroreaca Não é só o Jardim Europa, são todos os bairros com zoneamento exclusivamente residencial e unifamiliar.  Todos precisam acabar para que a cidade seja adensada e mais pessoas possam morar no centro expandido.; 1; 0; 11; 0; https://twitter.com/Mathector/status/1295761855131131904; None; None
2020-08-18 16:32:27+00:00; Mathector; @P_droMenezes Valeu Pedro, para quem quiser ver a resposta completa, só ver o vídeo no Instagram.  Está impagável 😂  https://t.co/bvxvecxI2r; 1; 0; 9; 0; https://twitter.com/Mathector/status/1295760480871612421; None; None
2020-08-18 16:31:33+00:00; Mathector; Resposta completa no Instagram:   https://t.co/bvxvecxI2r; 1; 0; 14; 0; https://twitter.com/Mathector/status/1295760255759134723; None; None
2020-08-18 16:29:49+00:00; Mathector; Fui atacado pelo @carteiroreaca por defender o fim do zoneamento do Jardim Europa.   Não estou surpreso, afinal nada representa mais o Bolsonarismo que a ignorância e o desespero para defender uma mamata.   Cada dia tenho mais certeza que estamos no caminho certo. 👍🏻🇧🇷 https://t.co/zpmv8UggeT; 9; 12; 211; 3; https://twitter.com/Mathector/status/1295759819941519367; None; None
2020-08-18 15:58:53+00:00; Mathector; @PriscilaaNeri @P_droMenezes Crescer sem infra é a cidade que espraia para Paralheiros, muitas vezes em loteamentos irregulares feito pelo crime organizado.   Adensar o centro é obrigação de qualquer cidade que não quer que a população viva um terço da vida dentro de um ônibus lotado!; 0; 0; 7; 0; https://twitter.com/Mathector/status/1295752033962688512; None; None
2020-08-17 23:35:29+00:00; Mathector; @rauljustelores E continua frondoso abraçando a Praça da República, gênio é outra história!; 0; 0; 4; 0; https://twitter.com/Mathector/status/1295504554579156993; None; None
2020-08-17 23:32:18+00:00; Mathector; @JoelPinheiro85 Podiam ser 99% que eu não dou nenhum passo atrás 😅😅😅; 0; 0; 7; 0; https://twitter.com/Mathector/status/1295503752355618828; None; None
2020-08-17 23:27:30+00:00; Mathector; Hoje batemos 5000 seguidores neste singelo perfil.   5000 pessoas que acreditam na liberdade  5000 pessoas que valorizam a democracia  5000 pessoas que preferem a verdade ao populismo  5000 pessoas que amam suas cidades  Muito obrigado queridos, amo todos vocês!; 9; 2; 189; 1; https://twitter.com/Mathector/status/1295502542668013569; None; None
2020-08-17 19:12:16+00:00; Mathector; @cyro_garcez Muito obrigado querido!; 0; 0; 0; 0; https://twitter.com/Mathector/status/1295438313566998528; None; None
2020-08-17 14:25:41+00:00; Mathector; @VictorOrtolan Eu sou um liberal e o Novo é o único partido genuinamente liberal do Brasil.   Além de ter a melhor governança e mandatórios/filiados 100% idôneos.  Tenho muitos amigos no Cidadania, mas o Novo é me representa mais!; 2; 0; 5; 0; https://twitter.com/Mathector/status/1295366189665923073; None; None
2020-08-17 13:52:20+00:00; Mathector; @ViniciusChBr Respondendo de maneira bem simples: o jogo é bruto!; 1; 0; 1; 0; https://twitter.com/Mathector/status/1295357799954894853; None; None
2020-08-17 13:45:41+00:00; Mathector; @ViniciusChBr https://t.co/0sPcrGgVXf; 1; 0; 0; 0; https://twitter.com/Mathector/status/1295356124242350081; None; None
2020-08-17 13:45:30+00:00; Mathector; https://t.co/0sPcrGgVXf; 4; 3; 20; 0; https://twitter.com/Mathector/status/1295356079258337282; None; None
2020-08-17 13:44:20+00:00; Mathector; @dragaloki Disparado!; 0; 0; 1; 0; https://twitter.com/Mathector/status/1295355787448143874; None; None
2020-08-17 13:40:15+00:00; Mathector; Essa é a consequência de fazer políticas públicas baseadas em intenções, e não em evidências!  Parabéns a Ciro Biderman pelo trabalho inovador e necessário para o debate sobre as regulações urbanas em países em desenvolvimento.; 2; 3; 37; 1; https://twitter.com/Mathector/status/1295354756622422019; None; None
2020-08-17 13:40:14+00:00; Mathector; A conclusão do artigo é de que, em países em desenvolvimento, regulações urbanas geram informalidade, enquanto em países desenvolvidos, geram maiores preços de habitação.  Regras urbanas erradas privam os mais pobres das melhores condições de moradia, trabalho e lazer.; 2; 1; 32; 0; https://twitter.com/Mathector/status/1295354755447951360; None; None
2020-08-17 13:40:14+00:00; Mathector; Também são fatores determinantes da informalidade: tamanho da população, estrutura do mercado de trabalho, e, em menor relevância, pobreza.   Renda média do município e sua distribuição tiveram relevância insuficiente para inferir qualquer causalidade.; 1; 1; 23; 0; https://twitter.com/Mathector/status/1295354754256838657; None; None
2020-08-17 13:40:14+00:00; Mathector; As ZEIS, que seriam o “remédio” que os planejadores urbanos encontraram para os problemas do zoneamento, regiões em que as normas são mais brandas, infelizmente não tiveram impacto negativo sobre a informalidade.; 1; 1; 23; 0; https://twitter.com/Mathector/status/1295354753074028545; None; None
2020-08-17 13:40:14+00:00; Mathector; Esse impacto varia quando as regulações são comparadas separadamente: zoneamento e normas de parcelamento, tipicamente utilizadas pela elite para segregar os pobres, têm impacto maior do que a existência de um código de obra ou limites urbanos.; 1; 1; 26; 0; https://twitter.com/Mathector/status/1295354751857692672; None; None
