2019-12-30 16:22:21+00:00; rafinhabastos; Desculpem meu silêncio. Estou sob a benção de vênus. https://t.co/Eq6Gc1AGNa; 3959; 153; 132; 22; https://twitter.com/rafinhabastos/status/1211683955252092929; None; None
2019-08-03 15:09:59+00:00; rafinhabastos; @Fernand35405610 @wekcha0073 Mano... olha à tua cara. Hahahhehe; 4; 3; 0; 0; https://twitter.com/rafinhabastos/status/1157669951660068864; None; None
2019-08-03 14:49:18+00:00; rafinhabastos; @wekcha0073 “Aqueles que vazam informações oficiais serão frequentemente denunciados, processados ​​ou difamados. Quanto mais sério o vazamento, mais feroz é a perseguição e maior a punição”. Não propaguem mentiras.; 223; 10; 12; 0; https://twitter.com/rafinhabastos/status/1157664744830119938; None; None
2019-08-03 14:45:37+00:00; rafinhabastos; @wekcha0073 Não se deixem manipular. A verdade está aqui: https://t.co/p1QizRvxUy; 865; 98; 75; 2; https://twitter.com/rafinhabastos/status/1157663818320896001; None; None
2019-08-03 12:53:03+00:00; rafinhabastos; A estréia do ILHA DE BARBADOS AO VIVO foi animal. Hoje estaremos em BH. Vendas: https://t.co/f8zMcCIos2 https://t.co/Ap5U1A7tQJ; 521; 25; 11; 6; https://twitter.com/rafinhabastos/status/1157635492319547393; None; None
2019-08-01 16:05:14+00:00; rafinhabastos; @braian @yuditamashiro Mano do céu.; 335; 15; 9; 0; https://twitter.com/rafinhabastos/status/1156959081632030720; None; None
2019-08-01 16:04:27+00:00; rafinhabastos; @jiaoguilherme @antoniotabet Porra.. o cara tinha 15 anos. Puta sacanagem. Todo mundo já falou merda nessa vida. Era um moleque, porra.; 5; 5; 0; 0; https://twitter.com/rafinhabastos/status/1156958880410288128; None; None
2019-08-01 13:41:58+00:00; rafinhabastos; @carapanarana Banido de 2 cidades pro criticar autoridades. Serve? Abs.; 77; 12; 2; 1; https://twitter.com/rafinhabastos/status/1156923026794926081; None; None
2019-08-01 08:40:29+00:00; rafinhabastos; @lucasfresno Young Wanessa Camargo.; 1504; 47; 44; 8; https://twitter.com/rafinhabastos/status/1156847154645934086; None; None
2019-07-31 15:03:49+00:00; rafinhabastos; @peterjordan100 Ixi bro! Foi mal. Nem lembro, devo ter feito se sacanagem, mas tá super desbloqueado. Mals ae! 🙌; 579; 32; 5; 0; https://twitter.com/rafinhabastos/status/1156581236825042945; None; None
2019-07-30 19:00:57+00:00; rafinhabastos; Tá cheio de deputado e senador ganhando dinheiro do povo pra ficar no Twitter. Descobriram que capitalizam mais fazendo barulho do que cumprindo suas obrigações. Vão trabalhar, caralho!; 4150; 123; 394; 28; https://twitter.com/rafinhabastos/status/1156278524694712322; None; None
2019-07-30 10:22:15+00:00; rafinhabastos; @CNN Where is @bengleib??? Bring him!!! We wanna see him!!!; 15; 3; 3; 0; https://twitter.com/rafinhabastos/status/1156147988068229122; None; None
2019-07-30 08:08:24+00:00; rafinhabastos; @arielhelwani Couldn’t agree more; 38; 5; 0; 0; https://twitter.com/rafinhabastos/status/1156114303348617217; None; None
2019-07-29 14:15:53+00:00; rafinhabastos; Segunda-feira. https://t.co/avl3gMcqat; 1429; 31; 232; 14; https://twitter.com/rafinhabastos/status/1155844395838705666; None; None
2019-07-29 14:13:14+00:00; rafinhabastos; @tonaraujo1968 Parabéns, cristão. Deus tá orgulhoso de vc.; 8; 1; 1; 0; https://twitter.com/rafinhabastos/status/1155843730307522561; None; None
2019-07-29 13:00:05+00:00; rafinhabastos; @engbadass @carteiroreaca Trouxa. É teu dinheiro.; 1; 2; 1; 0; https://twitter.com/rafinhabastos/status/1155825319879880705; None; None
2019-07-29 12:52:56+00:00; rafinhabastos; @carteiroreaca Cara, você é fiscal de piada mesmo. Hahehahehe! Vai trabalhar que o povo tá de pagando. Já é segunda-feira. https://t.co/rKT44xkNg4; 160; 75; 4; 2; https://twitter.com/rafinhabastos/status/1155823521693687808; None; None
2019-07-29 12:21:00+00:00; rafinhabastos; @PatytaSuspensa Pô, tia... que agressiva.; 86; 5; 0; 0; https://twitter.com/rafinhabastos/status/1155815485084196864; None; None
2019-07-29 11:14:03+00:00; rafinhabastos; @RegianeLuuz Disse a pessoa q usou a palavra BOLSONARO nos últimos 53 tuítes.; 9; 0; 0; 0; https://twitter.com/rafinhabastos/status/1155798635965243393; None; None
2019-07-29 11:03:52+00:00; rafinhabastos; @valdecilima50 Não é meu herói. Nunca votei nele.; 2; 2; 1; 0; https://twitter.com/rafinhabastos/status/1155796075434979330; None; None
2019-07-29 07:53:06+00:00; rafinhabastos; @carteiroreaca Ahhh.. pena. Tadinho. Faltou argumento. Tava tão legal. E tortura é o povo pagar imposto pra sustentar deputado que deveria estar trabalhando e não fiscalizando humorista. Bjo no coração.; 434; 104; 9; 4; https://twitter.com/rafinhabastos/status/1155748064747020288; None; None
2019-07-29 01:20:57+00:00; rafinhabastos; Não. Sou contra a tortura... ao contrário do teu mito. https://t.co/170DlhO38j https://t.co/Lz606awqnz; 4522; 889; 249; 38; https://twitter.com/rafinhabastos/status/1155649377605754883; None; https://twitter.com/carteiroreaca/status/1155599267542835201
2019-07-28 21:11:17+00:00; rafinhabastos; #Denúncia #JornalismoVerdade #Polêmica #Mundo https://t.co/bvMCw3tJRW; 1278; 63; 65; 15; https://twitter.com/rafinhabastos/status/1155586548999630849; None; None
2019-07-28 20:58:56+00:00; rafinhabastos; @benebarbosa_mvb Só de palestrante.; 162; 57; 4; 2; https://twitter.com/rafinhabastos/status/1155583441079078912; None; None
2019-07-28 09:42:29+00:00; rafinhabastos; @edtakataka Pode hackers. Tranqs; 40; 0; 1; 0; https://twitter.com/rafinhabastos/status/1155413205906284544; None; None
2019-07-28 09:42:00+00:00; rafinhabastos; @anth0nykauan Não é uma má idéia.; 77; 1; 0; 0; https://twitter.com/rafinhabastos/status/1155413082845458432; None; None
2019-07-28 00:11:40+00:00; rafinhabastos; Acho que uma boa parte do país pensa como eu. O problema é que a essa galera não tem saco pra discutir política, daí os radicais de ambos os lados dominam o debate. Fica parecendo que o país está em guerra, enquanto a verdade é que a maioria tá de boa.; 3340; 183; 192; 17; https://twitter.com/rafinhabastos/status/1155269557327683590; None; None
2019-07-28 00:11:11+00:00; rafinhabastos; Admirava a política social do governo do PT, mas tenho vergonha e raiva de toda corrupção que rolou durante os anos do partido no poder. (segue); 2226; 81; 94; 9; https://twitter.com/rafinhabastos/status/1155269432584916992; None; None
2019-07-28 00:10:57+00:00; rafinhabastos; Exemplo: Concordo com muitas medidas econômicas do Bolsonaro. Acho importante a desburocratização do país e a reforma da previdência... mas ñ dá pra bater palminha pra uso indevido de helicóptero da FAB e nem pra nepotismo na embaixada em Washington. (segue); 1291; 66; 66; 6; https://twitter.com/rafinhabastos/status/1155269375269773314; None; None
2019-07-28 00:09:15+00:00; rafinhabastos; “Se vc critica um, tá automaticamente do lado do outro”. Esse é o pensamento mais simplista e ignorante da discussão política atual. Cresce aí, caraio! (segue); 5679; 173; 664; 54; https://twitter.com/rafinhabastos/status/1155268947698167808; None; None
2019-07-27 18:58:44+00:00; rafinhabastos; @mmarianaff Jahahhahahhah!!!!!; 58; 0; 0; 0; https://twitter.com/rafinhabastos/status/1155190804232716290; None; None
2019-07-27 18:58:19+00:00; rafinhabastos; E foda-se se é o Moro, a Dilma, o Lula, o Papa, o Wanderley Luxemburgo ou o Tio Armindo. Não faz merda que tua casa não cai. Simplão.; 5756; 458; 352; 20; https://twitter.com/rafinhabastos/status/1155190697340887041; None; None
2019-07-27 18:46:13+00:00; rafinhabastos; @danielcalou Se não tava fazendo merda... tranquilo. Vida que segue. Chega de chororô.; 274; 24; 4; 1; https://twitter.com/rafinhabastos/status/1155187652737536000; None; None
2019-07-27 18:43:12+00:00; rafinhabastos; @sufepa @Desesquerdizada Pô tia... não se chateia não.; 7; 2; 1; 0; https://twitter.com/rafinhabastos/status/1155186895510487041; None; None
2019-07-27 18:37:58+00:00; rafinhabastos; @Desesquerdizada Vc esta convidadisso a grampear meu fone. Fica tranquilo. Vai passar 80% me ouvindo falar sobre Minecraft com o meu filho e os outros 20% sou eu brigando com a AVIANCA. Boa sorte!; 1965; 171; 36; 2; https://twitter.com/rafinhabastos/status/1155185577425330176; None; None
2019-07-27 17:25:31+00:00; rafinhabastos; @daniloscav Exatamente; 345; 15; 4; 0; https://twitter.com/rafinhabastos/status/1155167342982307840; None; None
2019-07-27 17:25:12+00:00; rafinhabastos; @john_dijon Se tá fazendo bosta, seja Dilma, seja quem quiser... tem que pagar o preço.; 351; 37; 5; 1; https://twitter.com/rafinhabastos/status/1155167264364253184; None; None
2019-07-27 17:22:07+00:00; rafinhabastos; Caguei pra fonte ou pro método de aquisição de informações. É verdade?!?! Então foca no conteúdo, caraio. Se grampear o telefone de quem não tá fazendo merda, não vai dar em nada. Simples assim.; 23050; 3163; 2695; 383; https://twitter.com/rafinhabastos/status/1155166489273675778; None; None
2019-07-27 17:09:13+00:00; rafinhabastos; @marceloindaniel Natureza. Natureza. Natureza. Natureza. Natureza. Natureza. IFOOD!!!!!!!!! Natureza. Natureza. Natureza. Natureza.; 131; 6; 7; 0; https://twitter.com/rafinhabastos/status/1155163243230482437; None; None
2019-07-27 16:38:17+00:00; rafinhabastos; @TiciaEvans Olha vc!!!!; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1155155456882544640; None; None
2019-07-27 10:53:04+00:00; rafinhabastos; 15 dias (24 shows) no maior festival de comédia do mundo, o @justforlaughs. Foi demais! Agora é hora de voltar pra SP pra ficar um tempo com meu filho que a saudade da foda. Ps: Post emocionadinho mesmo. Obrigado por torcer por mim. Quem deseja a minha desgraça, ora mais. https://t.co/UFcoybwnWX; 1202; 49; 5; 2; https://twitter.com/rafinhabastos/status/1155068579106217984; None; None
2019-07-27 10:48:16+00:00; rafinhabastos; @GelminiJacques Eu até ficaria chateado com o seu comentário, mas vi a sua cara de trouxa e apenas sorri. Um forte abraço; 3; 2; 0; 0; https://twitter.com/rafinhabastos/status/1155067373893935104; None; None
2019-07-27 10:46:01+00:00; rafinhabastos; @ThiagoABDS94 Campeão, você está justificando uma manobra ilegal. Só pra te avisar aí.; 236; 21; 1; 0; https://twitter.com/rafinhabastos/status/1155066806102626304; None; None
2019-07-27 10:44:58+00:00; rafinhabastos; @maelfla @Brunopsicol Abraço do Canadá pra vc. https://t.co/gOm7o80UnH; 4; 3; 0; 0; https://twitter.com/rafinhabastos/status/1155066543706951681; None; None
2019-07-27 10:41:41+00:00; rafinhabastos; @Rony_Moraais 🐄; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/1155065717378682880; None; None
2019-07-27 10:41:10+00:00; rafinhabastos; @andrees_m12 Tão jovem e tão gado; 4; 0; 0; 0; https://twitter.com/rafinhabastos/status/1155065584499023872; None; None
2019-07-27 09:50:37+00:00; rafinhabastos; @Brunopsicol Só li mugido.; 6; 4; 0; 0; https://twitter.com/rafinhabastos/status/1155052863510503424; None; None
2019-07-27 09:48:41+00:00; rafinhabastos; @Brunopsicol 🐄 😂; 5; 1; 0; 0; https://twitter.com/rafinhabastos/status/1155052378351124480; None; None
2019-07-27 09:40:14+00:00; rafinhabastos; @AlexandreMaranh @JoelPinheiro85 🐄; 11; 3; 0; 0; https://twitter.com/rafinhabastos/status/1155050250282971136; None; None
2019-07-27 09:37:31+00:00; rafinhabastos; Pede pra ele tocar aquela que é mais ou menos assim: “Sei que vc sabe / Nossa paixão é explícita / Sou teu helicóptero da FAB / Me usa de forma ilícita”. 🎵 https://t.co/Qb9fThsE83; 4070; 233; 371; 24; https://twitter.com/rafinhabastos/status/1155049566561026049; None; https://twitter.com/jairbolsonaro/status/1154960599371190273
2019-07-26 14:41:12+00:00; rafinhabastos; @psantunes @lelispatricia Concordo muito. Mto mais legal ñ se levar a sério.; 3; 0; 0; 0; https://twitter.com/rafinhabastos/status/1154763604064948225; None; None
2019-07-26 02:04:09+00:00; rafinhabastos; @caesar_teophilo @Anitta Mano... eu tô elogiando. Puta aprendizado importante. Não sei aonde vc viu ironia.; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/1154573086760607745; None; None
2019-07-25 13:05:56+00:00; rafinhabastos; Educação é um direito de todos. Parabéns, @Anitta! https://t.co/0aaIZ1sToM; 3249; 138; 175; 53; https://twitter.com/rafinhabastos/status/1154377243306729473; None; None
2019-07-24 20:32:08+00:00; rafinhabastos; @jorgerbj Hahhshhe! Possível q sim; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1154127145532297216; None; None
2019-07-23 10:40:59+00:00; rafinhabastos; @goiasoficial Vou poder acompanhar as partidas no XVIDEOS?; 5813; 316; 199; 39; https://twitter.com/rafinhabastos/status/1153615987654254592; None; None
2019-07-23 10:25:18+00:00; rafinhabastos; Quando eu faço uma boa ação. #IMPENSÁVEL 😂 https://t.co/eKsUWeWZDy; 3163; 140; 84; 10; https://twitter.com/rafinhabastos/status/1153612041988517888; None; None
2019-07-22 18:31:48+00:00; rafinhabastos; @paulaschubach @justforlaughs HHahhhehhe! Concordo; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1153372083784736768; None; None
2019-07-22 11:10:17+00:00; rafinhabastos; https://t.co/VIhjoSdljS; 1293; 57; 206; 19; https://twitter.com/rafinhabastos/status/1153260973341519872; None; None
2019-07-22 11:06:47+00:00; rafinhabastos; @marcoscastro Foda; 159; 0; 0; 0; https://twitter.com/rafinhabastos/status/1153260093414289408; None; None
2019-07-22 05:00:06+00:00; rafinhabastos; @danisuzuki 🙌; 27; 1; 0; 0; https://twitter.com/rafinhabastos/status/1153167815261581312; None; None
2019-07-21 20:59:38+00:00; rafinhabastos; @Tonkiel 🙌; 45; 1; 1; 0; https://twitter.com/rafinhabastos/status/1153046902184775680; None; None
2019-07-21 20:51:27+00:00; rafinhabastos; Foi! Pra quem duvidou, tá aqui. Não vou postar foto de ninguém. Da próxima vez, ao invés de questionar quem quer ajudar, AGE. Abs. https://t.co/IHmV9ejf44; 11750; 271; 397; 73; https://twitter.com/rafinhabastos/status/1153044840101425155; None; None
2019-07-21 18:13:01+00:00; rafinhabastos; @jnflesch Vamos ver no que isso vai dar. Que seja um banidos todos dos estádios. Valeu!; 367; 12; 4; 0; https://twitter.com/rafinhabastos/status/1153004971891331073; None; None
2019-07-21 11:18:29+00:00; rafinhabastos; E que eles 3 sejam banidos dos estádios pra sempre. Não tem volta (detalhe pra faixa da torcida anti-fascista... tá bom)! https://t.co/sTAiJtUkKD; 25782; 622; 2422; 295; https://twitter.com/rafinhabastos/status/1152900649463554048; None; None
2019-07-21 11:08:40+00:00; rafinhabastos; Consegui falar com a mãe agora (ela me seguia nas redes). Apesar da palhaçada, o pequeno tá bem. Ele recuperou a camisa. Combinamos a entrega dos presentes (que não pretendo postar). Tenho um filho da mesma idade e foi foda ver a imagem... mas felizmente tá tudo bem. 🙌; 26622; 442; 975; 142; https://twitter.com/rafinhabastos/status/1152898179706359808; None; None
2019-07-21 03:31:57+00:00; rafinhabastos; @Tonkiel @ThiagoFloriano_ Manda por DM; 90; 1; 0; 0; https://twitter.com/rafinhabastos/status/1152783243017695233; None; None
2019-07-21 03:22:07+00:00; rafinhabastos; @pam_gfbpa @Leogerchmann @ThiagoFloriano_ Por favor, cara. Me manda o contato. Não sei como faço pq não quero colocar meu fone aqui. DM no Instagram funciona.; 634; 12; 3; 0; https://twitter.com/rafinhabastos/status/1152780767019380737; None; None
2019-07-21 03:20:34+00:00; rafinhabastos; Gente... as minhas DMs aqui não estão funcionando. Travou. Por favor... me mandem DM no Instagram. É @rafinhabastos lá também.; 8659; 73; 193; 1; https://twitter.com/rafinhabastos/status/1152780379625070597; None; None
2019-07-21 03:02:11+00:00; rafinhabastos; Cara... que cena triste. Se alguém conhecer a mãe dessa criança, por favor me passar o contato por mensagem direta. Quero dar todos os produtos do Grêmio que ela quiser na vida. https://t.co/mbg3LooSob; 134436; 5241; 21630; 8719; https://twitter.com/rafinhabastos/status/1152775751088971776; None; None
2019-07-20 21:48:04+00:00; rafinhabastos; Show solo no Just for Laughs, em Montreal (CA), com ingressos esgotados. Agora, só no Ethnic Show. As 2 sessões de hj estão esgotadas tb. Amanhã tem mais. https://t.co/P9oeuMUGAR; 357; 48; 3; 1; https://twitter.com/rafinhabastos/status/1152696702035517441; None; None
2019-07-20 21:44:47+00:00; rafinhabastos; @CrisMenshova Isso. Piada = Presidente direcionar os recursos do cinema para defesa e divulgação de sua ideologia religiosa. Boa!; 52; 24; 1; 1; https://twitter.com/rafinhabastos/status/1152695877510860800; None; None
2019-07-20 12:29:04+00:00; rafinhabastos; @JHabbey Manda um abraço pro CARAS.; 6; 1; 0; 0; https://twitter.com/rafinhabastos/status/1152556024655691776; None; None
2019-07-20 12:26:46+00:00; rafinhabastos; @JHabbey Spectreman?!??; 8; 2; 0; 0; https://twitter.com/rafinhabastos/status/1152555446584119296; None; None
2019-07-20 12:24:34+00:00; rafinhabastos; @deise196 @correadearaujom Acorda tia!; 4; 2; 1; 0; https://twitter.com/rafinhabastos/status/1152554893288398848; None; None
2019-07-20 12:23:23+00:00; rafinhabastos; https://t.co/f457Km3zx7; 1347; 73; 64; 37; https://twitter.com/rafinhabastos/status/1152554593752141824; None; None
2019-07-19 16:57:28+00:00; rafinhabastos; @sisasantos Acorda tia. Tá na hora.; 307; 9; 3; 0; https://twitter.com/rafinhabastos/status/1152261181194854401; None; None
2019-07-19 16:50:08+00:00; rafinhabastos; @manubarem @lucasfresno Ele me roubou um tênis e chutou a cara do meu cachorro.; 124; 12; 4; 0; https://twitter.com/rafinhabastos/status/1152259337865355264; None; None
2019-07-19 16:49:36+00:00; rafinhabastos; @GuiTome O cara é um playboy carioca que DESCONHECE o Brasil. Passou anos ganhando pra não fazer porra nenhuma e não faz idéia do que é o país.; 1100; 76; 60; 3; https://twitter.com/rafinhabastos/status/1152259204075462656; None; None
2019-07-19 16:03:59+00:00; rafinhabastos; @anagalv84953226 Oi amiga! Nunca disse que quer o socialismo no Brasil. Sou super capitalista. Sempre fui. Não sei de onde você tirou essa informação. Um abraço; 110; 10; 1; 0; https://twitter.com/rafinhabastos/status/1152247723573334018; None; None
2019-07-19 12:26:37+00:00; rafinhabastos; @GSantelli @OsmarTerra A propósito, ele vai morrer e não ver tudo sim. Tem muita coisa pra ver. Não dá tempo de ver tudo antes de morrer.; 445; 16; 9; 0; https://twitter.com/rafinhabastos/status/1152193020072210432; None; None
2019-07-19 12:23:10+00:00; rafinhabastos; @tdxcachorao Bro... vc tá forçando o bracinho na foto do Twitter. Ahhahwhhahhs! Abs; 404; 25; 1; 0; https://twitter.com/rafinhabastos/status/1152192151612272640; None; None
2019-07-19 12:21:12+00:00; rafinhabastos; @flaviogarage @jairbolsonaro Heheeehshahaeehe; 169; 2; 0; 0; https://twitter.com/rafinhabastos/status/1152191659062583296; None; None
2019-07-19 12:04:46+00:00; rafinhabastos; Semana passada estava abrindo as pernas pro Trump e agora vem criticar a Bruna Surfistinha? Coerência, senhor presidente. Por favor. https://t.co/gLLibpBmuY; 14479; 1199; 1630; 122; https://twitter.com/rafinhabastos/status/1152187523134828545; None; https://twitter.com/jairbolsonaro/status/1152180699509743616
2019-07-19 12:04:17+00:00; rafinhabastos; @jairbolsonaro Semana passada estava abrindo as pernas pro Trump e agora vem criticar a Bruna Surfistinha? Coerência, senhor presidente. Por favor.; 6038; 499; 356; 29; https://twitter.com/rafinhabastos/status/1152187401898528768; None; None
2019-07-18 23:54:22+00:00; rafinhabastos; @OsmarTerra Pq a tua campanha é uma bosta, campeão. Abraço.; 8339; 312; 452; 56; https://twitter.com/rafinhabastos/status/1152003710995718147; None; None
2019-07-17 12:00:29+00:00; rafinhabastos; @Bnsilva89 🐄; 1479; 15; 8; 1; https://twitter.com/rafinhabastos/status/1151461667584258048; None; None
2019-07-17 11:52:25+00:00; rafinhabastos; Minhas mentions depois que respondi o Bozo. Tá bonito. Pode vir que o pasto é extenso. https://t.co/iMgjaUbGao; 28158; 1307; 1278; 145; https://twitter.com/rafinhabastos/status/1151459636685561857; None; None
2019-07-17 11:43:11+00:00; rafinhabastos; @opaulojp @felipeneto @DaniloGentili Fala amigo, gado! Tudo bem? Procurei a palavra ridicularidade no dicionário e não achei. Não conseguirei, portanto, responder a sua mensagem. Um abraço.; 95; 2; 2; 0; https://twitter.com/rafinhabastos/status/1151457313720586242; None; None
2019-07-17 11:34:22+00:00; rafinhabastos; @bipolar_sincero le a minha resposta campeão; 10; 1; 0; 0; https://twitter.com/rafinhabastos/status/1151455094975737862; None; None
2019-07-17 05:06:05+00:00; rafinhabastos; https://t.co/bKp6RqPre6; 128; 41; 4; 3; https://twitter.com/rafinhabastos/status/1151357381433016320; None; None
2019-07-16 22:43:28+00:00; rafinhabastos; Fumei maconha e fiquei preso na letra “O”. https://t.co/ginVFJFhUm; 10336; 632; 2093; 1042; https://twitter.com/rafinhabastos/status/1151261090547982336; None; None
2019-07-16 22:22:08+00:00; rafinhabastos; @jairbolsonaro Show! Só falta a Universidade Federal de Sergipe que tava suspendendo as atividades por falta de repasse; a de Brasília que tem déficit de 100mi e a de Santa Maria que demitiu trabalhadores e suspendeu obras. Vai fazendo aí que qdo estiver resolvido eu mando mais. Forte abraço!; 8774; 1084; 493; 79; https://twitter.com/rafinhabastos/status/1151255723759808514; None; None
2019-07-16 20:46:30+00:00; rafinhabastos; @jairbolsonaro A Universidade Federal do Mato Grosso ficou sem luz após atrasar o pagamento de contas de 2018 e 2019. Se quiser acionar o MEC pra fazer intervenção onde realmente precisa (e não pra fazer propaganda ideológica), dá um toque aí, campeão.; 17732; 1506; 1323; 135; https://twitter.com/rafinhabastos/status/1151231656319160320; None; None
2019-07-16 11:57:28+00:00; rafinhabastos; @lucianopotter @mariruybarbosa @instagram Foi o Intercept.; 213; 14; 7; 0; https://twitter.com/rafinhabastos/status/1151098519501123584; None; None
2019-07-16 11:56:18+00:00; rafinhabastos; @SF_Moro Boa tio! Fica aqui no twitterzinho... não usa mais Telegram pq que a galera descobre os esquemas do sinhô.; 7660; 1270; 275; 66; https://twitter.com/rafinhabastos/status/1151098228110233600; None; None
2019-07-16 03:34:18+00:00; rafinhabastos; @kumailn I hear the same every day. It always my mom calling me from Brasil.; 412; 8; 4; 0; https://twitter.com/rafinhabastos/status/1150971896160296961; None; None
2019-07-16 03:29:04+00:00; rafinhabastos; @jairbolsonaro Isso é um documentário, champz!!! Seguindo a mesma linha, o senhor tem que ver a história do navio que afundou. Imagens do Leonardo DiCaprio em câmera escondida. Não vazou por acaso.; 2184; 62; 59; 11; https://twitter.com/rafinhabastos/status/1150970576963604481; None; None
2019-07-16 00:38:27+00:00; rafinhabastos; @carteiroreaca @DaniloGentili Eu até ficaria bravo, mas vi no Twitter você defendendo quem acha que a terra é plana… e apenas sorri. Abraço Tio.; 548; 23; 16; 7; https://twitter.com/rafinhabastos/status/1150927639072444424; None; None
2019-07-15 09:08:45+00:00; rafinhabastos; @fserb Valeu bro!!!; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/1150693676173156352; None; None
2019-07-13 23:46:08+00:00; rafinhabastos; Minha turnê na Rússia bombando. https://t.co/VbVlZi1Zs0; 4481; 61; 179; 4; https://twitter.com/rafinhabastos/status/1150189699945979904; None; https://twitter.com/CrazyinRussia/status/1149968470693621760
2019-07-12 22:46:53+00:00; rafinhabastos; @kevinbrennan666 Nike; 152; 12; 0; 0; https://twitter.com/rafinhabastos/status/1149812402323636224; None; None
2019-07-12 22:46:12+00:00; rafinhabastos; @Matheus94776797 @dinizleoo Forte abraço, Matheus! Chupa Léo trouxa!; 102; 4; 0; 0; https://twitter.com/rafinhabastos/status/1149812229837074432; None; None
2019-07-12 13:52:41+00:00; rafinhabastos; @Kidids @chicobarney Sempre achei ZÉ CARIOCA uma redundância. Se é Zé, ñ precisa do carioca.; 6; 2; 0; 0; https://twitter.com/rafinhabastos/status/1149677965879459841; None; None
2019-07-12 13:49:50+00:00; rafinhabastos; Acho daora deputado que vota contra o partido. A turma lá: “Todos votando assim, hein? Combinado, turma?”... e o cara: “FODA-SE! VC NÃO MANDA EM MIM, ZÉ POVINHO! MEU PAI MORREU EM 2011”... e faz o que quer. Bonito. Fica aqui o meu forte abraço.; 1388; 51; 70; 7; https://twitter.com/rafinhabastos/status/1149677245763661830; None; None
2019-07-12 13:44:07+00:00; rafinhabastos; @pavilhena 🤷🏻‍♂️; 5; 1; 0; 0; https://twitter.com/rafinhabastos/status/1149675810003017728; None; None
2019-07-11 18:09:10+00:00; rafinhabastos; Eu na Globo. https://t.co/clNjUfe1vi; 1289; 61; 25; 3; https://twitter.com/rafinhabastos/status/1149380122773901313; None; None
2019-07-11 09:49:39+00:00; rafinhabastos; @naosalvo Achei importante dedicar um segundo a defesa da própria mãe (“não a minha.... a tua que dá!”).; 1008; 13; 17; 2; https://twitter.com/rafinhabastos/status/1149254416182026242; None; None
2019-07-10 18:05:47+00:00; rafinhabastos; Frio monstro. Fui mijar e meu saco parecia o véio da Havan. Triste isso.; 3250; 177; 285; 26; https://twitter.com/rafinhabastos/status/1149016883070418946; None; None
2019-07-08 15:52:46+00:00; rafinhabastos; @bicmuller @Biakicis Hehehehe; 194; 4; 2; 0; https://twitter.com/rafinhabastos/status/1148258634108952576; None; None
2019-07-08 15:51:56+00:00; rafinhabastos; Sou apenas um espermatozoide cansado da vida. https://t.co/d5cSQvRiHR; 4673; 60; 557; 23; https://twitter.com/rafinhabastos/status/1148258424716746752; None; None
2019-07-08 03:04:53+00:00; rafinhabastos; @pnanadquemtalen Nunca mais repita isso sobre o Mestre do Capitalismo. Our friendship is over, buddy.; 17; 1; 0; 0; https://twitter.com/rafinhabastos/status/1148065387390668801; None; None
2019-07-07 22:46:42+00:00; rafinhabastos; @Kausanciao Hahhshhe! Valeu!; 2; 1; 0; 0; https://twitter.com/rafinhabastos/status/1148000414505361409; None; None
2019-07-07 22:44:47+00:00; rafinhabastos; @pnanadquemtalen Pô... sou mó legal. Minha mãe repete isso com bastante frequência.; 472; 27; 9; 1; https://twitter.com/rafinhabastos/status/1147999934496628736; None; None
2019-07-06 07:36:15+00:00; rafinhabastos; @cauemoura Agora fu/deu pra mim. Ano passado eu assisti 10 jogos dos clippers. Esse ano o ticket vai custar a puta que pariu.; 488; 12; 2; 0; https://twitter.com/rafinhabastos/status/1147408906949472257; None; None
2019-07-03 23:47:25+00:00; rafinhabastos; @willzeruela Pô... nem recebi. Senao eu mandava; 81; 1; 0; 0; https://twitter.com/rafinhabastos/status/1146566142950903808; None; None
2019-07-02 01:22:45+00:00; rafinhabastos; Moro? Reforma da previdência? Vazamentos ilegais? Enquanto vc perde o seu tempo com estas bobagem, o jornalismo do UOL foca no que o Brasil realmente precisa saber. #Denúncia #Polêmica https://t.co/VFhbpgQUiv; 1748; 85; 144; 13; https://twitter.com/rafinhabastos/status/1145865359586545665; None; None
2019-07-02 01:11:47+00:00; rafinhabastos; @assimdisseojoao Bonito. 🙌; 678; 11; 2; 1; https://twitter.com/rafinhabastos/status/1145862598279094273; None; None
2019-07-01 04:39:14+00:00; rafinhabastos; @tais_negrao Pô, tia.; 5; 1; 0; 1; https://twitter.com/rafinhabastos/status/1145552417041162240; None; None
2019-06-28 17:04:16+00:00; rafinhabastos; @HitTheGlass Essa vagina. https://t.co/3kUuwzihRl; 237; 12; 1; 0; https://twitter.com/rafinhabastos/status/1144652750254309376; None; None
2019-06-27 20:01:57+00:00; rafinhabastos; @caitomainier Gostosas e inesperadas gargalhadas com o falecimento do amigo Renato.; 636; 6; 9; 0; https://twitter.com/rafinhabastos/status/1144335074881466368; None; None
