2018-12-27 18:53:43+00:00; rafinhabastos; @OtakuAlgum Hahehhshhshs; 121; 2; 0; 0; https://twitter.com/rafinhabastos/status/1078363313400995841; None; None
2018-08-05 20:24:43+00:00; rafinhabastos; Melhor tirinha. https://t.co/pgUOKPwMsW; 2732; 33; 351; 23; https://twitter.com/rafinhabastos/status/1026202360136126470; None; None
2018-08-05 00:00:55+00:00; rafinhabastos; @lucianoalbef @sunsetlaa A capa é de 2011, zebu. A piada dele é de 2014. Forte abraço.; 10; 0; 0; 0; https://twitter.com/rafinhabastos/status/1025894380123521025; None; None
2018-08-02 16:29:33+00:00; rafinhabastos; @anadodique @Claytoii Chupa!; 81; 2; 0; 0; https://twitter.com/rafinhabastos/status/1025056015593566208; None; None
2018-08-02 01:43:30+00:00; rafinhabastos; @avila_rodrigo Tom Cavalcanti; 260; 10; 0; 0; https://twitter.com/rafinhabastos/status/1024833033499602944; None; None
2018-08-01 23:51:42+00:00; rafinhabastos; Parabéns ao @sensacionalista por assumir a direção do maior portal brasileiro. https://t.co/o31nz7S2DT; 922; 16; 78; 8; https://twitter.com/rafinhabastos/status/1024804898238423040; None; https://twitter.com/UOL/status/1024393127354949634
2018-08-01 21:59:53+00:00; rafinhabastos; Quando vc fala merda trabalhando na Globo x fora da Globo. https://t.co/nLwJ1ZdMR1; 7519; 134; 1003; 69; https://twitter.com/rafinhabastos/status/1024776759995072512; None; None
2018-08-01 19:53:50+00:00; rafinhabastos; @biasors @gmmaiadenovo Valeu pessoinhas!!!; 2; 0; 1; 0; https://twitter.com/rafinhabastos/status/1024745038650040320; None; None
2018-08-01 19:53:21+00:00; rafinhabastos; @ehistovinicius Esse é o objetivo; 3; 0; 0; 0; https://twitter.com/rafinhabastos/status/1024744917610811392; None; None
2018-08-01 19:53:07+00:00; rafinhabastos; @rdgsdev Eu tb; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1024744858253058048; None; None
2018-08-01 19:52:43+00:00; rafinhabastos; @desertqueeeen Que masssa!!!! Valeuzaço; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1024744756763549696; None; None
2018-08-01 19:52:25+00:00; rafinhabastos; @rodrigodrod Valeu rodrigo!!!; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1024744679709978624; None; None
2018-08-01 19:52:12+00:00; rafinhabastos; @Osanches Muitooo; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1024744626807164929; None; None
2018-08-01 19:52:04+00:00; rafinhabastos; @Curum1n Hehehage; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1024744592858525697; None; None
2018-08-01 19:51:38+00:00; rafinhabastos; @seinemmeonome Boa resposta; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1024744485392080896; None; None
2018-08-01 19:51:21+00:00; rafinhabastos; @lokoblanka Valeuuuu; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1024744413036142592; None; None
2018-08-01 19:51:14+00:00; rafinhabastos; @FredCooperDiddo 🙌🙌🙌; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1024744384506388480; None; None
2018-08-01 19:51:06+00:00; rafinhabastos; 18 de setembro, garotim. E tá bonito, viu? Assiste ae! https://t.co/C6Sm1yA43C; 135; 6; 3; 1; https://twitter.com/rafinhabastos/status/1024744347839778816; None; https://twitter.com/Motta_Dois/status/1024737849487372293
2018-08-01 19:49:40+00:00; rafinhabastos; @haas_lennon Valeu brooo; 11; 0; 1; 0; https://twitter.com/rafinhabastos/status/1024743990422253569; None; None
2018-08-01 16:39:33+00:00; rafinhabastos; Um podcast comigo in english. Ouve e me diz se eu tenho mesmo condição de sobreviver falando outra língua. https://t.co/lHPFn9fvA9; 225; 26; 8; 2; https://twitter.com/rafinhabastos/status/1024696145828704256; None; https://twitter.com/thecomicscomic/status/1023971652743442432
2018-08-01 06:57:29+00:00; rafinhabastos; @MrPoladoful Melhor som!!!; 45; 2; 0; 0; https://twitter.com/rafinhabastos/status/1024549661594402818; None; None
2018-07-31 01:08:15+00:00; rafinhabastos; @marcelorubens ❤️; 101; 2; 2; 0; https://twitter.com/rafinhabastos/status/1024099389504086017; None; None
2018-07-30 15:18:24+00:00; rafinhabastos; Sua vida é mesmo dura demais, bro. Vou jogar sim essas pedras fora... opa... achei um tijolo aqui. #ad https://t.co/ZDwWPBGtVT; 780; 47; 50; 6; https://twitter.com/rafinhabastos/status/1023950945103691778; None; https://twitter.com/neymarjr/status/1023734299370110976
2018-07-29 01:38:25+00:00; rafinhabastos; Niiiiice @josealdojunior!!!!! #UFC; 284; 7; 16; 0; https://twitter.com/rafinhabastos/status/1023382204137660416; None; None
2018-07-29 00:09:02+00:00; rafinhabastos; @mcreboucas Valeu meu velhoooo!!!! Me manda o site da comunidade. É facebook?; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1023359710987149313; None; None
2018-07-29 00:08:12+00:00; rafinhabastos; @rafaelrodrigues Nao distorce meu velho. NUNCA falei que racismo não existe. Pelo contrário. Só assistir de novo.; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1023359500332331008; None; None
2018-07-29 00:07:19+00:00; rafinhabastos; @pcyhyo 🙌; 18; 1; 1; 1; https://twitter.com/rafinhabastos/status/1023359277820391424; None; None
2018-07-28 08:42:44+00:00; rafinhabastos; Gostaria de celebrar este dia único em que passei 12h sem carregar o meu celular. I’m a winner!; 1010; 41; 17; 3; https://twitter.com/rafinhabastos/status/1023126598025928709; None; None
2018-07-26 16:19:31+00:00; rafinhabastos; #tbt 2011 / 2018. Ps: Nitidamente fingindo que dormimos na 2ª foto. https://t.co/ETe1EI6Z2F; 1212; 9; 19; 3; https://twitter.com/rafinhabastos/status/1022516776238833665; None; None
2018-07-26 16:03:28+00:00; rafinhabastos; @caiocgomes Se a consequência é a PROIBIÇÃO, você não pode não. É bastante perigoso pra comunicação o que está acontecendo. No meu caso, não foi apenas “desagradar o público”... foi perda de direito mesmo.; 16; 1; 0; 0; https://twitter.com/rafinhabastos/status/1022512736142589953; None; None
2018-07-26 15:35:55+00:00; rafinhabastos; @caiocgomes Tive um dvd tirado de circulação; um processo que me impede de falar sobre determinado assunto; tive que pagar bem caro por falar uma piada. Dizer que “ ninguém vai te proibir de dizer algo” é desconhecimento da tua parte. O problema é bem mais grave e perigoso.; 18; 3; 1; 0; https://twitter.com/rafinhabastos/status/1022505801817235457; None; None
2018-07-26 15:30:52+00:00; rafinhabastos; @mtesperon @ivoneuman Olha aí o papinho de “passar pano”. Isso é de uma babaquice ímpar. É não aceitar discussão nenhuma.; 284; 22; 5; 0; https://twitter.com/rafinhabastos/status/1022504532637614080; None; None
2018-07-26 04:30:11+00:00; rafinhabastos; Mais obstáculos... mais países... mais épico. Vem torcer pro Brasil na 3ª temporada do Ultimate Beastmaster. Dia 31/8 na @netflix. https://t.co/9ROmmGc3oZ; 1005; 33; 29; 7; https://twitter.com/rafinhabastos/status/1022338267524542465; None; None
2018-07-22 22:13:39+00:00; rafinhabastos; Edir Macedo no Faustão. https://t.co/YmSzx5XHCX; 1186; 75; 67; 17; https://twitter.com/rafinhabastos/status/1021156343619596288; None; None
2018-07-22 01:01:29+00:00; rafinhabastos; @olucassalles @AwardsDarwin @samirsalimjr Copiaram muito; 5; 0; 0; 0; https://twitter.com/rafinhabastos/status/1020836194014375936; None; None
2018-07-20 11:46:12+00:00; rafinhabastos; Não?!?! Jura?!?! Serião??? https://t.co/Obs1YycuBC; 1181; 45; 100; 21; https://twitter.com/rafinhabastos/status/1020273665919705088; None; None
2018-07-18 06:28:16+00:00; rafinhabastos; @panfiettii Concordo; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1019468879851028480; None; None
2018-07-17 04:11:05+00:00; rafinhabastos; Jornal da Globo: Sequestro / Corrupção / Tiroteio / Morte / E agora é hora do projeto BRASIL QUE EU QUERO. Taquispariu.; 1124; 23; 94; 4; https://twitter.com/rafinhabastos/status/1019071969805918208; None; None
2018-07-15 16:29:49+00:00; rafinhabastos; Gesto nobre do goleiro da França. Se eu tivesse a chance de fazer o mundo inteiro sorrir, faria o mesmo.; 1807; 12; 262; 11; https://twitter.com/rafinhabastos/status/1018533103231492096; None; None
2018-07-13 18:16:50+00:00; rafinhabastos; Filho, estarei sempre ao lado.... a não ser que nossas vidas estejam em risco, obviamente. https://t.co/c2mHUunoo2; 2122; 42; 116; 23; https://twitter.com/rafinhabastos/status/1017835258929180672; None; None
2018-07-13 12:50:35+00:00; rafinhabastos; Dia 18/9. Tá muito foda. Garanto. https://t.co/w5bg5lOwCL; 122; 9; 4; 0; https://twitter.com/rafinhabastos/status/1017753153662578688; None; None
2018-07-13 12:47:34+00:00; rafinhabastos; @annaclaricee Legal. Vc foi ficando mala com o passar do tempo.; 81; 5; 0; 0; https://twitter.com/rafinhabastos/status/1017752396137750529; None; None
2018-07-13 12:46:04+00:00; rafinhabastos; @donajujuh Juliana... nem tinha visto isso. São milhares de comentários por minutos. Obviamente eu condeno esse tipo de comentário. Tentei deletar, mas ñ encontrei.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1017752017232695297; None; None
2018-07-13 12:37:47+00:00; rafinhabastos; @inagaki @iberethenorio Uhehehhehe! Li 2 vezes pra melhor compreensão. Confesso.; 5; 1; 0; 0; https://twitter.com/rafinhabastos/status/1017749932512563202; None; None
2018-07-13 03:44:19+00:00; rafinhabastos; O twitter sempre dando umas dicas muito show pra mim. https://t.co/VuQ4JVMWNl; 5597; 177; 292; 37; https://twitter.com/rafinhabastos/status/1017615680936562688; None; None
2018-07-13 03:27:02+00:00; rafinhabastos; @Pmuzi Uheehehhe; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1017611332546367488; None; None
2018-07-12 13:43:43+00:00; rafinhabastos; @mpa90 Eu li 20%. Texto pacaraio.; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1017404138810830849; None; None
2018-07-12 13:42:24+00:00; rafinhabastos; Bom dia pra vc também. https://t.co/QMTEAuVTGH; 1034; 36; 136; 39; https://twitter.com/rafinhabastos/status/1017403807687311360; None; None
2018-07-12 12:24:19+00:00; rafinhabastos; @marigraciolli Nossa... hehehshe! Galera criativaça.; 26; 3; 1; 0; https://twitter.com/rafinhabastos/status/1017384156244905985; None; None
2018-07-12 07:00:17+00:00; rafinhabastos; @Lima_Lucas É @ManoBrownOF. Pode xingar.; 120; 4; 2; 0; https://twitter.com/rafinhabastos/status/1017302608317440000; None; None
2018-07-11 16:35:58+00:00; rafinhabastos; @capitaoluffy @pecesiqueira @cauemoura Chato pra caralho vc.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1017085098934628354; None; None
2018-07-11 16:35:09+00:00; rafinhabastos; @AureaDamasceno uhehehheh; 11; 0; 0; 0; https://twitter.com/rafinhabastos/status/1017084891517898752; None; None
2018-07-11 00:32:31+00:00; rafinhabastos; É difícil, numa discussão, reconhecer quem foi grosso. Muitas vezes a estupidez vem com volume baixo. A reação é em voz alta. O culpado? AQUELE QUE GRITOU. #injustiça; 1118; 34; 174; 16; https://twitter.com/rafinhabastos/status/1016842635993022466; None; None
2018-07-10 21:54:35+00:00; rafinhabastos; @rodrigo_saran @netflix @NetflixBrasil No mundo todo.; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016802891804311552; None; None
2018-07-10 21:52:13+00:00; rafinhabastos; @arielchileno Vai nanar, campeão; 1; 2; 0; 0; https://twitter.com/rafinhabastos/status/1016802296808853504; None; None
2018-07-10 21:50:47+00:00; rafinhabastos; @telescraquel AManhã vou no medico; 40; 3; 0; 0; https://twitter.com/rafinhabastos/status/1016801937289809920; None; None
2018-07-10 21:46:57+00:00; rafinhabastos; Eu sou um dos produtores aqui do Brasil. :) https://t.co/vJ3b5NjfuG; 629; 34; 8; 4; https://twitter.com/rafinhabastos/status/1016800970871922689; None; https://twitter.com/Splash_UOL/status/1016775153865379841
2018-07-10 16:48:56+00:00; rafinhabastos; Dia 18/9 na Netflix. Assiste assim que lançar porque esse a justiça não vai deixar uma semana no ar. @netflix @netflixbrasil https://t.co/EORFLA1M5R; 421; 25; 24; 5; https://twitter.com/rafinhabastos/status/1016725974275239938; None; None
2018-07-09 04:29:20+00:00; rafinhabastos; @LuccaPrado86 Sim. Sabe o que também é muito difícil e exige prática, técnica e muita aptidão física? As piruetas do Circ di Soleil... nem por isso é esporte.; 2; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016177460533256192; None; None
2018-07-09 04:26:32+00:00; rafinhabastos; @sissirb 🙌; 8; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016176755378401280; None; None
2018-07-09 04:24:50+00:00; rafinhabastos; @jovemnerd Cara... o principal é amigo cantor Naldo. Muito foda. https://t.co/KJVrzxjFaA; 206; 0; 1; 1; https://twitter.com/rafinhabastos/status/1016176326963843072; None; None
2018-07-09 04:21:11+00:00; rafinhabastos; @jovemnerd Cara... essas novidades são top. Tenta assistir outra na netflix... chama FRIENDS. É 10!; 452; 4; 5; 3; https://twitter.com/rafinhabastos/status/1016175409564659713; None; None
2018-07-09 00:33:47+00:00; rafinhabastos; @mauromueller Meu celular é de traficante. Pega em áreas impossíveis.; 19; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016118181423931397; None; None
2018-07-08 23:43:32+00:00; rafinhabastos; Na vida real: Cara, discordo de vc. Na internet: Porque você não cala a boca, babaca?! Só fala bosta! Tá passando vergonha, otário! Se mata.; 4519; 80; 625; 41; https://twitter.com/rafinhabastos/status/1016105533642854400; None; None
2018-07-08 21:00:49+00:00; rafinhabastos; @JeanCarlos501 Cara... eu acho bom pelo simples fato de que o Lesnar é um bom lutador. É all-american no wrestling olímpico. Mas entrar no octógono e dar discurso ao estilo wwe fica estranhão.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016064585772732416; None; None
2018-07-08 20:57:22+00:00; rafinhabastos; @bruh_fenix @IgorRyanSilva2 @lucasFCSN Sim Bruna... concordo com vc e te digo q vc trouxe um bom argumento. O que posso te dizer é que esta encarada tem um elemento importante: 24h depois os dois caras vao sair na porrada de verdade. Existe ali uma tensão verdadeira. A intimidação é real.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016063716431990786; None; None
2018-07-08 20:53:13+00:00; rafinhabastos; @wrestlemaniacos Cara... eu vou repetir... como entretenimento acho divertido. Bem roteirizado. Bem atuado. Assisto como teatro... nada mais que isso. No contexto do mma fica forçado. São duas coisas diferentes. Uma é real e a outra é programada. Eu sou mais o real.; 185; 5; 1; 0; https://twitter.com/rafinhabastos/status/1016062671274369025; None; None
2018-07-08 20:50:33+00:00; rafinhabastos; @JeanCarlos501 Tranquilo. Mas eu respeito, cara. Como entretenimento bacaninha. Quando falei que é ruim... falei naquele contexto do mma.; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1016062002932912129; None; None
2018-07-08 20:48:54+00:00; rafinhabastos; @IgorRyanSilva2 @lucasFCSN @bruh_fenix Simsim. Foi comprado pela WME. O bussiness dela é entretenimento. Vai migrar pra isso. Sou careta... acho errado, mas a evolução é essa.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016061586665082880; None; None
2018-07-08 20:47:56+00:00; rafinhabastos; @lleo_machado @wrestlemaniacos @JacsonJn @JeanCarlos501 Isso no mma é palhaçada sim. Eu acho, cara. Fica feio e forçado no UFC. Ontem foi bobinho.; 0; 1; 0; 1; https://twitter.com/rafinhabastos/status/1016061342128771077; None; None
2018-07-08 20:43:47+00:00; rafinhabastos; @Paulovernillo @wrestlemaniacos Um puta entretenimento legal. O que to dizendo desde o começo.; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1016060299479277575; None; None
2018-07-08 20:43:13+00:00; rafinhabastos; @JeanCarlos501 Entao rapazote... foi o que eu disse. Vc concorda comigo e ta brigando. Quer que eu te encaminhe os tweets das pessoas dizendo que é luta? Vai nanar que amanhã c tem provinha.; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016060158739451904; None; None
2018-07-08 20:41:19+00:00; rafinhabastos; @JeanCarlos501 @ohumorwrestling Tava falando da gritaria que ele fez... não do wrestling. Wrestling é um teatro daora. É divertido. Abs; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1016059677518548993; None; None
2018-07-08 20:34:15+00:00; rafinhabastos; @wrestlemaniacos Robert De Niro fez papel de lutador no cinema.. sabe o que é!?? Um ator!; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1016057901046214657; None; None
2018-07-08 20:32:51+00:00; rafinhabastos; @wrestlemaniacos “Não é porque a pessoa está “atuando” que ela não está lutando”. Você realmente disse isso? É exatamente pq estao atuando que nao é luta.; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016057549408407552; None; None
2018-07-08 20:29:41+00:00; rafinhabastos; @JeanCarlos501 Aquilo não é luta... é teatro. Um forte abraço.; 0; 0; 0; 1; https://twitter.com/rafinhabastos/status/1016056750989041664; None; None
2018-07-08 20:28:41+00:00; rafinhabastos; @wrestlemaniacos @JacsonJn @JeanCarlos501 Sim... praticam tudo isso... são grandes atletas... e usam todo esse conhecimento em artes marciais para fazer um teatro bonito. Só isso. Qualquer lutador que combinasse resultado e sequência de golpes com o adversário seria suspenso de qualquer esporte.; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1016056500295471104; None; None
2018-07-08 20:26:08+00:00; rafinhabastos; @IngridSev7n Sim... a cagada foi do UFC. Nunca disse que foi do Lesnar. Ele ta no lugar dele.; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/1016055857900113925; None; None
2018-07-08 20:23:01+00:00; rafinhabastos; @IgorRyanSilva2 @lucasFCSN @bruh_fenix Cara... aquele payperview foi um dos 3 menores do ano.; 2; 3; 0; 0; https://twitter.com/rafinhabastos/status/1016055073431064585; None; None
2018-07-08 19:05:18+00:00; rafinhabastos; @wrestlemaniacos Quebrou o pescoço produzindo entretenimento e não numa luta. Abs.; 98; 4; 0; 2; https://twitter.com/rafinhabastos/status/1016035514246410247; None; None
2018-07-08 16:08:08+00:00; rafinhabastos; @JeanCarlos501 Cara... acho uns putas atletas fodas. Um show divertido... só nao da pra misturar com o mma. Só isso.; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1015990931345027072; None; None
2018-07-08 07:54:27+00:00; rafinhabastos; @BloodWrestling Lacrou. https://t.co/8SzkSRsaRd; 30; 6; 1; 3; https://twitter.com/rafinhabastos/status/1015866692109586433; None; None
2018-07-08 04:54:49+00:00; rafinhabastos; @luizfelipeprota Sim sim. Eu curto. Acho os caras foda. Só nao da pra misturar com o real. Essa entrada do Lesnar aí foi teatrinho ruim.; 9; 2; 0; 2; https://twitter.com/rafinhabastos/status/1015821482704990209; None; None
2018-07-08 04:46:25+00:00; rafinhabastos; @luizfelipeprota Nao luiz. Nao respeito. Nao tem como. É ruim .; 353; 20; 14; 12; https://twitter.com/rafinhabastos/status/1015819368045924352; None; None
2018-07-08 04:45:39+00:00; rafinhabastos; @adryannop Pelo menos provoca sem empurraozinho forçado. Foi ruim; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/1015819175745540096; None; None
2018-07-08 04:43:12+00:00; rafinhabastos; @marcogomez_ Liguei nos ultimos 10 segundos. Vi nada; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1015818558960472064; None; None
2018-07-08 04:40:12+00:00; rafinhabastos; @JonathanFriesen Valeuuu; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1015817806720487424; None; None
2018-07-07 15:31:17+00:00; rafinhabastos; @ursosentado 🙌🙌🙌; 17; 0; 0; 0; https://twitter.com/rafinhabastos/status/1015619267629387776; None; None
2018-07-07 02:04:24+00:00; rafinhabastos; Acordei sem energia, apaguei de tarde e agora tô acabado de novo. Puta dia de Iphone dos inferno.; 944; 12; 56; 4; https://twitter.com/rafinhabastos/status/1015416209066557440; None; None
2018-07-07 01:39:50+00:00; rafinhabastos; @_hahayy @cocielo Ia. Abraço.; 339; 8; 5; 4; https://twitter.com/rafinhabastos/status/1015410026704457730; None; None
2018-07-06 18:57:05+00:00; rafinhabastos; Relembrando um post de 2014. Anos depois a vergonha continua a mesma. https://t.co/uNruByBrF2; 926; 23; 100; 2; https://twitter.com/rafinhabastos/status/1015308673504235520; None; None
2018-07-06 18:44:22+00:00; rafinhabastos; Se o Galvão parasse de chamar o Neymar de ‘NEY’, o jogo seria outro.; 1971; 32; 193; 10; https://twitter.com/rafinhabastos/status/1015305473103466496; None; None
2018-07-06 18:08:58+00:00; rafinhabastos; @pecesiqueira 😭; 30; 1; 2; 0; https://twitter.com/rafinhabastos/status/1015296564305252353; None; None
2018-07-06 18:07:14+00:00; rafinhabastos; @donajujuh Falei do twitter só. Na vida nao.; 1; 2; 0; 0; https://twitter.com/rafinhabastos/status/1015296126369587201; None; None
2018-07-06 13:09:27+00:00; rafinhabastos; @CamilaCallimanP Tem que pesquisar no search mesmo; 5; 0; 0; 0; https://twitter.com/rafinhabastos/status/1015221187989966852; None; None
2018-07-06 04:10:53+00:00; rafinhabastos; Fui rever meus tuítes antigos. Mó deprê. https://t.co/ayJyyL1l7z; 4126; 85; 164; 16; https://twitter.com/rafinhabastos/status/1015085653426614272; None; https://twitter.com/rafinhabastos/status/720076819584655362
2018-07-05 08:27:39+00:00; rafinhabastos; @vicenteflores93 @Giovannadbt Triste isso; 2; 1; 0; 0; https://twitter.com/rafinhabastos/status/1014787881162952709; None; None
2018-07-05 03:28:57+00:00; rafinhabastos; Dizer que ama é fácil... quero ver não assistir mais um capítulo da série quando a pessoa tá longe.; 1358; 34; 184; 43; https://twitter.com/rafinhabastos/status/1014712711912050688; None; None
2018-07-04 17:56:47+00:00; rafinhabastos; Tranquilaço. https://t.co/kzrlk1N5BQ; 2209; 58; 474; 95; https://twitter.com/rafinhabastos/status/1014568721883557889; None; None
2018-07-03 20:21:16+00:00; rafinhabastos; @manubarem Uhhehahhe! Sacanáji!; 62; 5; 2; 0; https://twitter.com/rafinhabastos/status/1014242694472667136; None; None
2018-07-03 05:13:30+00:00; rafinhabastos; @MestreAnaoBardo Errou bro. Errou mesmo. Já admitiu. Vida que segue.; 413; 108; 9; 17; https://twitter.com/rafinhabastos/status/1014014245120299008; None; None
2018-07-03 05:12:34+00:00; rafinhabastos; @lucianopotter @Nike @UNIQLO_JP Acordou Globo Esporte hoje, Potter?; 80; 5; 0; 0; https://twitter.com/rafinhabastos/status/1014014010801287168; None; None
2018-07-03 04:04:17+00:00; rafinhabastos; @cmerigo Tá bom. Vai pegar um moleque que saiu da periferia... tem mãe e avó negras... que faz uma piada ruim e pede desculpas pra usar de exemplo no combate ao racismo. Força aí, campeão! Que vc e o seu tribunalzinho sejam felizes.; 61; 20; 0; 7; https://twitter.com/rafinhabastos/status/1013996829401182208; None; None
2018-07-03 03:49:19+00:00; rafinhabastos; @cmerigo E onde que eu disse que ele tem direito de ser racista por ser assim ou assado? É errado e o cara pediu desculpas. Tua leitura tá equivocada.; 275; 43; 0; 1; https://twitter.com/rafinhabastos/status/1013993059086884864; None; None
2018-07-02 22:29:24+00:00; rafinhabastos; O @cocielo é um dos caras mais legais e humildes com quem já convivi. Tem um coração gigante e é admirado por TODOS, repito, TODOS os influenciadores que conheço. Perseguir o cara por causa de um erro (ele já se desculpou), é um equívoco imenso. Esse ñ merece mesmo.; 20072; 2473; 3277; 1956; https://twitter.com/rafinhabastos/status/1013912551405441024; None; None
2018-07-02 20:34:01+00:00; rafinhabastos; Minha vida é uma grande batalha contra a bateria do meu celular.; 1011; 31; 311; 14; https://twitter.com/rafinhabastos/status/1013883513588744193; None; None
2018-06-30 16:29:00+00:00; rafinhabastos; @RitaLisauskas 😉; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1013097076605968385; None; None
2018-06-30 15:36:55+00:00; rafinhabastos; @AxasWu Reescrevi; 5; 1; 0; 0; https://twitter.com/rafinhabastos/status/1013083970391511040; None; None
2018-06-30 15:36:32+00:00; rafinhabastos; @RitaLisauskas 👏👏👏 muito beeeeemmm 😂; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/1013083875109564416; None; None
2018-06-30 15:35:39+00:00; rafinhabastos; Um exemplo de pai de família. Abraçou a zoeira e mostrou que o bom humor pode ser uma bela ferramenta pra combater o preconceito. Dia triste. Descansa, cara. https://t.co/xAhJxpqrIM; 1755; 11; 196; 5; https://twitter.com/rafinhabastos/status/1013083651792257024; None; https://twitter.com/JailsonMReal/status/1013057808345042944
2018-06-30 15:17:35+00:00; rafinhabastos; @Pirulla25 Te conheço pessoalmente e concordo com ele. Mas por ser um lixo é que tens o meu amor... seu fofo.; 218; 1; 0; 0; https://twitter.com/rafinhabastos/status/1013079106676617216; None; None
2018-06-30 15:14:35+00:00; rafinhabastos; @RitaLisauskas “Lasquem”... queria ter esses bons modos.; 26; 1; 1; 0; https://twitter.com/rafinhabastos/status/1013078349730623488; None; None
2018-06-28 00:53:01+00:00; rafinhabastos; Videozão da porra hoje no Ilha de Barbados: https://t.co/M41KvLQWVk https://t.co/wfh5Ply94m; 539; 15; 35; 11; https://twitter.com/rafinhabastos/status/1012136756261425152; None; None
2018-06-27 18:32:15+00:00; rafinhabastos; Neymar reclamou que o Gabriel Jesus deu um corte desnecessário... Gabriel olhou pro cabelo do Neymar... os dois sorriram e voltaram pra defesa.; 2503; 23; 437; 12; https://twitter.com/rafinhabastos/status/1012040933263622144; None; None
2018-06-27 11:18:18+00:00; rafinhabastos; @HotTub_Show @DebraDiGiovanni @IAmMikeFeeney @EpiGillespie @myqkaplan @taylortomlinson @Byoussef It was awesome!!!; 7; 0; 0; 0; https://twitter.com/rafinhabastos/status/1011931724178059264; None; None
2018-06-26 15:50:40+00:00; rafinhabastos; Temos um GÊNIO na Internet brasileira... e eu não uso essa palavra todo dia: @gaveta. Olha o vídeo novo do cara: https://t.co/Ijs4aydfcZ; 856; 20; 70; 13; https://twitter.com/rafinhabastos/status/1011637881503248384; None; None
2018-06-26 00:12:31+00:00; rafinhabastos; Vc nunca será feliz com outra pessoa se não for feliz sozinho. Quem disse isso ñ fui eu... foi a minha namorada que, graças a Deus, me deu outra chance. Obg amor. Nunca mais me abandona, por favor.; 2184; 56; 103; 10; https://twitter.com/rafinhabastos/status/1011401788153401344; None; None
2018-06-25 22:00:27+00:00; rafinhabastos; Quando eu descubro que não vou ter  1% de desconto, posso dividir em 12 vezes. Vídeo novo no Ilha. Assiste aí: https://t.co/mbLJEHoZsr https://t.co/4b33LvDKvY; 170; 6; 14; 1; https://twitter.com/rafinhabastos/status/1011368550664040448; None; None
2018-06-25 20:43:03+00:00; rafinhabastos; Alertei minha vó de que o gênio da matemática brasileiro que ela compartilhou nas redes sociais e na verdade um ator pornô. Ela deve estar assustada de eu saber essas coisas.; 704; 21; 43; 4; https://twitter.com/rafinhabastos/status/1011349073251655680; None; None
2018-06-25 20:34:12+00:00; rafinhabastos; @namastrevas Hipocrita pq?; 3; 2; 0; 0; https://twitter.com/rafinhabastos/status/1011346843484151811; None; None
2018-06-25 20:16:48+00:00; rafinhabastos; Aquele que me encontra e diz que “o mundo tá chato” é exatamente o mesmo que tá mitando no face e deixando o mundo cada dia mais chato.; 656; 12; 89; 4; https://twitter.com/rafinhabastos/status/1011342465717100544; None; None
2018-06-24 22:28:47+00:00; rafinhabastos; O melhor vídeo da eternidade. https://t.co/yEbseSYqKL; 9462; 155; 2818; 288; https://twitter.com/rafinhabastos/status/1011013292716748801; None; None
2018-06-22 05:04:47+00:00; rafinhabastos; @Lbfs17 🙌; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/1010025788232499200; None; None
