[2020-12-05 01:36:28+00:00; pavinatto; Quem janta seus males espanta. #friday #fridaymood #fridayvibes #fridaynight #dinner; https://www.instagram.com/p/CIZdntSHBtt/; 1702; 55]
[2020-10-06 20:16:12+00:00; pavinatto; #album : Essa foto tem 5 anos, mas o Seu Trasso já tinha 95.  Ele é o exemplo de que São Paulo é a cidade de todos, da diversidade cultural, étnica, gastronômica, linguística... Thrassyvoulos Georgios Petrakis, que era garçom e virou dono do espetacular ACRÓPOLES no Bom Retiro, dava expediente todos os dias no restaurante, era uma simpatia e foi eleito personalidade gastronômica do ano em 2009.  Veio da Grécia para São Paulo em 1961. Junto da primeira mulher e da filha recém-nascida, desembarcou na capital depois de quinze dias de viagem de navio.   Seu Trasso deixou saudade para quem costumava vê-lo inabalável na porta do Acrópoles todos os dias com sua gentileza e sorriso franco. Morreu em 2017 o homem que foi o mais importante representante da culinária grega no Brasil.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #pic #picture #pictureoftheday #picoftheday #cozinha #culinaria #restaurante #grecia #brasil; https://www.instagram.com/p/CGA-EaPnRGO/; 369; 16]
[2020-10-05 21:15:13+00:00; pavinatto; Uma experiência com ar de parlamentarismo e voto distrital. Uma oportunidade de mudar nosso bairro e nossa São Paulo. Uma grande ideia pra uma grande metrópole.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #democracia #chaves; https://www.instagram.com/p/CF-fmBzHdSk/; 514; 92]
[2020-10-05 17:07:52+00:00; pavinatto; Sabe o que é a Subprefeitura Democrática? É meu projeto! É DIGNIDADE URBANA!  #pavi51111 #pavi #sp #sampa #sampacity #saopaulo #subprefeitura #eleicoes2020 #InteliGente; https://www.instagram.com/p/CF-DuKTHv-r/; 361; 24]
[2020-10-03 22:29:04+00:00; pavinatto; É hora de começarmos a tratar de uma LEI DE DIGNIDADE URBANA  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #centrohistorico #centro #lar #casa #direito; https://www.instagram.com/p/CF5eo7CHAYk/; 599; 41]
[2020-10-01 15:54:54+00:00; pavinatto; #albumderecordacoes Minha Professora, minha amiga, minha colega, @janainacpaschoal Impossível conviver com ela sem se tornar fã do ser humano maravilhoso que encerra a jurista polêmica e de opiniões fortes. A Professora Janaína é um exemplo de determinação, perseverança, fé e solidariedade. Academicamente, concordamos e discordamos de muita coisa, mas sempre de forma democrática, com espírito do bom contraditório. #album #tbt #tbt❤️ #tbt🔙 #tbt🔙📸 #saopaulo #sãopaulo #sp #vida #conhecimento #respeito #amizade #direito #professor #politica #felicidade #sonhos #brasil #brasil🇧🇷; https://www.instagram.com/p/CFzoMN7HMrx/; 1452; 17]
[2020-09-30 14:30:34+00:00; pavinatto; Como eu sinto falta da autenticidade desse meu amigo.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CFw5vuLjsuA/; 2477; 75]
[2020-09-29 15:33:56+00:00; pavinatto; O voto popular pode mudar os rumos de qualquer história. Da história de um país, de uma cidade, de todo povo. Nas artes ou na política, seu voto tem consequências que deixam rastros na história. #pavinatto #51111 #sãopaulo #saopaulo #sp #historia #conhecimento #respeito #politica #vida #vidareal #felicidade; https://www.instagram.com/p/CFucM8rHG4O/; 976; 35]
[2020-09-28 20:46:31+00:00; pavinatto; #albumderecordacoes: Hijra é uma comunidade religiosa hinduísta que impõe a emasculação como forma de agradar a deusa Bahuchara Mata. Meninos vitimados por abuso sexual são conduzidos pelas próprias famílias aos líderes da seita e então são castrados em rituais místicos. A partir daí, são obrigados a vestir-se e portar-se como mulheres. Segundo a tradição religiosa hindú, os hijras tem grande facilidade para "abençoar ou amaldiçoar", o que torna esta comunidade temida e respeitada naquela sociedade. Em 2014, a suprema corte de justiça da Índia definiu os hijras como pertencentes a um "terceiro gênero". Em dezembro de 2017, colaborei no debate para o ato legislativo para dignidade das hijras com base no trabalho que desenvolvo, há 15 anos, em São Paulo. #lgbtq #lgbtq🌈 #lgbtqia #lgbt #india #indian #respeito #conhecimento; https://www.instagram.com/p/CFsbLcHHlQn/; 450; 19]
[2020-09-27 14:47:42+00:00; pavinatto; Oficializo minha candidatura para vereador de São Paulo!  Anotem: 51111; https://www.instagram.com/p/CFpNUiFnw43/; 974; 70]
[2020-09-23 20:53:27+00:00; pavinatto; Cardeais são os príncipes do Vaticano; afinal, podem se tornar Papa, o monarca absoluto daquele pequeno Estado que ainda ainda tem influência e importância para todas as nações do mundo, em qualquer conclave. Dom Odilo Scherer, Cardeal Arcebispo de São Paulo, é um príncipe não só pelo cargo que ocupa, mas também nos modos e na erudição. Discutimos sobre religião e política... A conversa foi muito inspiradora: “Nossa República deu liberdade à Igreja. A Igreja era a religião oficial, mas sempre obrigada a servir aos interesses do Estado.” “Não existe liberdade religiosa quando o Estado controla a Igreja ou quando as Igrejas querem controlar o Estado.” #igreja #fé #sãopaulo #saopaulo #catolico #vida #deus #catholic #church #chiesa #iglesia #cardinals #solidariedade #oração #pray #pictureoftheday #picture #pic #vatican #blessed #blessed🙏; https://www.instagram.com/p/CFfj_13HsPb/; 1009; 44]
[2020-09-23 00:06:37+00:00; pavinatto; O discurso de @jairmessiasbolsonaro na Assembleia Geral da ONU revelou o óbvio: ele sempre se preocupou com as queimadas, mas as queimadas de rosca. #uno #amazon #amazonia #amazonas #sustentabilidade #meioambiente #bolsonaro #nature #natureza #gaia; https://www.instagram.com/p/CFdVTusHrJW/; 889; 47]
[2020-09-22 16:39:19+00:00; pavinatto; À margem da Represa de Guarapiranga, a então Robert Kennedy viveu uma fase áurea nos anos 60 e 70, quando seus clubes náuticos atraíam muitos paulistanos. O Clube Santapaula, hoje decrépito e abandonado, era frequentado pela alta sociedade paulistana. Hoje em dia, não existem projetos para recuperar a vocação turística da área: só identificamos abandono e descaso de uma área que poderia der o Lago de Garda paulistano (sem exagero) - enquanto isso @brunocovas gasta 100 milhões no Urinol do centro. #sãopaulo #saopaulo #guarapiranga #vida #vidasaudavel #vidareal #felicidade #lazer #turismo #desenvolvimento #sustentabilidade #medioambiente #natureza #politica #parque #investimento #emprego #mudança #mudanças #pictureoftheday #pic; https://www.instagram.com/p/CFciHttH0yW/; 828; 21]
[2020-09-18 19:47:15+00:00; pavinatto; Ninguém resolve São Paulo se não resolver a partir dos bairros mais distantes do Centro. E ninguém resolve os bairros sem conhecimento pra lidar com o Ministério Público. Representantes que fazem carreira na Câmara parecem querer perpetuar problemas simples. Subprefeitos que não vivem os desafios da sub-região não se importam em deixar um bom legado. O povo quer respeito. Obrigado, meu amigo @angelo.d.anjos e à pequena Sophia pela carinhosa recepção pra debatermos Cidade Tiradentes como lar e não como reduto eleitoral. #sp #saopaulo #respeito #conhecimento #vida #felicidade #alegria #lar #casa #picture #pic #pictureoftheday #sãopaulo #zonaleste; https://www.instagram.com/p/CFSkclPnspf/; 811; 15]
[2020-09-17 21:13:11+00:00; pavinatto; #albumderecordacoes : @teresaanconalopez   Se sou Professor, foi graças aos conselhos, incentivo e apoio emocional da Professora Teresa Ancona Lopez. Sempre rodeada de alunos entusiasmados, a Professora, que foi a primeira mulher catedrática no Direito Civil da USP, foi também sempre a mais elegante das Arcadas. Inegavelmente (e invejavelmente), sempre a mais bela em cada uma das fases de sua vida. Na primeira oportunidade, ao respeito em virtude da autoridade intelectual que a precede, além das notáveis elegância e beleza, somou-se, instantaneamente, a amizade. Que privilégio constatar que, desde então, a Professora Teresa, além de exemplo, foi (e ainda é) minha confidente: das complexidades do trabalho aos rumos da pós-graduação, das minhas paixões mal resolvidas aos roteiros de viagens. Professora Teresa Ancona Lopez (a quem toda homenagem não é suficiente), materna amiga e mentora, exemplo de coragem, força e sabedoria (além de elegância e beleza lato sensu), que não se curva, jamais, às limitações da jurisprudência, pois pode ditar (como o fez em inúmeros episódios, tornando-se insuperável paradigma do melhor entendimento jurídico) os rumos dela. Sua sabedoria e firmeza de caráter não trouxeram significativa evolução apenas para a matéria do direito civil, mas também para a emancipação das mulheres... Afinal, nem começava a década de 1980 e uma mulher já fazia sombra em homens num ambiente, à época, tão severo e sexista como a Faculdade de Direito do Largo São Francisco – e sem nunca perder o encanto de sua feminilidade. Essa é a Professora Teresa, mulher sempre a frente de seu tempo em todos os seus papéis sociais: da amiga, que acolheu e incentivou este rapaz latino americano sem dinheiro no banco, sem parentes importantes e vindo do interior, à surpreendente jurista, que, dentre tantos outros temas polêmicos percorridos com pioneirismo, desbravou, entre nós, o dano estético, pôs termo definitivo à polêmica do consumo do tabaco e trouxe à ordem do dia dos civilistas brasileiros o princípio da precaução.  Viva a Professora Teresa Ancona Lopez!; https://www.instagram.com/p/CFQJfKwHFs7/; 392; 12]
[2020-09-15 20:09:58+00:00; pavinatto; BRASIL: 13 milhões de desempregados  34 milhões sem água tratada 100 milhões sem esgoto  Se você também é contra o FUNDO ELEITORAL, apoie nosso projeto:  apoia.org/pavi; https://www.instagram.com/p/CFK4qVBjKUQ/; 929; 36]
[2020-09-14 14:48:20+00:00; pavinatto; Diante do trono ou atrás das grades?  #pavinatto #pavi #lgbtq #lgbtqia #lgbtq #homofobia #transfobia #trans #crime #fé #fe #vida #respeito; https://www.instagram.com/p/CFHthlLjJuT/; 1479; 291]
[2020-09-12 22:08:11+00:00; pavinatto; #albumderecordacoes : diálogo, convergência, empatia, RESPEITO e ação... essa foto transmite isso. Heróis da causa LGBTQIA+: Ivan Batista, @marcosfernandes45, @ailtonbotelho e @tonygoes. Pensamentos nem sempre convergentes, mas voltados para o bem.  #dialogo #liberdade #lgbt #pavinatto #pavi #direito #risos #risadas #memories #fotografia #foto #fotos #fotododia #picoftheday #instagood #instagram #instaphoto #instadaily #insta #instapic #amizade #friends #amigos #friendship #união #uniao #action; https://www.instagram.com/p/CFDXzl-jCrw/; 550; 11]
[2020-09-11 21:04:17+00:00; pavinatto; #albumderecordacoes : @fafadbelem  Nos anos em que cuidávamos do camarote da Prefeitura de SP na Parada, conheci esse patrimônio da música brasileira. Que energia maravilhosa! #musica #liberdade #lgbt #pavinatto #pavi #direito #risos #risadas #memories #fotografia #foto #fotos #fotododia #picoftheday #instagood #instagram #instaphoto #instadaily #insta #instapic; https://www.instagram.com/p/CFArspxDqrw/; 594; 13]
[2020-09-09 21:14:18+00:00; pavinatto; #albumderecordacoes : @programapanico  Pena que o programa perdeu toda a essência humorística... mas a minha emoção foi grande, afinal, desde os 10 anos de idade sou fãzasso. Ter sido entrevistado foi uma realização de vida: foi como se o Papai Noel me fosse apresentado. Quem diria. Aquele menino pobre solitário dos cafundós do interior deve estar orgulhoso do adulto que se tornou. #humor #liberdade #jovempan #programapanico #radio #sonhos #sonho #vida #life #pavinatto #pavi #direito #risos #risadas #memories #fotografia #foto #fotos #fotododia #picoftheday #instagood #instagram #instaphoto #instadaily #insta #instapic; https://www.instagram.com/p/CE7jQXrDa5-/; 935; 34]
[2020-09-08 21:15:08+00:00; pavinatto; #albumderecordacoes : @danilogentili Um dos humoristas mais audaciosos do país, um lutador do humor livre. No Século XVII, o poeta francês Jean de Santeuil criou a máxima RIDENDO CASTIGAT MORES: Rindo se corrigem os males. Quando o humor for cancelado, nossa liberdade estará perdida. Nestes tempos sombrios, é o humor que nos diferencia dos fanáticos. #humor #liberdade #danilogentili #pavinatto #pavi #direito #risos #risadas #memories #fotografia #foto #fotos #fotododia #picoftheday #instagood #instagram #instaphoto #instadaily #insta #instapic; https://www.instagram.com/p/CE4-jhZHaH_/; 1146; 23]
[2020-09-07 01:09:11+00:00; pavinatto; Comemorando a feliz finalização de um grandioso projeto: a mais importante e abrangente obra sobre RESPONSABILIDADE CIVIL na modernidade. 60 grandes nomes do Direito (como Celso Lafer, Edson Fachin, Gilmar Mendes, Álvaro Villaça, Nelson Nery Junior, Christian Larroumet e Maria Helena Diniz) homenageiam a Professora TERESA ANCONA LOPEZ, primeira catedrática mulher do Direito Civil no Largo São Francisco que revoluciona o estudo da matéria desde os anos 70. Além de autor, tive a honra de coordenar a obra, que será editada pela Editora Almedina (a mais importante editora jurídica em língua portuguesa no mundo) ao lado e a convite gentil do Professor José Fernando Simão.; https://www.instagram.com/p/CE0PwA6jR4c/; 854; 13]
[2020-09-05 15:31:50+00:00; pavinatto; Chega de tratar os moradores de rua como objeto. Vamos ouvir os sujeitos, os irmãos... Parte 1.; https://www.instagram.com/p/CEwn1wODv4R/; 910; 61]
[2020-09-04 15:09:18+00:00; pavinatto; Na tradição da Igreja, hoje é dia de São Moisés. Sim, o mesmo Moisés que conduziu o povo judeu do cativeiro no Egito à Terra Prometida. O guia do povo eleito, como é chamado no Levítico, é conhecido como LEGISLADOR na tradição Católica, talvez por portar os 10 mandamentos. Neste ano eleitoral, nossas orações, portanto, a S. Moisés Legislador: para que rogue por melhores legisladores, para que possam ajudar os sofrem e construir uma cidade próspera, segura e acolhedora para todas. Mais do que nunca, convém não deixarmos de lado a lembrança do Santo, afinal, as nuvens de gafanhoto voltaram.; https://www.instagram.com/p/CEuBgmTjlHV/; 172; 3]
[2020-09-03 22:11:03+00:00; pavinatto; Nossa conversa sobre política nacional com meu deputado favorito, @kimkataguiri !; https://www.instagram.com/p/CEsM7mXnsZc/; 293; 12]
[2020-09-03 18:33:34+00:00; pavinatto; Nesta semana, o impeachment de Dilma Rousseff completou 4 anos. O #tbt desta semana, portanto, é a feliz lembrança do dia da maior manifestação popular da história do Brasil, é a alegre memória do nosso trabalho, é o honroso registro de que a sociedade civil, quando quer, exerce o seu poder.; https://www.instagram.com/p/CEr0F4RjMVu/; 549; 12]
[2020-09-03 15:07:58+00:00; pavinatto; Para o ministro das relações exteriores de Napoleão Bonaparte, “traição é questão de data”. Talvez por isso, Talleyrand não só tenha abandonado o imperador mas também mudado radicalmente de lado. Numa época em que a França espalhava pela Europa os princípios da revolução, ele organizou a deposição de Napoleão e a volta dos Bourbons para restaurar a monarquia. Esse #TBT serve para lembrar Bolsonaro e Guedes as eleições de 2018.; https://www.instagram.com/p/CErbx8PD0ae/; 254; 5]
[2020-09-02 12:23:35+00:00; pavinatto; Afinal, ela não é regime que promete; ela requer, ela exige... DE VOCÊ, DE MIM, DE TODOS! #democracia; https://www.instagram.com/p/CEokwk_jbYL/; 280; 20]
[2020-09-01 13:29:53+00:00; pavinatto; “Parece um artista de novela, cara! Tô me sentindo muito importante... Me dá um abraço aqui!” #vida #vidareal #life #life_is_street #amor #amormaior #amores #amore #love #loveislove #empatia #alteridade #human #humanity #humanrights #society #frio #inverno #calor #solidariedade #solidarity #mulher #mulheres #carinho #cuidado #cuidados #saopaulo #sp #centrohistorico #centro; https://www.instagram.com/p/CEmGw7KDzat/; 490; 35]
[2020-08-30 01:11:21+00:00; pavinatto; A repercussão do lançamento de nossa pré-candidatura me deixou muito feliz. E a curiosidade sobre a SUBPREFEITURA PARTICIPATIVA gerou muitas questões. Em breve vou contar, em detalhes, essa ideia pra vocês e, tenho certeza, vocês vão se surpreender (só não vai ficar feliz quem gosta de loteamento, boquinha e privilégios). #SaoPaulo #SP #vida #qualidadedevida #qualidade #representatividade #progress #surpresa #popular #política #politica #felicidade #realizandosonhos #sonhos #ideias #saude #saúde #saudeebemestar #saudeemocional #bemestar #educação #segurança #cultura #lazer #liberal #arte #renda #emprego #sucesso; https://www.instagram.com/p/CEfpo5FHU2O/; 318; 17]
[2020-08-28 21:48:18+00:00; pavinatto; Dia 15 de novembro será o primeiro dia do meu 36° ano de vida. E, se der fruto a pré-candidatura que, agora, anuncio com todas as letras, será minha 1ª eleição como candidato. Mas será a 1ª só nisso, pois, há 20 anos começava minha vivência partidária como militante da CULTURA. Pode ser a 1ª como candidato, mas há 15 anos eu e um grupo de gigantes revolucionamos a DIVERSIDADE e nos tornamos referência em cidadania e dignidade na Cidade e no Estado de São Paulo . Pode ser que seja a 1ª como aspirante a legislador, mas faz 10 anos que lido, com sucesso, com o processo legislativo em todas as esferas: Municipal, Estadual e Federal. Talvez a 1ª como aspirante a autoridade, mas 5 anos lutando pelo pensamento liberal como Professor Universitário. Porque a truculência e o fanatismo são pautas que se impõem, porque este país só teve avanço com um intelectual à frente e estando seguro de poder oferecer o CONHECIMENTO que São Paulo precisa e o RESPEITO que São Paulo quer, sou pré-candidato a vereador desta cidade que me proporcionou tudo e fez de mim quem sou.; https://www.instagram.com/p/CEcq-DvnFaK/; 755; 103]
[2020-08-28 01:32:54+00:00; pavinatto; ; https://www.instagram.com/p/CEaie3WnnRM/; 201; 20]
[2020-08-27 16:39:58+00:00; pavinatto; Ouvi Cauby pela primeira vez há 25 anos no rádio da cozinha da minha avó Percídia... e ele cantava Perfídia. Tão certo quanto a noite cai, minha avó estava, como fazia todo dia de manhã, sintonizada na Rádio Clube de Itapira AM, que anunciava um show do Cauby na Cidade. Eu, que fiquei fascinado por aquela potência vocal, cometi o erro de pedir pra ir ao show: Claro que meus pais não deixaram o menino de 10 anos ver o show de um cantor extravagante como ele, ainda mais porque todos diziam que ele era gay... Vi Cauby cantar quase dez anos depois: Cauby, o Professor, a melhor voz masculina que o Brasil já teve e que, mais que o vinho, melhorava com o tempo - e nunca houve voz tão potente, limpa e afinada nestes trópicos. Nascido em Niterói, escolheu São Paulo como casa, única cidade, como costumava dizer, em que se pode viver dignamente no Brasil. Depois daquele show em 2004, voltei várias vezes ao Bar Brahma (aquele mesmo que cruza a Ipiranga e a Avenida São João) prestigiar Cauby... por anos a fio: essa foto é de dezembro de 2011 no Bar Brahma de sempre, Bar onde também conheci Jair Rodrigues, Angela Maria, Elza Sores, Benito de Paula e, claro, Os Demônios da Garoa. Vi o último show de Cauby em 2015 no Teatro Bradesco com sua Amiga Angela Maria. A voz mais fantástica deste país foi cantar com os anjos em 2016. Já o Bar Brahma, o lugar mágico cantado por Caetano em Sampa, ícone de São Paulo, continua firme, mas inserido num centro cada vez mais decadente.  #tbt #tbt🔙 #tbt🔙📸 #tbt❤️ #cauby #caubypeixoto #barbrahma #sampa #saopaulo #ipiranga #avenidaipiranga #avenidaipirangacomavenidasãojoão #avenidasaojoao #pavinatto #musica #música #music #voz #professor #idolo; https://www.instagram.com/p/CEZlhr8H_XY/; 1543; 14]
[2020-08-27 00:06:34+00:00; pavinatto; Fui ao centro de #SaoPaulo com meu amigo @arthurmoledoval dimensionar a questão humana anterior a qualquer revitalização: não existe mágica e o trabalho vai ser árduo, mas compensador. Há, para ações já pensadas, choque entre direitos fundamentais (ir, vir e permanecer se choca com a saúde, com a vida e com a dignidade por exemplo), sem falar da necessidade de proteção daqueles já demenciados. Isso só se resolve com coragem e conhecimento multidisciplinar: tudo que essa dupla pode oferecer.; https://www.instagram.com/p/CEXz1vXjqSY/; 1407; 14]
[2020-08-22 20:13:06+00:00; pavinatto; “Deus não te ama porque te comportas bem; ele simplesmente te ama e basta. Seu amor é incondicional, não depende de ti.”  “Deus não te ama porque te comportas bem; ele simplesmente te ama e basta. Seu amor é incondicional, não depende de ti.”  (Palavras do Sante Padre hoje - uma reflexão absolutamente necessária para os momentos de intimidação e tentativas de imposição religiosas, como a campanha covarde feita contra a menina de 10 anos estuprada).; https://www.instagram.com/p/CENF8YTntnH/; 627; 13]
[2020-08-21 23:23:31+00:00; pavinatto; A Igreja celebra, hoje, o dia de São Pio X, o papa que simplificou, em 1905, o catecismo, com o intuito de popularizar a fé e a doutrina, um resumo do Catecismo Romano do Concílio de Trento. A data é importante, afinal SÃO PAULO se ergueu através da catequização dos jesuítas chefiados pelo Padre Manoel de Nóbrega. “Cancelamentos” à parte, essa é a história... Mas o fato é que um catecismo ainda é necessário, especialmente para nossos homens públicos: o catecismo da fé e da doutrina do RESPEITO. #saopaulo #fé #respeito; https://www.instagram.com/p/CEK28DInKwa/; 178; 8]
[2020-08-21 21:08:19+00:00; pavinatto; Há 34 anos nascia uma lenda... Um cara corajoso, sem medo de tomar bordoada de fanático político em nome da razão, da lógica e da coerência. Um cara que provou que uma nova política pode ser realidade e que o sistema só corrompe quem já é corrompido. Feliz aniversário, meu amigo @arthurmoledoval, e que o presente possa ser do povo de São Paulo!; https://www.instagram.com/p/CEKnd0En94z/; 652; 21]
[2020-08-20 17:37:57+00:00; pavinatto; Antes que perguntem, Clodovil não era direita nem esquerda. Era Clodovil! Ou, como ele mesmo dizia, CLO pra os íntimos VIL pros inimigos e DO pra quem quiser Essa foto tem 15 anos e coincide com meu início no ativismo LGBT. Lembro-me de ouvir dele: “Credo, Pavi, essas malucas socialistas...” (e olha que nem existia Jean Willys). Expliquei que tínhamos formado o primeiro ativismo LGBT de direita, mas ele emendou: “Essas era melhor ficassem no armário.” Rimos... Mas, no ano seguinte (2006), lembro-me dele contando que se candidataria a deputado... Rimos mais uma vez.  #lgbt #politica #sociedade #liberdade #respeito #diversidade #brasil #brazil #amor #boy #direita #instagram #paz #pride #instagood #vida #love #cidade #fé #saude #gratidão #educacao #felicidade #jornalismo #amizade #clodovilhernandes #clodovil; https://www.instagram.com/p/CEHqmRXHnUE/; 771; 34]
[2020-08-17 21:29:36+00:00; pavinatto; A Prefeitura de São Paulo, por meio das Secretarias de Desenvolvimento Econômico e Trabalho e de Direitos Humanos e Cidadania, oferece 470 vagas de emprego para transexuais. As inscrições são através do site www.bit.ly/vagastrans entre os dias 17 e 19 de agosto até as 20h. #lgbtq #trans #saopaulo #diversidade; https://www.instagram.com/p/CEAWuPTntE5/; 872; 39]
[2020-08-16 01:48:14+00:00; pavinatto; NUNCA ninguém tinha levado o drama existencial dos transexuais à universidade. Em 180 anos de história, me orgulho de ter sido o primeiro a levar a questão ao debate no Salão Nobre da Faculdade de Direito do Largo São Francisco... vestido de mulher. #lgbtq; https://www.instagram.com/p/CD7quyIDHT2/; 3179; 33]
[2020-08-15 22:26:43+00:00; pavinatto; VOCÊ SE IMPORTA COM O DRAMA DAS TRANSEXUAIS?  • SABIA que a Cidade de SP promove reintegração social e resgate da cidadania para travestis, mulheres e homens trans em situação de vulnerabilidade e de forma REMUNERADA?  • SABIA que essa iniciativa é política efetiva da Coordenação de Políticas para LGBTI?  • SABIA que essa coordenação e essas ações nasceram do meu trabalho e de meus amigos fundadores do Diversidade Tucana?  • SABIA que este mesmo Pavinatto, que muitos acusam de “gay tóxico”, mediou e ajudou a evitar a miserabilidade absoluta das hirjas e transexuais na Índia (fato certo não fosse cancelado ato normativo de 2016) bem como nos termos da atual lei de proteção aos transgêneros naquele país?  POIS SAIBA: Tem muito LGBTQIA+ que não sai do discurso; que muito fala e nada faz.  Deve ser por isso que este gay de direita os incomoda tanto.  #lgbtq🌈 #lgbtq #lgbtqia #trans #transgender #pavinatto #pavi #saopaulo #india; https://www.instagram.com/p/CD7Tq3TnVlp/; 1193; 32]
[2020-08-14 19:16:46+00:00; pavinatto; Se, um dia, restar-me apenas um único último pedido, este será um abraço.  “Eu nunca tinha reparado como é curioso um laço... uma fita dando voltas. Enrosca-se, mas não se embola, vira, revira, circula e pronto: está dado o laço. É assim que é o abraço: coração com coração, tudo isso cercado de braço.”  (Maria Beatriz Marinho dos Anjos); https://www.instagram.com/p/CD4ZIvmHfyO/; 3351; 40]
[2020-08-14 00:38:49+00:00; pavinatto; Os que nunca abandonaram os valores liberais pra fazer claque ao clã presimperial continuam apanhando: à direita, apanham dos bandidos e pretensos cavalheiros de dé; à esquerda, dos ditos mocinhos que, até ontem, eram bandidos e, ao centro, das prostitutas da própria consciência. #brasil #saopaulo #democracia #liberalismo #governodosmelhores #novapolitica #pavinatto #CidadeInteliGente; https://www.instagram.com/p/CD2ZMpmjecs/; 426; 6]
[2020-08-13 15:00:38+00:00; pavinatto; Há 3 anos, estive com Naomi em Delhi num super projeto desenvolvimentista indiano. Ela falava sobre desenvolvimento da moda naquele país. Hoje, ela intima VOCÊ QUE É DA CIDADE DE SÃO PAULO a me chamar no #whatsapp   (11)96634-9092  Vamos falar do Projeto “SP Cidade InteliGente!”  #TBT #saopaulo #sãopaulo #SP #cidadedesaopaulo #cidadedesãopaulo; https://www.instagram.com/p/CD1XB3InGJ8/; 715; 12]
[2020-08-12 01:37:40+00:00; pavinatto; Parece que a única privatização do Governo @jairmessiasbolsonaro foi a da Polícia Federal.  Com as saídas de Salim Mattar e Paulo Uebel do Min. da Economia, o Liberalismo brasileiro faleceu no fim da tarde de hoje em Brasília. Amanhã, no enterro, as Bolsas entoarão ritos fúnebres de queda. Não se sabe se almas que deixaram este Governo habitarão o círculo do inferno da Flórida.; https://www.instagram.com/p/CDxWV5GHUfH/; 661; 20]
[2020-08-08 15:25:29+00:00; pavinatto; Numa série de questões, perguntaram-me sobre como ter estilo:  Estilo, pra mim, é um misto de inteligência e respeito. INTELIGÊNCIA pra conhecer a si mesmo, aceitar a si mesmo e saber aonde você quer chegar.  RESPEITO consigo mesmo, com a sua essência, e também com as regras de etiqueta (é preciso certa ordem para ser compreendido e assimilado) e com o contexto social (respeitar o outro é sempre fundamental). Eu, ainda, costumo acrescentar uma dose de HUMOR à inteligência e ao respeito. Ter estilo é conhecer a si mesmo, ter respeito próprio e respeito ao outro. Humor é sempre bem vindo, pois só incomoda os mal amados (e você não quer essas pessoas ao seu redor).; https://www.instagram.com/p/CDoh5crjGf9/; 1549; 46]
[2020-08-06 22:17:22+00:00; pavinatto; SABE QUAL SEU FUTURO EM SÃO PAULO? Terrrrriiibile!!! Terribile si no ayudas a construir ese futuro. LIGUE DJÁ! E ajude a construir um projeto para #SaoPaulo #liguedjá; https://www.instagram.com/p/CDkHciUnfpi/; 1129; 26]
[2020-08-03 21:29:39+00:00; pavinatto; Coisas que ainda não contei:  MEU SONHO: REALIZAR SONHOS (Parte 9 de 9)  #SaoPaulo #SP #Cidade #Sonhos; https://www.instagram.com/p/CDcTA1Bn_yf/; 231; 13]
[2020-08-02 16:01:58+00:00; pavinatto; “Nos reunimos e chegamos a uma decisão: Você pode ficar aqui mais 7 dias. Já começa a procurar apartamento. É importante você ter o seu espaço.” Com essa frase cínica, meu grande amigo me expulsou de casa.  Coisas que ainda não contei:  SÃO PAULO E A MINHA DOR  (Parte 8 de 9)  #Pavi #Pavinatto #SaoPaulo #SP #preconceito #homofobia #lgbtq #lgbtqia #LGBT #gay #gayboy #gaylife #gaypride #diversity #diversidade; https://www.instagram.com/p/CDZIExXH0aa/; 586; 43]
[2020-08-01 21:35:56+00:00; pavinatto; Coisas que ainda não contei:  DA SOLIDARIEDADE AO SONHO: SÃO PAULO, MEU AMOR  (Parte 7 de 9)  Muito prazer! Pavinatto.  #Pavi #Pavinatto #SaoPaulo #SP #direito #sanfran #largosaofrancisco #faculdadededireito #USP; https://www.instagram.com/p/CDXKHlzH8nT/; 287; 13]
[2020-07-31 15:52:28+00:00; pavinatto; Coisas que eu ainda não contei:  DA SOLIDÃO À SOLIDARIEDADE (Parte 6 de 9)  Muito prazer, sou o Pavinatto.  #Pavi #Pavinatto #SaoPaulo #SP #2020 #anglo #angloitapira #vestibular #fuvest; https://www.instagram.com/p/CDT-M-CnmAb/; 238; 23]
[2020-07-30 20:25:35+00:00; pavinatto; Coisas que ainda não contei:  SER OU NÃO SER: ONDE OS SONHOS ESTÃO! (Parte 5 de 9)  Muito prazer, sou Tiago Pavinatto.  #Pavi #Pavinatto #SaoPaulo #SP #teatro; https://www.instagram.com/p/CDR4ne3nONM/; 303; 13]
