[2020-12-05 22:47:05+00:00; AnaPaulaVolei; @jeffs_araujo35 ❤️ Mestre demais.; 0; 0; 19; 0; https://twitter.com/AnaPaulaVolei/status/1335355040362479617; None; None] 
[2020-04-29 15:09:15+00:00; AnaPaulaVolei; @Lilianjdi @biraiorio Cansa. E cansa como as pessoas apaixonadamente defendem nomes, não ideias ou leis.; 8; 3; 51; 0; https://twitter.com/AnaPaulaVolei/status/1255514489514049549; None; None] 
[2020-04-29 15:07:43+00:00; AnaPaulaVolei; @ivanamartinscas E o que o meu tuíte tem a ver com isso, minha senhora?; 2; 0; 25; 0; https://twitter.com/AnaPaulaVolei/status/1255514102866247683; None; None] 
[2020-04-29 15:05:37+00:00; AnaPaulaVolei; @denotativo @ivanamartinscas Por Deus do céu... vc não falou isso.; 15; 0; 107; 0; https://twitter.com/AnaPaulaVolei/status/1255513574023278592; None; None] 
[2020-04-29 15:04:30+00:00; AnaPaulaVolei; @biraiorio Professor, que purgatório... Enquanto muitos se degladiam nas torcidas apaixonadas, queimam árvores e não enxergam a grande floresta, a seriedade de atos como esse fere, severamente, todos nós.😣; 9; 12; 297; 0; https://twitter.com/AnaPaulaVolei/status/1255513295278260225; None; None] 
[2020-04-29 14:56:59+00:00; AnaPaulaVolei; @ivanamartinscas Saia da bolha Bolsonaro/Moro e defenda a constituição. Um abuso lá em cima sempre vai ter efeito cascata. Sabe quem se lasca?  Eu e vc aqui embaixo.; 65; 25; 583; 9; https://twitter.com/AnaPaulaVolei/status/1255511404657991681; None; None] 
[2020-04-29 14:52:37+00:00; AnaPaulaVolei; 2020 e vcs ainda chocados com os “ungidos” do STF.; 1213; 3630; 25564; 233; https://twitter.com/AnaPaulaVolei/status/1255510302755520521; None; None] 
[2020-04-25 05:04:11+00:00; AnaPaulaVolei; @flapinheiro @revistaoeste Obrigada, Flávio.❤️; 4; 0; 129; 0; https://twitter.com/AnaPaulaVolei/status/1253912669100273665; None; None] 
[2020-04-25 04:58:56+00:00; AnaPaulaVolei; Agradeço os conselhos sobre Moro e Bolsonaro. Se um dia Moro for candidato, darei minha opinião sobre suas ideias. Até aqui, respeito pelo q fez pelo país. No mais, não contem comigo p/incendiar o governo, continuarei criticando o que for necessário e torcendo pelos bons frutos.; 3731; 4997; 52501; 585; https://twitter.com/AnaPaulaVolei/status/1253911349454725121; None; None] 
[2020-04-24 15:18:52+00:00; AnaPaulaVolei; Dia incrivelmente triste para quem torce pelo país. Não é só o governo que perde irremediavelmente hoje, é o Brasil. Sergio Moro é um gigante. Obrigada Moro. Este perfil sempre foi e sempre será #TeamMoro.🇧🇷; 3908; 5533; 51292; 615; https://twitter.com/AnaPaulaVolei/status/1253704972673245185; None; None] 
[2020-04-23 21:36:10+00:00; AnaPaulaVolei; ⚠️👇👇👇👇👇👇👇‼️ https://t.co/ZmhIcLt9bL; 313; 1867; 8395; 119; https://twitter.com/AnaPaulaVolei/status/1253437533578387464; None; https://twitter.com/ProfBunazar/status/1253145008338845698] 
[2020-04-23 18:48:41+00:00; AnaPaulaVolei; 😏; 170; 156; 3782; 6; https://twitter.com/AnaPaulaVolei/status/1253395383515922432; None; None] 
[2020-04-22 20:30:20+00:00; AnaPaulaVolei; @atarre Ele participou? O que eles pediam?; 4; 0; 3; 0; https://twitter.com/AnaPaulaVolei/status/1253058578908241920; None; None] 
[2020-04-22 04:33:19+00:00; AnaPaulaVolei; @hbredda Acho justo.☺️; 0; 2; 112; 0; https://twitter.com/AnaPaulaVolei/status/1252817738990358529; None; None] 
[2020-04-22 04:29:21+00:00; AnaPaulaVolei; @julianabt Nojo é a palavra. Muitos se revelando com essa pandemia.; 25; 71; 1489; 2; https://twitter.com/AnaPaulaVolei/status/1252816740632760324; None; None] 
[2020-04-22 04:28:37+00:00; AnaPaulaVolei; @procopiocardozo @Miltonneves Saudade, mestre! Aqui o the best é o Miltão, a gente só acompanha o bonde!☺️💕; 5; 5; 211; 0; https://twitter.com/AnaPaulaVolei/status/1252816554737012736; None; None] 
[2020-04-21 17:39:25+00:00; AnaPaulaVolei; @julianabt Tem.😞; 9; 13; 284; 0; https://twitter.com/AnaPaulaVolei/status/1252653179138797569; None; None] 
[2020-04-21 17:03:14+00:00; AnaPaulaVolei; @BrandtErnany @jwilson_sousa Concordo que precisamos de um plano. Urgente. Assim como Trump mostrou. Torço para que o novo ministro nos ajude. Gostei da primeira ação, que foi tomada aqui tbm, de concentrar muitas ações em massive testing. Dali podemos desenhar um plano de ação.; 3; 0; 9; 0; https://twitter.com/AnaPaulaVolei/status/1252644072151367681; None; None] 
[2020-04-21 16:53:19+00:00; AnaPaulaVolei; @atarre De qual manifestação?; 2; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1252641577907847168; None; None] 
[2020-04-21 16:51:28+00:00; AnaPaulaVolei; @BrandtErnany @jwilson_sousa Primeiro, me permita a correção, mas não existe “houveram”. Segundo, eu não milito, eu aponto o que é correto é não subi em pedestais corporativistas ou acadêmicos. Já fiz inúmeras críticas a ATOS do governo. Bater bumbo o dia todo com cara de nonjinho não é a minha.; 2; 0; 10; 0; https://twitter.com/AnaPaulaVolei/status/1252641112864350208; None; None] 
[2020-04-21 16:29:09+00:00; AnaPaulaVolei; @Rony_Playmobil Em relação a quê?; 1; 0; 0; 0; https://twitter.com/AnaPaulaVolei/status/1252635493985955841; None; None] 
[2020-04-21 16:24:53+00:00; AnaPaulaVolei; @GIGIbebi @EricksonBalu Eu ri! 😂😂😂; 0; 0; 15; 0; https://twitter.com/AnaPaulaVolei/status/1252634421544407040; None; None] 
[2020-04-21 16:23:12+00:00; AnaPaulaVolei; @FlValusa @soldemariaaa @cafe_renato Meu Deus, que preguiça. As mesmas platitudes da militância do nojinho: “golpe...blá blá blá. Aí é só block na causa, não tem jeito.; 5; 0; 15; 0; https://twitter.com/AnaPaulaVolei/status/1252633996581724160; None; None] 
[2020-04-21 16:21:06+00:00; AnaPaulaVolei; @Gean23964205 https://t.co/7nFLLQNeX2; 3; 0; 6; 0; https://twitter.com/AnaPaulaVolei/status/1252633470095880192; None; None] 
[2020-04-21 16:20:20+00:00; AnaPaulaVolei; @FelippeTarso Concordo. Que continuem falando!😉; 0; 2; 198; 0; https://twitter.com/AnaPaulaVolei/status/1252633274599407616; None; None] 
[2020-04-21 16:19:48+00:00; AnaPaulaVolei; @Todo_emana_povo @SaraivaSephora Manhã de sol...; 8; 0; 82; 0; https://twitter.com/AnaPaulaVolei/status/1252633141262475266; None; None] 
[2020-04-21 16:18:51+00:00; AnaPaulaVolei; @LookingCritical @CidadaoPatriot Não, bott. Minha opinião está no MEU tuiter.; 17; 10; 462; 1; https://twitter.com/AnaPaulaVolei/status/1252632901226807297; None; None] 
[2020-04-21 16:18:15+00:00; AnaPaulaVolei; @marizebruzzi1 @b2cesar Acho difícil, seria uma surpresa se isso acontecesse. Acredito mais que ele considere chamar  a Kamala Harris ou Amy Klobuchar, ou mesmo Elizabeth Warren pra tentar pegar os votos dos eleitores do Bernie que não gostam dele.; 1; 0; 29; 0; https://twitter.com/AnaPaulaVolei/status/1252632752576360449; None; None] 
[2020-04-21 16:15:47+00:00; AnaPaulaVolei; @EricksonBalu @EloyVilarino “Voltou atrás” de onde? Onde foi o apoio pra ele ter “voltando atrás”, Erickson?; 2; 0; 3; 0; https://twitter.com/AnaPaulaVolei/status/1252632129046888449; None; None] 
[2020-04-21 16:11:51+00:00; AnaPaulaVolei; @Alecioenrique @EloyVilarino @EricksonBalu @FlValusa Ô Erickson, tá todo mundo aqui na thread esperando sua resposta. A gente tem que sair. Aspas, vídeo de celular, declaração, bilhetinho... onde teve apoio?; 7; 2; 22; 0; https://twitter.com/AnaPaulaVolei/status/1252631143070855169; None; None] 
[2020-04-21 16:06:13+00:00; AnaPaulaVolei; @ricardonott Só li verdades.; 2; 0; 199; 0; https://twitter.com/AnaPaulaVolei/status/1252629723378675714; None; None] 
[2020-04-21 16:05:47+00:00; AnaPaulaVolei; @Rony_Playmobil Qual ato?; 1; 0; 0; 0; https://twitter.com/AnaPaulaVolei/status/1252629614008000512; None; None] 
[2020-04-21 16:04:09+00:00; AnaPaulaVolei; @LUCIANO46221048 @jwilson_sousa Yep.; 0; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1252629203180154885; None; None] 
[2020-04-21 16:03:46+00:00; AnaPaulaVolei; @EricksonBalu Não, quero uma declaração na imprensa, um vídeo mesmo de celular, aspas... “me contaram” não dá né, Erickson. Já basta “diz leitor”! 😂; 9; 2; 60; 0; https://twitter.com/AnaPaulaVolei/status/1252629107323498496; None; None] 
[2020-04-21 16:00:46+00:00; AnaPaulaVolei; @EloyVilarino @EricksonBalu @FlValusa @Alecioenrique Estou aguardando tbm a resposta. Esses dias teve uma manifestação aqui com alguns cartazes bizarros neonazistas. Coisa de maluco. Me falaram que o Trump estava há alguns metros da manifestação e que ele apoiou, sabe. É verdade. Me contaram. Estava na internet.; 2; 0; 13; 0; https://twitter.com/AnaPaulaVolei/status/1252628351006593024; None; None] 
[2020-04-21 15:57:35+00:00; AnaPaulaVolei; @jwilson_sousa O que é “não tá fazendo por merecer”? Até aqui ele cometeu algum crime ou infringiu a constituição para ser removido?; 14; 9; 516; 0; https://twitter.com/AnaPaulaVolei/status/1252627550704029696; None; None] 
[2020-04-21 15:51:38+00:00; AnaPaulaVolei; @EricksonBalu Ele quem manifestou o quê?; 3; 1; 26; 0; https://twitter.com/AnaPaulaVolei/status/1252626053266157568; None; None] 
[2020-04-21 15:51:00+00:00; AnaPaulaVolei; @Alecioenrique @EricksonBalu Aqui não tem confusão não. Tudo é muito claro. Querer infiltrar pra lacrar ou tumultuar aqui não dá mto certo. Bring it on.; 10; 11; 648; 1; https://twitter.com/AnaPaulaVolei/status/1252625895048658950; None; None] 
[2020-04-21 15:49:38+00:00; AnaPaulaVolei; @EricksonBalu Ah, não foi nenhum agente público ou político? Entendi. As, hm, “diversas manifestações” podem pedir até a volta da pochete. Bate palma pra maluco isolado quem quer.; 7; 6; 113; 0; https://twitter.com/AnaPaulaVolei/status/1252625551233146880; None; None] 
[2020-04-21 15:43:25+00:00; AnaPaulaVolei; @EricksonBalu Quem solicitou isso, meu senhor?; 41; 17; 955; 2; https://twitter.com/AnaPaulaVolei/status/1252623987747639297; None; None] 
[2020-04-21 15:39:04+00:00; AnaPaulaVolei; @cafe_renato Correto.; 3; 0; 184; 0; https://twitter.com/AnaPaulaVolei/status/1252622890232496128; None; None] 
[2020-04-21 15:37:50+00:00; AnaPaulaVolei; Uma jornalista chamando um presidente legitimamente eleito de golpista e pedindo que o derrubem. Depois aparecem chorando “ain, pq a imprensa está sendo atacada, pipipi, popopó...”. Se isso aqui for “imprensa” ou “jornalismo”, eu sou um unicórnio. https://t.co/uWJhzcWrLk; 1884; 5702; 25597; 426; https://twitter.com/AnaPaulaVolei/status/1252622582697750529; None; None] 
[2020-04-21 01:28:25+00:00; AnaPaulaVolei; @jrguzzofatos The best, mestre!; 9; 22; 545; 0; https://twitter.com/AnaPaulaVolei/status/1252408816798298113; None; None] 
[2020-04-20 21:14:43+00:00; AnaPaulaVolei; @biraiorio Amém!!; 4; 0; 88; 0; https://twitter.com/AnaPaulaVolei/status/1252344970624684042; None; None] 
[2020-04-20 21:13:31+00:00; AnaPaulaVolei; @MFranklinRJ Excelente notícia, mas vamos que vamos, Dr! O COI precisa rever as vazias e injustas diretrizes.; 3; 14; 251; 0; https://twitter.com/AnaPaulaVolei/status/1252344671986003971; None; None] 
[2020-04-20 21:12:20+00:00; AnaPaulaVolei; Idaho se torna o 1º estado americano a ter uma lei que protege as mulheres no esporte!!🙏🏻 Sancionada pelo governador, a lei Fairness in Women’s Sports Act (Justiça no Esporte Feminino) obriga todo atleta a competir na categoria de seu sexo biológico.🙏🏻❤️  https://t.co/YBZltJlR42; 531; 2800; 15959; 236; https://twitter.com/AnaPaulaVolei/status/1252344371753521152; None; None] 
[2020-04-20 16:00:39+00:00; AnaPaulaVolei; @paulomathias 🙏🏻❤️; 0; 0; 76; 0; https://twitter.com/AnaPaulaVolei/status/1252265933311107072; None; None] 
[2020-04-20 15:53:05+00:00; AnaPaulaVolei; @paulomathias Tenho te acompanhado, Paulo. Vc está dando um banho em muitos jornalistas que estão aí há anos.; 16; 31; 865; 4; https://twitter.com/AnaPaulaVolei/status/1252264031890493441; None; None] 
[2020-04-20 15:46:31+00:00; AnaPaulaVolei; @paulomathias Mas não é isso que leremos nos jornais.; 55; 70; 1441; 2; https://twitter.com/AnaPaulaVolei/status/1252262378420334592; None; None] 
[2020-04-20 15:43:04+00:00; AnaPaulaVolei; @Rconstantino “You can't start a fire  You can't start a fire without a spark!” 😃; 19; 43; 593; 0; https://twitter.com/AnaPaulaVolei/status/1252261508437794817; None; None] 
[2020-04-20 15:37:32+00:00; AnaPaulaVolei; Hoje tá brabo isso aqui.   “Jornalistas não podem servir a dois mestres. Na medida em que assumem a tarefa de suprimir informações ou morder a língua em nome de alguma agenda política, estão traindo a confiança do público e corrompendo sua própria profissão.” Thomas Sowell https://t.co/Qi6vYixlmI; 356; 3635; 16455; 210; https://twitter.com/AnaPaulaVolei/status/1252260118864912384; None; None] 
[2020-04-19 00:23:29+00:00; AnaPaulaVolei; @CarolinaMalta Hahahahahhahahahahaha!!!!!!; 4; 5; 239; 0; https://twitter.com/AnaPaulaVolei/status/1251667702915031040; None; None] 
[2020-04-18 22:09:25+00:00; AnaPaulaVolei; @luhsousa78 @LorenzaAgostini @das_soares Então!😉; 2; 0; 25; 0; https://twitter.com/AnaPaulaVolei/status/1251633961333223424; None; None] 
[2020-04-18 22:07:03+00:00; AnaPaulaVolei; @FigaroAndre Assisti 7 segundos e jamais vou te perdoar por isso.; 117; 9; 855; 2; https://twitter.com/AnaPaulaVolei/status/1251633368359264257; None; None] 
[2020-04-18 19:01:59+00:00; AnaPaulaVolei; Pregam que transexuais no esporte são 100% mulheres e que não podemos comentar sobre a aparência e as vantagens do corpo masculino. Pregam que comentar sobre a aparência de alguém é crime contra a humanidade. Mas a regra só vale p/os seus. Se é adversário político, tá liberado. https://t.co/VX05GAuwax; 1471; 6344; 30183; 437; https://twitter.com/AnaPaulaVolei/status/1251586791502524417; None; None] 
[2020-04-17 20:36:15+00:00; AnaPaulaVolei; @stumpfle Amém, Doc. Obrigada!; 1; 1; 3; 0; https://twitter.com/AnaPaulaVolei/status/1251248128004550656; None; None] 
[2020-04-17 20:29:13+00:00; AnaPaulaVolei; @rubensvalente Esse é o seu problema. Como mts, subiu numa torre de marfim que já ruiu e ainda acha que pode policiar o q as pessoas leem ou acham correto. Eu acho que vc só fala bobagem e vc acha o msm de mim. É do jogo.A diferença abissal é que eu não me importo se vai citar Reagan ou Lênin.; 0; 2; 21; 0; https://twitter.com/AnaPaulaVolei/status/1251246359866294272; None; None] 
[2020-04-17 19:25:09+00:00; AnaPaulaVolei; @marianabritosl 😄❤️; 0; 1; 48; 0; https://twitter.com/AnaPaulaVolei/status/1251230234394783744; None; None] 
[2020-04-17 19:24:16+00:00; AnaPaulaVolei; @CFreitasR @rubensvalente Bingo.; 2; 0; 49; 0; https://twitter.com/AnaPaulaVolei/status/1251230013258522630; None; None] 
[2020-04-17 19:17:46+00:00; AnaPaulaVolei; @YodaSapiens_29 🎯; 7; 14; 307; 1; https://twitter.com/AnaPaulaVolei/status/1251228376653676544; None; None] 
[2020-04-17 19:15:10+00:00; AnaPaulaVolei; @rubensvalente Pra vc ver como suas rasas etiquetas e análises não passam da dicotomia cega e burra da sua tribo. Provavelmente até nas inúmeras e gigantescas bobagens que vc escreve eu consiga encontrar uma frase que preste. That’s a maybe.; 3; 5; 40; 0; https://twitter.com/AnaPaulaVolei/status/1251227724410048512; None; None] 
[2020-04-17 19:07:18+00:00; AnaPaulaVolei; @bruprosal @marianabritosl 😂; 1; 0; 5; 0; https://twitter.com/AnaPaulaVolei/status/1251225744857939968; None; None] 
[2020-04-17 19:06:22+00:00; AnaPaulaVolei; @stumpfle Aqui não anda colando mais onde não é necessária, Dr. As importantes diretrizes sanitárias e de distanciamento social são seguidas, mas quem está  esticando a corda p/o autoritarismo está sendo obrigado a rever suas decisões. American Revolution. Escrevi hj na Oeste sobre isso.; 2; 6; 8; 0; https://twitter.com/AnaPaulaVolei/status/1251225508882157569; None; None] 
[2020-04-17 18:56:03+00:00; AnaPaulaVolei; @marianabritosl Vc não entendeu os ispessialista da emprença, a área de atuação do coronga para políticos é em farmácias. Em gabinetes com o selo de relevância do ‘new beautiful people’ o coronga não chega. Não se preocupe.; 22; 70; 874; 1; https://twitter.com/AnaPaulaVolei/status/1251222910770925568; None; None] 
[2020-04-17 04:20:29+00:00; AnaPaulaVolei; @gonewtw1861 @HaroldoAssuncao Nem comigo! 😄; 3; 0; 49; 0; https://twitter.com/AnaPaulaVolei/status/1251002568035020801; None; None] 
[2020-04-17 04:02:22+00:00; AnaPaulaVolei; @Guspcabral @opropriopontes PERFEITO, Gustavo. Temos que aceitar tudo, caladinhos, de organizações e governos sem questionar, principalmente previsões com margens de 900% de erro. O Ministério da Verdade não erra nunca. Apenas confie.; 4; 4; 62; 0; https://twitter.com/AnaPaulaVolei/status/1250998011422900224; None; None] 
[2020-04-17 03:54:51+00:00; AnaPaulaVolei; @HaroldoAssuncao Não sei do que está falando, da relação que vc está fazendo do meu tuíte com Thatcher ou Reagan, mas uma coisa é fato: o dia que eu concordar 100% com alguém, principalmente políticos, me interne, por favor.; 10; 13; 318; 1; https://twitter.com/AnaPaulaVolei/status/1250996118244098049; None; None] 
[2020-04-17 03:40:17+00:00; AnaPaulaVolei; @nelito_fabio Obrigada pelo respeito, mas aqui não cabe questionar a cidadã, mas o juiz que escreveu este valor nos autos. Questione o juiz, a cidadã apenas repercutiu a notícia.😉 Don’t kill the messenger. 😉; 0; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1250992451117957127; None; None] 
[2020-04-17 03:02:32+00:00; AnaPaulaVolei; @craque11oficial Yep.; 2; 0; 11; 0; https://twitter.com/AnaPaulaVolei/status/1250982951002624007; None; None] 
[2020-04-17 02:29:59+00:00; AnaPaulaVolei; @liilopes @t_rolim Ai, me falaram que está bem diferente...acho que não comecei por medo de me decepcionar...☺️; 1; 0; 9; 0; https://twitter.com/AnaPaulaVolei/status/1250974761351393280; None; None] 
[2020-04-17 02:27:05+00:00; AnaPaulaVolei; @t_rolim @liilopes Não comecei a ver essa temporada ainda, está boa? 👀; 1; 0; 19; 0; https://twitter.com/AnaPaulaVolei/status/1250974031643389952; None; None] 
[2020-04-17 02:25:54+00:00; AnaPaulaVolei; @fabiobraga08 “CNN chorando” é pleonasmo ou redundância? ☺️; 1; 0; 30; 0; https://twitter.com/AnaPaulaVolei/status/1250973732308283393; None; None] 
[2020-04-17 02:24:03+00:00; AnaPaulaVolei; @MQueiros Vai amolar outro?🤔😂  Minha senhora, a sua alma que apareceu por aqui pedindo vela acesa.😄 https://t.co/1g4HVNBwem; 4; 2; 17; 0; https://twitter.com/AnaPaulaVolei/status/1250973267134779393; None; None] 
[2020-04-17 02:18:09+00:00; AnaPaulaVolei; “O desejo de salvar a humanidade é quase sempre um disfarce para o desejo de controlá-la”.  H. L. Mencken https://t.co/ycAR2VLJR2; 522; 4821; 22791; 279; https://twitter.com/AnaPaulaVolei/status/1250971781495582721; None; None] 
[2020-04-17 01:50:07+00:00; AnaPaulaVolei; @fonseca_thiago @hallysonmorais_ @ebuenas Eu te atacar? Oi? Endoidou?  Comentários nos links sobre respiradores?; 1; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1250964728085508098; None; None] 
[2020-04-17 01:48:33+00:00; AnaPaulaVolei; @LuizGustavoOSi1 Testagem em massa, que parece ser o ideal no momento, de acordo com muitos médicos de diferentes especialidades, será complexa até aqui, imagine no Brasil... Já sobre os níveis de isolamento aqui, eles estão sendo determinados pelos governadores como a constituição rege.; 0; 0; 3; 0; https://twitter.com/AnaPaulaVolei/status/1250964335259615232; None; None] 
[2020-04-17 01:43:42+00:00; AnaPaulaVolei; @hallysonmorais_ @fonseca_thiago @ebuenas Thiago, ainda não vi seu comentário sobre os links que te mandei.; 1; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1250963114796830720; None; None] 
[2020-04-17 01:40:42+00:00; AnaPaulaVolei; @MQueiros 4%. https://t.co/8Fg4HRUSmM; 2; 1; 25; 0; https://twitter.com/AnaPaulaVolei/status/1250962356730867712; None; None] 
[2020-04-17 01:38:28+00:00; AnaPaulaVolei; @MQueiros Até hj chorando pelos 4%? Move on, darling! Seja feliz e tente em 2022.😉; 2; 2; 39; 0; https://twitter.com/AnaPaulaVolei/status/1250961794484469760; None; None] 
[2020-04-17 01:37:30+00:00; AnaPaulaVolei; @nelito_fabio Reclame com o juiz, lula livre. Pede a correção nos autos.; 1; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1250961550824796162; None; None] 
[2020-04-17 01:34:32+00:00; AnaPaulaVolei; @MQueiros Viúva dos 4%. Try again, baby.; 1; 2; 41; 0; https://twitter.com/AnaPaulaVolei/status/1250960807120142336; None; None] 
[2020-04-17 01:33:42+00:00; AnaPaulaVolei; @weltonrei Perfeito, Welton. Concordo.; 1; 0; 21; 0; https://twitter.com/AnaPaulaVolei/status/1250960597924995072; None; None] 
[2020-04-17 01:32:45+00:00; AnaPaulaVolei; @LuizGustavoOSi1 Nem eu. Hoje, 16/4/20, o único caminho mais concreto, com tantas vertentes e outcomes diferentes em regiões distintas, seria testes em massa como alguns médicos aqui nos EUA vem defendendo. No Brasil, algo impossível talvez.; 1; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1250960356899295232; None; None] 
[2020-04-17 01:27:46+00:00; AnaPaulaVolei; @hallysonmorais_ @fonseca_thiago @ebuenas Alô, Thiago? 2 seguidores desde 2010?; 1; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1250959101611278336; None; None] 
[2020-04-17 01:25:49+00:00; AnaPaulaVolei; @MQueiros Quem mandou alguém pra rua? Desonesta. Viúva dos 4% que chora até hoje. Move on, darling. Tenta 2022.; 3; 2; 42; 0; https://twitter.com/AnaPaulaVolei/status/1250958610428911618; None; None] 
[2020-04-17 01:24:44+00:00; AnaPaulaVolei; @sonicspaceman DEUS. ME. LIVRE. Pode printar, robô.; 0; 0; 5; 0; https://twitter.com/AnaPaulaVolei/status/1250958338428469248; None; None] 
[2020-04-17 01:20:25+00:00; AnaPaulaVolei; @VLangoski Mas trataram como se fosse. Erraram. Feio.; 2; 0; 22; 0; https://twitter.com/AnaPaulaVolei/status/1250957254683004928; None; None] 
[2020-04-17 01:19:52+00:00; AnaPaulaVolei; @Re5207418 @ebuenas Isso mesmo, Renata.; 0; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1250957112995278848; None; None] 
[2020-04-17 01:16:34+00:00; AnaPaulaVolei; @rnmourajr É isso, Ronaldo.; 0; 0; 5; 0; https://twitter.com/AnaPaulaVolei/status/1250956284226007040; None; None] 
[2020-04-17 01:15:39+00:00; AnaPaulaVolei; @FabioGondim Um bálsamo seu tuíte, Fábio.; 3; 0; 36; 0; https://twitter.com/AnaPaulaVolei/status/1250956052528414723; None; None] 
[2020-04-17 01:13:29+00:00; AnaPaulaVolei; @fonseca_thiago @ebuenas Toma mais um artigo “anticiencia e negacionista”.   https://t.co/8fFx8d1hhK; 1; 1; 4; 0; https://twitter.com/AnaPaulaVolei/status/1250955510540431360; None; None] 
[2020-04-17 01:12:48+00:00; AnaPaulaVolei; @fonseca_thiago @ebuenas Vc me chamou de negacionista, isso é ridículo. Eu apenas trouxe um dado para o debate e “ohhh ahhhh gente sei céu!!!”.Brigue com os médicos, questione o meu argumento ou minha informação.    https://t.co/iNmCuYWgIJ; 4; 1; 5; 0; https://twitter.com/AnaPaulaVolei/status/1250955335168192513; None; None] 
[2020-04-17 01:07:31+00:00; AnaPaulaVolei; @ebuenas @AdamKeynes5 Robôs sendo robôs. Estou acostumada. A gente bloqueia e segue conversando com quem quer alimentar o bom debate como vc.; 0; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1250954006433656834; None; None] 
[2020-04-17 01:05:33+00:00; AnaPaulaVolei; @portuga_flavio Exato. O aprendizado é diário e há inúmeros fatores regionais que diferenciam o cenários, jogando números e previsões pra longe. Acho que única certeza é de que não há certezas absolutas no momento.; 4; 4; 62; 0; https://twitter.com/AnaPaulaVolei/status/1250953510444650496; None; None] 
[2020-04-17 01:03:45+00:00; AnaPaulaVolei; @fsadvsc @GiovanniCitelli De todos os pacientes com covid-19? De 500 mil no Reino Unido? Ou 1 milhão nos EUA? Meu tuíte foi sobre previsões “certas” diante do desconhecido para o mundo.; 1; 0; 32; 0; https://twitter.com/AnaPaulaVolei/status/1250953059401781248; None; None] 
[2020-04-17 01:01:03+00:00; AnaPaulaVolei; @derTeixeiraCham @AnaSweiss Ela sabe que não falei nada disso. Mas olha, que fofa. I rest my case, your honor. https://t.co/R06Y5V0RQe; 1; 0; 12; 0; https://twitter.com/AnaPaulaVolei/status/1250952378603278336; None; None] 
[2020-04-17 00:55:42+00:00; AnaPaulaVolei; @AlessonOS @jctm1 As próprias diretrizes iniciais da OMS foram levianas, ou por omissão ou falta de dados concretos da China. O mundo mudará certamente depois dessa pandemia. Gostei mto do que foi dito aí “nem os corneteiros do apocalipse nem os anjos da normalidade sabem!”. É a mais pura verdade.; 2; 5; 17; 0; https://twitter.com/AnaPaulaVolei/status/1250951032491741184; None; None] 
[2020-04-17 00:50:27+00:00; AnaPaulaVolei; @fonseca_thiago @ebuenas Senhor do céu digo eu! Aprendam a conversar. Eu não estou negando nada, apenas trazendo uma informação que já é discutida aqui nos EUA por alguns médicos. Google. “É mesmo, Ana? Onde isso?”. Civilidade passou longe.; 1; 0; 4; 0; https://twitter.com/AnaPaulaVolei/status/1250949710015115265; None; None] 
[2020-04-17 00:47:37+00:00; AnaPaulaVolei; @ebuenas @AdamKeynes5 Esse é problema. Não há mais o menor diálogo honesto. O menor. Tudo é discutido numa dicotomia nada produtiva perante algo misterioso, iniciado e histórico. Tudo é jantou, lacrou, cancelou. A pandemia do intelecto que acompanha a viral é mto prejudicial.; 1; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1250948999185481728; None; None] 
[2020-04-17 00:44:46+00:00; AnaPaulaVolei; @ebuenas O confinamento até agora se mostrou eficiente em VÁRIOS cenários. Não UM apenas que seja o correto. Esse é o PONTO. Não há absoluta certeza de que APENAS UMA POSIÇÃO funciona. Olha os respiradores por exemplo. De salvar vidas já desconfiam que eles aceleram a piora do paciente.; 1; 1; 8; 0; https://twitter.com/AnaPaulaVolei/status/1250948281988812802; None; None] 
[2020-04-17 00:42:30+00:00; AnaPaulaVolei; @filho_walber @ebuenas Espantalhos. Apontar cenários com 855% de margem de erro? Hm.; 5; 4; 126; 0; https://twitter.com/AnaPaulaVolei/status/1250947709462183936; None; None] 
[2020-04-17 00:40:53+00:00; AnaPaulaVolei; @MQueiros Quem está rindo do vírus?? Quem disse vá para a rua sem máscaras? DESONESTA. Outra viúva dos 4% que quer o terceiro turno. Já te conheço, minha filha.; 8; 2; 87; 0; https://twitter.com/AnaPaulaVolei/status/1250947302543351808; None; None] 
[2020-04-17 00:39:31+00:00; AnaPaulaVolei; @jctm1 @AlessonOS Um luz na thread.; 0; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1250946961340919809; None; None] 
[2020-04-17 00:38:11+00:00; AnaPaulaVolei; @MQueiros Como vc é ignorante e desonesta.; 3; 3; 140; 0; https://twitter.com/AnaPaulaVolei/status/1250946624873881600; None; None] 
