2019-12-30 13:33:37+00:00; alexandregarcia; Minha resposta às mulheres. E a uma operadora de call center https://t.co/3OaOyOiQxO via @YouTube; 19; 84; 1048; 0; https://twitter.com/alexandregarcia/status/1211641492009373696; None; None
2019-04-07 15:47:09+00:00; alexandregarcia; @silvioluiz O diabo é que nós é que os ensinamos. Era “Estados Unidos do Brazil”. Depois mudamos o substantivo brasa e seu derivado brasil - do pau(árvore, claro...) cor de brasa, abundante por aqui, quando Diogo Brandão chegou, décadas antes de Cabral vir para confirmar a posse portuguesa.; 70; 213; 3738; 7; https://twitter.com/alexandregarcia/status/1114917535844044801; None; None
2019-04-07 13:33:07+00:00; alexandregarcia; Por que o ensino finlandês permite tanta autonomia e liberdade aos alunos? Porque o aluno já chega educado na escola. https://t.co/N7Kl25uYdV; 325; 2376; 13325; 103; https://twitter.com/alexandregarcia/status/1114883806203457537; None; https://twitter.com/alexandregarcia/status/1114654235138887681
2019-04-07 12:52:53+00:00; alexandregarcia; Efemérides: Ontem fez sete meses que tentaram matar o candidato líder nas pesquisas; hoje faz um ano que um ex-presidente começou a cumprir a pena de sua primeira condenação.; 896; 5041; 36511; 210; https://twitter.com/alexandregarcia/status/1114873680444698624; None; None
2019-04-06 22:20:53+00:00; alexandregarcia; O presidente do Superior Tribunal de Justiça diz que educação acaba com o crime. E educação é com quem? Com a família. Nas escolas é ensino. Ministro, pode-se trocar por outro. Família, não. https://t.co/HDDo6PGAwg; 839; 3404; 18411; 244; https://twitter.com/alexandregarcia/status/1114654235138887681; None; None
2019-04-06 11:46:36+00:00; alexandregarcia; @brigadamilitar_ Vidas para servir.; 7; 35; 1345; 0; https://twitter.com/alexandregarcia/status/1114494612641595392; None; None
2019-04-06 01:24:34+00:00; alexandregarcia; @AndreaPires1 Setembro; 4; 0; 91; 0; https://twitter.com/alexandregarcia/status/1114338071909163010; None; None
2019-04-06 00:28:16+00:00; alexandregarcia; Agora à noite, falando para 750 professores e dirigentes de escolas, em evento do Sindicato das Escolas Privadas de Minas Gerais. Sem conhecimento não haverá futuro. https://t.co/oPI1Jbv2AU; 364; 1402; 15296; 54; https://twitter.com/alexandregarcia/status/1114323905316052993; None; None
2019-04-06 00:23:23+00:00; alexandregarcia; O politicamente correto como consolo pela queda do Muro de Berlim. https://t.co/KXEIuhRkCV; 39; 259; 2641; 6; https://twitter.com/alexandregarcia/status/1114322676024315904; None; None
2019-04-05 01:20:43+00:00; alexandregarcia; @jairbolsonaro Com Presidente e Governador elogiando o trabalho perfeito da polícia, vamos acabar virando país sério.; 1057; 4829; 42705; 241; https://twitter.com/alexandregarcia/status/1113974715515854850; None; None
2019-04-05 00:44:03+00:00; alexandregarcia; Anúncio da ONU dá turbina para a Reforma da Previdência. Isso é mais no https://t.co/SNWWz7LNoB; 82; 579; 3948; 13; https://twitter.com/alexandregarcia/status/1113965486251892737; None; None
2019-04-05 00:27:14+00:00; alexandregarcia; O que seria de Roraima sem Maduro? Do politicamente correto sem o fim da União Soviética? https://t.co/ijLoLL7C1h; 34; 270; 2068; 11; https://twitter.com/alexandregarcia/status/1113961255142862848; None; None
2019-04-04 00:57:23+00:00; alexandregarcia; @TniaBroll @correio @anadubeux Eu disse quando eu vir.; 5; 1; 39; 0; https://twitter.com/alexandregarcia/status/1113606454366359552; None; None
2019-04-04 00:53:33+00:00; alexandregarcia; @Fausto_Sa @kauaguilar Óleo de fígado de bacalhau x ferro &amp; fósforo.; 3; 0; 15; 0; https://twitter.com/alexandregarcia/status/1113605489487687680; None; None
2019-04-03 23:55:27+00:00; alexandregarcia; @correio @anadubeux E quando eu vir oito galinhas numa gaiola onde só cabem duas, chamo quem?; 149; 82; 2341; 10; https://twitter.com/alexandregarcia/status/1113590868353724416; None; None
2019-04-03 23:52:33+00:00; alexandregarcia; @Estadao Edson precisa cuidar mais do Pelé. Mais cálcio agora, pelo excesso passado de calcio(como dizem os italianos).; 14; 14; 660; 3; https://twitter.com/alexandregarcia/status/1113590140038012929; None; None
2019-04-03 23:43:19+00:00; alexandregarcia; @Estadao @Emais_Estadao ...e eu crente que era o Eduardo Jorge.; 405; 182; 7229; 36; https://twitter.com/alexandregarcia/status/1113587814761992192; None; None
2019-04-03 23:07:32+00:00; alexandregarcia; @roseannkennedy A ONU mostra que no mundo já há mais idosos que crianças de até 4 anos. Mais encargo e menos contribuintes. Estariam as Nações Unidas em campanha pela reforma da previdência, ou apenas mostrando os fatos?; 37; 410; 2950; 14; https://twitter.com/alexandregarcia/status/1113578812573454339; None; None
2019-04-03 21:28:18+00:00; alexandregarcia; Para onde foi o dinheiro de Angra3? Na @eldoradoradio https://t.co/1BI1AHtoT4; 110; 404; 2613; 16; https://twitter.com/alexandregarcia/status/1113553840094232577; None; None
2019-04-03 21:13:18+00:00; alexandregarcia; @lucimarliotto Manifesto de apoio. Quando eu era presidente de centro acadêmico, tinha isso. Nos anos 50, havia muito. Registre-se que o ministro Marco Aurélio, que havia se preparado para sessão de trabalho, isto é, de julgamento, retirou-se antes de o manifesto se manifestar.; 86; 297; 2950; 11; https://twitter.com/alexandregarcia/status/1113550064784433153; None; None
2019-04-03 01:40:17+00:00; alexandregarcia; Já pensou? Só no Brasil Goebbels ajuda Gramsci a convencer distraídos. Veja e ouça: https://t.co/vFilMVzteT; 99; 785; 4427; 41; https://twitter.com/alexandregarcia/status/1113254864497156096; None; None
2019-04-02 12:23:23+00:00; alexandregarcia; @Metropoles Mostram a arma sem atender à curiosidade que a belezinha desperta. Pelo carregador, usa cartucho de pistola - uns 30, talvez. Com silenciador, pelo jeito. Então, útil para a polícia urbana: alcance menor mas precisão de fuzil. Menos efeito colateral. Seria isso @PMERJ  ?; 231; 839; 10413; 26; https://twitter.com/alexandregarcia/status/1113054318977077249; None; None
2019-04-02 02:04:03+00:00; alexandregarcia; Quer uma amostra do 31 de março de 1964 nas entranhas do Brasil? Meu testemunho; o que vivi: https://t.co/MsfY5haLni; 537; 3880; 17410; 250; https://twitter.com/alexandregarcia/status/1112898457658851328; None; None
2019-04-02 01:15:32+00:00; alexandregarcia; @cb_rafael @bbcbrasil Se a manchete não resume o conteúdo , então o conteúdo não merece atenção.; 3; 14; 102; 0; https://twitter.com/alexandregarcia/status/1112886249285697541; None; None
2019-04-02 01:05:35+00:00; alexandregarcia; @GiovaniBoechat @bbcbrasil Verbalizar é dizer? Por que não dizem? Não seria mais simples? Ou querem mostrar que são complexos? E prolixos?(sem trocadilho); 3; 1; 57; 0; https://twitter.com/alexandregarcia/status/1112883744233476097; None; None
2019-04-01 22:41:12+00:00; alexandregarcia; @jonatanmartins7 @bbcbrasil Braço direito de Flores da Cunha em 23.; 1; 0; 12; 0; https://twitter.com/alexandregarcia/status/1112847407740579843; None; None
2019-04-01 12:21:35+00:00; alexandregarcia; Bom dia! https://t.co/5xJNPxYQME; 296; 164; 5767; 14; https://twitter.com/alexandregarcia/status/1112691475647741952; None; None
2019-04-01 00:45:16+00:00; alexandregarcia; @rosi_cerqueira @EISENHOWER27 Quer? Então, aproveitando que é domingo, aí vai, para pensar: Não basta abster-se de fazer o mal; porque abster-se de fazer o bem, também é mal.; 36; 81; 747; 10; https://twitter.com/alexandregarcia/status/1112516244073259008; None; None
2019-03-31 22:46:33+00:00; alexandregarcia; @silvioluiz @arielpalacios Crepúsculo, pero nublado. https://t.co/sGb8egYmTy; 3; 5; 120; 0; https://twitter.com/alexandregarcia/status/1112486367395758081; None; None
2019-03-31 16:46:51+00:00; alexandregarcia; @bbcbrasil Precisa explicar? https://t.co/zi7pRrJwfZ; 29; 93; 886; 3; https://twitter.com/alexandregarcia/status/1112395843267637250; None; None
2019-03-31 16:44:17+00:00; alexandregarcia; @bbcbrasil O que é “verbalizar cálculos em casa”?; 133; 47; 1063; 5; https://twitter.com/alexandregarcia/status/1112395197504212992; None; None
2019-03-31 16:06:22+00:00; alexandregarcia; @Neymaia3 Aqui em casa, como em todos fins-de-semana, o nosso símbolo sempre no topo: https://t.co/MVj3so3OCH; 20; 44; 729; 3; https://twitter.com/alexandregarcia/status/1112385655798202368; None; None
2019-03-31 15:23:23+00:00; alexandregarcia; Meu carro engalanado, à saída da missa deste domingo, 31 de março, no Mosteiro de São Bento, Brasília. https://t.co/j3TvzOq2zl; 797; 1737; 15877; 173; https://twitter.com/alexandregarcia/status/1112374839145316353; None; None
2019-03-31 02:39:01+00:00; alexandregarcia; @lilian_tahan @Metropoles @Gwaltenberg Na guerra de 1982, eu estava nesse hotel, pela Manchete. Vi o sol nascer e estava de saída para o front. Me perguntei: será que vou ver o sol se por no Mediterrâneo? Durante o dia descobri que a dúvida tinha sido até otimista. https://t.co/6ESbFBz8G8; 48; 140; 2782; 6; https://twitter.com/alexandregarcia/status/1112182481799835648; None; None
2019-03-31 00:42:04+00:00; alexandregarcia; @Thi4g0nes @JusticaGovBR Um batida por trás e o monobloco de seu carro fica torto e adeus estabilidade.; 4; 3; 139; 0; https://twitter.com/alexandregarcia/status/1112153051094286336; None; None
2019-03-31 00:40:01+00:00; alexandregarcia; @jotaerrepro06 @JusticaGovBR Esse é outro problema sério, Jotaerre: habilitar motorista que não sabe para que servem as luzes do veículo.; 6; 4; 161; 0; https://twitter.com/alexandregarcia/status/1112152535282974726; None; None
2019-03-31 00:27:41+00:00; alexandregarcia; O cuidado ao caminhar entre carros no estacionamento: a saliência agressiva tem provocado sérias fraturas nas pernas. A visão periférica não percebe que o limite do carro vai além do para-choque. Uma questão para o Contran ⁦⁦@JusticaGovBR⁩ https://t.co/qdSWyX3Gzf; 273; 402; 3917; 36; https://twitter.com/alexandregarcia/status/1112149430763966465; None; None
2019-03-30 23:16:55+00:00; alexandregarcia; @bbcbrasil Roma com o Vesúvio ao fundo?; 192; 96; 2342; 11; https://twitter.com/alexandregarcia/status/1112131620864167939; None; None
2019-03-30 00:29:19+00:00; alexandregarcia; @STF_oficial Estão salvas as comemorações do 15 de Novembro, derrogadas por decisão de juíza de Brasília.; 114; 436; 4419; 18; https://twitter.com/alexandregarcia/status/1111787454154051585; None; None
2019-03-30 00:26:46+00:00; alexandregarcia; O pedófilo confiou em que faculdade de humanas de universidade federal é santuário, refúgio inalcançável pela lei. E levou para lá as provas que o comprometiam. Mas a Polícia civil de SP foi lá e o flagrou. No  https://t.co/ZJRi54Yjkj; 260; 2113; 11195; 87; https://twitter.com/alexandregarcia/status/1111786812471676928; None; None
2019-03-29 23:08:56+00:00; alexandregarcia; @Metropoles 15 de novembro estaria derrogado? Foi golpe sem povo. E mudou até o sistema de governo.; 268; 1081; 8270; 63; https://twitter.com/alexandregarcia/status/1111767222152847361; None; None
2019-03-29 21:37:41+00:00; alexandregarcia; @onyxlorenzoni Lá atrás, em 1987, o governo deixou na mão o Olacir de Moraes, a quem havia prometido parceiro estrangeiro para tocar a ferrovia. Exemplo das dificuldades para investir em infraestrutura neste país.; 38; 235; 3167; 10; https://twitter.com/alexandregarcia/status/1111744260523655173; None; None
2019-03-29 14:37:32+00:00; alexandregarcia; O preço da “crise”: os crédulos pagaram mais pelo dólar e deixaram de ganhar 2,7% na bolsa em um dia. Mas no Brasil real a moçada que não cai em fake investiu na ferrovia norte-sul à razão de 100% de ágio. Dois países em um dia.; 529; 4369; 26590; 181; https://twitter.com/alexandregarcia/status/1111638528008617984; None; None
2019-03-29 12:58:34+00:00; alexandregarcia; Não leu nos jornais meu artigo sobre felicidade e generosidade? Eu leio para você no https://t.co/U50jpTxd8u; 123; 542; 3896; 22; https://twitter.com/alexandregarcia/status/1111613619597438976; None; None
2019-03-29 11:16:31+00:00; alexandregarcia; @SofiaRocha1809 @FlavioXSid Só para secar...; 3; 1; 18; 0; https://twitter.com/alexandregarcia/status/1111587939644067840; None; None
2019-03-29 01:44:33+00:00; alexandregarcia; Para pensar: Ainda penso que a maior revolução foi ter fio elétrico em casa e tomada. Para recarregar este celular, por exemplo. E para eu ver o que estou a fazer às 22h42m.; 246; 578; 9626; 25; https://twitter.com/alexandregarcia/status/1111443998806175747; None; None
2019-03-29 00:17:18+00:00; alexandregarcia; @xicograziano O Brasil real é o real. O dos ficcionistas é, desculpem os pleonasmos, ficção. Terrível ter que insistir no óbvio.; 109; 859; 9163; 18; https://twitter.com/alexandregarcia/status/1111422041230446595; None; None
2019-03-29 00:08:32+00:00; alexandregarcia; @Metropoles É só demonstrar que há socialismo de direita.; 319; 547; 6197; 67; https://twitter.com/alexandregarcia/status/1111419833239769089; None; None
2019-03-28 23:37:20+00:00; alexandregarcia; @GiselaAmericano Me mandando o texto; 10; 1; 105; 0; https://twitter.com/alexandregarcia/status/1111411983385919489; None; None
2019-03-28 22:44:48+00:00; alexandregarcia; Se atirar em quem invadir sua casa, sua empresa, sua propriedade rural, a lei vai sempre considerar legítima defesa. Na Itália,berço do Direito Romano,a partir de agora. O min. Salvini diz que o crime vai ser atividade ainda mais perigosa. No Brasil, mais perigoso é ser policial. https://t.co/KJlXBgAelR; 344; 3809; 18335; 148; https://twitter.com/alexandregarcia/status/1111398764206383104; None; https://twitter.com/matteosalvinimi/status/1111383250327371776
2019-03-28 13:02:45+00:00; alexandregarcia; Por uns poucos minutos acreditei na notícia do Vélez. Serviu de alerta sobre os cuidados com a notícia.; 1427; 3846; 31890; 297; https://twitter.com/alexandregarcia/status/1111252285634609153; None; None
2019-03-28 12:40:50+00:00; alexandregarcia; O falsificador usar meu nome, me ofende; mas me incomoda  mais alguém repassar, acreditando que sou capaz de cometer um texto tão ruim.  https://t.co/XmRDfoIsm7; 183; 973; 7204; 30; https://twitter.com/alexandregarcia/status/1111246767931170816; None; None
2019-03-28 02:36:13+00:00; alexandregarcia; @marcelaorabelo Isso foi nos anos 40, quando fiz o grupo escolar. No primeiro anos, todos diferentes. No quinto, todos iguais.; 1; 1; 31; 0; https://twitter.com/alexandregarcia/status/1111094612200996865; None; None
2019-03-28 01:06:31+00:00; alexandregarcia; Mais um pouco e estarão jogando Rodrigo contra Maia.; 957; 2722; 21580; 211; https://twitter.com/alexandregarcia/status/1111072037534121984; None; None
2019-03-28 00:56:28+00:00; alexandregarcia; O quanto a mentira afeta o seu patrimônio e o seu emprego https://t.co/LiGEuvmc4Z; 54; 349; 2377; 17; https://twitter.com/alexandregarcia/status/1111069508234555392; None; None
2019-03-28 00:02:57+00:00; alexandregarcia; @DelmiraMathias That’s amore.; 6; 4; 62; 1; https://twitter.com/alexandregarcia/status/1111056041591144448; None; None
2019-03-27 23:28:58+00:00; alexandregarcia; O que é “parece”, “desconfia”, em jornalismo- que precisa ser claro, objetivo e simples?; 155; 817; 7003; 22; https://twitter.com/alexandregarcia/status/1111047491842162695; None; None
2019-03-27 23:20:08+00:00; alexandregarcia; Por que o dólar subiu para 3,95 e por que o IBOVESPA recuou dos 100 mil pontos? Fácil de identificar.; 848; 1543; 15322; 90; https://twitter.com/alexandregarcia/status/1111045265006432258; None; None
2019-03-27 23:13:17+00:00; alexandregarcia; Era peça de ficção e agora vira realidade. O orçamento real é vitória de todos. https://t.co/xi5AM3tr8H; 62; 243; 1970; 9; https://twitter.com/alexandregarcia/status/1111043541386625031; None; https://twitter.com/davialcolumbre/status/1111024719518547968
2019-03-27 15:39:33+00:00; alexandregarcia; Orientação do governo de votar pela austeridade teve oposição por companhia, ontem à noite. Na @eldoradoradio  https://t.co/tT2nKnwhMd; 63; 297; 2120; 23; https://twitter.com/alexandregarcia/status/1110929359278358530; None; None
2019-03-27 13:14:02+00:00; alexandregarcia; Não seremos felizes se não formos generosos. "Te cuida Finlândia" https://t.co/He09eWye5t; 56; 261; 2035; 15; https://twitter.com/alexandregarcia/status/1110892735123341312; None; None
2019-03-27 11:52:20+00:00; alexandregarcia; Li muitas manchetes afirmando que a prisão de Temer iria tumultuar as relações do MDB com o governo. Mas ontem à noite o MDB e os governistas que seguiram a orientação do líder do governo na Câmara votaram juntos.; 281; 1496; 13065; 44; https://twitter.com/alexandregarcia/status/1110872174997454849; None; None
2019-03-27 00:41:35+00:00; alexandregarcia; @ClaudinLuizmm Se não é 1970, não é.; 68; 30; 860; 6; https://twitter.com/alexandregarcia/status/1110703376751382528; None; None
2019-03-26 23:57:10+00:00; alexandregarcia; @ttpirestiburcio Sabedoria budista.; 8; 3; 178; 0; https://twitter.com/alexandregarcia/status/1110692199572869121; None; None
2019-03-26 23:56:48+00:00; alexandregarcia; @ClaudinLuizmm Pennies from heaven...; 1; 1; 55; 0; https://twitter.com/alexandregarcia/status/1110692107130490880; None; None
2019-03-26 23:53:58+00:00; alexandregarcia; Um milhão e duzentos mil seguidores!  Obrigado, Amigos. Vamos dobrar a meta? E não esqueçam que estou começando no YouTube, para ficarmos mais íntimos. 🤗 Abracos!; 2244; 4119; 59589; 205; https://twitter.com/alexandregarcia/status/1110691392672681984; None; None
2019-03-26 23:39:25+00:00; alexandregarcia; @PERCIVALPUGGINA E as pesquisas das últimas eleições?; 37; 40; 1126; 1; https://twitter.com/alexandregarcia/status/1110687730466476036; None; None
2019-03-26 23:37:03+00:00; alexandregarcia; @aldorebelo Com Oberdan no gol.; 2; 4; 94; 1; https://twitter.com/alexandregarcia/status/1110687137576427520; None; None
2019-03-26 23:11:36+00:00; alexandregarcia; Fofocas contra o Brasil. Mais um cadáver ligado à corrupção. Battisti, o protegido aqui no Brasil. Mergulhe nisso no https://t.co/SDznsSNaVJ; 54; 698; 4501; 17; https://twitter.com/alexandregarcia/status/1110680730701565954; None; None
2019-03-26 18:45:58+00:00; alexandregarcia; E ainda insistem que Battisti é apenas um “ativista de esquerda “? Na @eldoradoradio https://t.co/bvptgJTekP; 146; 701; 4968; 35; https://twitter.com/alexandregarcia/status/1110613882215849986; None; None
2019-03-26 17:39:34+00:00; alexandregarcia; Estadão-verifica esclarece vigarice que atribui a mim texto mal-escrito: https://t.co/XmRDfoIsm7; 317; 1434; 9917; 62; https://twitter.com/alexandregarcia/status/1110597171651457025; None; None
2019-03-26 12:08:11+00:00; alexandregarcia; Índios no agronegócio: https://t.co/8FoUqqywrU; 112; 531; 5011; 28; https://twitter.com/alexandregarcia/status/1110513779098439680; None; None
2019-03-25 23:24:33+00:00; alexandregarcia; Crise, impasse, entre os presidentes da Câmara e o da República. Fato ou fake? Veja em https://t.co/rwcBCOXvFC; 104; 437; 2553; 21; https://twitter.com/alexandregarcia/status/1110321602057699330; None; None
2019-03-25 23:22:49+00:00; alexandregarcia; Índios de Mato Grosso e do Amazonas estão se libertando dos seus “tutores”, com autonomia financeira: tornaram-se empresários do agronegócio e turismo. Veja no  https://t.co/rwcBCOXvFC; 146; 1657; 10002; 43; https://twitter.com/alexandregarcia/status/1110321166491795456; None; None
2019-03-25 23:13:27+00:00; alexandregarcia; @jairbolsonaro Cito e endosso o JRGuzzo.; 203; 911; 12086; 15; https://twitter.com/alexandregarcia/status/1110318810517721088; None; None
2019-03-25 19:18:12+00:00; alexandregarcia; O ti-ti-ti do óbvio: O presidente da Câmara NÃO é o articulador do Governo. Na @eldoradoradio  https://t.co/y41M8KRu47; 157; 980; 6486; 52; https://twitter.com/alexandregarcia/status/1110259605773447173; None; None
2019-03-25 14:45:06+00:00; alexandregarcia; E agora, com que cara ficam os que o pajeavam aqui, como “perseguido político”? https://t.co/jCjBtyUHq2; 1290; 5349; 27480; 316; https://twitter.com/alexandregarcia/status/1110190879183196160; None; https://twitter.com/diogomainardi/status/1110184004316221440
2019-03-25 01:22:32+00:00; alexandregarcia; @cmpa Já em forma!; 1; 1; 40; 0; https://twitter.com/alexandregarcia/status/1109988904877387776; None; None
2019-03-25 01:18:30+00:00; alexandregarcia; @diogomainardi Há quem não queira fechar o cerco contra o crime e queira abrir a cadeia para corrupto. Abrir e fechar, aí, são coerentes.; 161; 1459; 12026; 59; https://twitter.com/alexandregarcia/status/1109987890442981378; None; None
2019-03-24 23:04:40+00:00; alexandregarcia; E agora? Devo acreditar que os dois aviões russos que pousaram em Caracas trouxeram soldados e material bélico? https://t.co/ActoO6kxfa; 346; 1706; 11491; 45; https://twitter.com/alexandregarcia/status/1109954211528220675; None; https://twitter.com/gazetadopovo/status/1109948266068635648
2019-03-24 21:23:27+00:00; alexandregarcia; @cmpa 0brigado. 9 de abril aí!; 0; 1; 50; 0; https://twitter.com/alexandregarcia/status/1109928738614054912; None; None
2019-03-24 17:07:31+00:00; alexandregarcia; Saudades da EPPA. Entraram os melhores de 1955, 56 e 57. Não consegui. Da minha turma do científico em Cachoeira, Juarez Marcon, Itacir Fortes Avena, Edson Pinto, passaram pelo portão da direta na AMAN. Amigos para sempre! https://t.co/2FxLWnEFiI; 67; 302; 3751; 7; https://twitter.com/alexandregarcia/status/1109864330168885248; None; https://twitter.com/GeneralMourao/status/1109514283619176448
2019-03-24 16:00:45+00:00; alexandregarcia; @LeandroTissiano Sommelière formada.; 0; 0; 57; 0; https://twitter.com/alexandregarcia/status/1109847530513330176; None; None
2019-03-24 15:29:02+00:00; alexandregarcia; Filhas seguindo os passos. Uma no jornalismo e outra entrando em palestras: https://t.co/cWCTmtzBvW; 128; 137; 2311; 12; https://twitter.com/alexandregarcia/status/1109839547368697856; None; None
2019-03-24 14:01:07+00:00; alexandregarcia; Alerta aos navegantes: começam com F, mas são bem diferentes no conteúdo. Fofoca não é Fato.; 342; 2158; 17284; 105; https://twitter.com/alexandregarcia/status/1109817422805192704; None; None
2019-03-23 19:22:08+00:00; alexandregarcia; @GeneralMourao @cmpa EPPA!; 52; 45; 2273; 1; https://twitter.com/alexandregarcia/status/1109535819503730694; None; None
2019-03-22 23:59:02+00:00; alexandregarcia; @HeleSim17 @g1 Meus respeitos àqueles que, sem cultura, são sábios.; 12; 12; 518; 0; https://twitter.com/alexandregarcia/status/1109243115439828993; None; None
2019-03-22 22:36:26+00:00; alexandregarcia; @g1 Pelo que escreveu, não deve ter sido aprovada na prova de Português.(“não faço mais parte/ um ideal que acredito/ mesmo sem convite prévio, aceitei a nova função”); 241; 462; 7091; 30; https://twitter.com/alexandregarcia/status/1109222328188264448; None; None
2019-03-22 14:58:04+00:00; alexandregarcia; Nossa mania de defender a ilegalidade. "Vergonha nossa" https://t.co/gooHtmZqLZ; 316; 1190; 5981; 120; https://twitter.com/alexandregarcia/status/1109106977102278659; None; None
2019-03-22 10:09:11+00:00; alexandregarcia; Japão em Campinas. Bom dia! https://t.co/Uqm9by3Pym; 125; 131; 3535; 13; https://twitter.com/alexandregarcia/status/1109034276752891906; None; None
2019-03-22 02:28:02+00:00; alexandregarcia; Nesta quinta-feira, 800 ortopedistas do Brasil inteiro tiveram a paciência de me ouvir em Campinas. https://t.co/8sSGhnf41y; 324; 414; 8497; 26; https://twitter.com/alexandregarcia/status/1108918227340574720; None; None
2019-03-21 16:10:49+00:00; alexandregarcia; @DamaresAlves Abrir “caixas-pretas” em todos os setores, como dever ético e respeito ao povo contribuinte.; 156; 1273; 12301; 34; https://twitter.com/alexandregarcia/status/1108762898694844416; None; None
2019-03-21 14:25:51+00:00; alexandregarcia; Mais um ex-presidente preso. Michel Temer. Já não existe aquela história de estar acima da lei. A Lava-jato mostra isso. Por um novo Brasil!; 3143; 11842; 67534; 1016; https://twitter.com/alexandregarcia/status/1108736481210830848; None; None
2019-03-21 13:20:56+00:00; alexandregarcia; O que é felicidade? Na @eldoradoradio  https://t.co/qXr7UzphUn; 31; 54; 646; 4; https://twitter.com/alexandregarcia/status/1108720147785793536; None; None
2019-03-21 12:47:02+00:00; alexandregarcia; Completa 64.; 236; 576; 13941; 34; https://twitter.com/alexandregarcia/status/1108711615984271361; None; None
2019-03-21 12:46:16+00:00; alexandregarcia; @Mfr_Sabrina Começa hoje o 65º ano. E acaba o 64º.; 58; 18; 1393; 0; https://twitter.com/alexandregarcia/status/1108711422438096897; None; None
2019-03-21 12:26:03+00:00; alexandregarcia; O Presidente completa 65 anos hoje, sem tempo de comemorar no Brasil. Recém chegado dos USA, está no Chile até sábado, logo vai a Israel e prepara China. Tenta recuperar tempo, quando ainda se recupera do fechamento do último buraco na barriga, deixado pela faca de Adélio Bispo.; 2198; 7175; 55891; 614; https://twitter.com/alexandregarcia/status/1108706336253112320; None; None
2019-03-20 21:04:45+00:00; alexandregarcia; @elenalandau E o Hjalmar Schacht?; 2; 7; 81; 0; https://twitter.com/alexandregarcia/status/1108474480928714755; None; None
2019-03-20 18:27:10+00:00; alexandregarcia; Uma bem sucedida missão em Washington. Na @eldoradoradio https://t.co/QpC3oui2Nx; 63; 434; 3324; 19; https://twitter.com/alexandregarcia/status/1108434825965379585; None; None
2019-03-20 17:54:06+00:00; alexandregarcia; Ouvi hoje no rádio o Sd PM Eduardo Andrade, que evitou mais mortes na escola em Suzano. Estava em casa e sem farda. Ouviu tiros, pegou a arma e entrou na escola. Surpreendeu um dos atacantes, ajudou os alunos. Iniciativa e profissionalismo. Parabéns a ele e à @PMESP .; 625; 4501; 33417; 214; https://twitter.com/alexandregarcia/status/1108426501970640897; None; None
2019-03-20 12:47:38+00:00; alexandregarcia; @garciajulia Arroz adora terreno alagado. Só que já passou a época do plantio. Tem que ir mais a Cachoeira.; 9; 3; 386; 0; https://twitter.com/alexandregarcia/status/1108349379302359041; None; None
2019-03-20 12:32:49+00:00; alexandregarcia; @correio E a polícia tem que ficar olhando?; 145; 197; 3498; 12; https://twitter.com/alexandregarcia/status/1108345649911742464; None; None
2019-03-20 01:07:26+00:00; alexandregarcia; Mais uma heroína brasileira: capitão-de-corveta Márcia Braga, ferida o ano passado em missão de paz da ONU no Saara, agora indo a Nova Iorque para receber homenagem das Nações Unidas. https://t.co/GUQDat9UWv; 432; 2636; 19547; 212; https://twitter.com/alexandregarcia/status/1108173165673570305; None; None
2019-03-20 00:49:11+00:00; alexandregarcia; @Rosehrose2 Mas é Vieni sul Mar.; 3; 0; 47; 0; https://twitter.com/alexandregarcia/status/1108168574806491137; None; None
2019-03-19 23:59:31+00:00; alexandregarcia; E aviso de novo para preservar meus seguidores de um texto mendicante de autor sem-caráter: esse texto que começa com um deplorável “Eu não peço desculpas pelo que estou postando” não é meu; é de um sombrio sem-brio.; 251; 1552; 15093; 33; https://twitter.com/alexandregarcia/status/1108156073930907648; None; None
2019-03-19 23:52:32+00:00; alexandregarcia; @_felipe_cunha Que orgulho do herói do Ibirapuitã!; 0; 0; 22; 0; https://twitter.com/alexandregarcia/status/1108154318132314112; None; None
2019-03-19 23:49:54+00:00; alexandregarcia; Brasileiro é celebridade mundial: prof. Marcelo Gleiser nos orgulha com o Prêmio Templeton do ano(R$5,5 milhões). É o Nobel do pensamento. Leciona nos USA. Aqui, a pauta é Marx &amp; Engels via Gramsci. Lá, ele pode falar do Cosmos e da Humanidade. https://t.co/RghZSGS8Wv; 145; 1048; 7631; 48; https://twitter.com/alexandregarcia/status/1108153656514363392; None; None
2019-03-19 23:42:35+00:00; alexandregarcia; Só lembro do Flores da Cunha: “Sooofre, Peru!” https://t.co/Ha88FeoDhf; 35; 150; 2557; 3; https://twitter.com/alexandregarcia/status/1108151813415620613; None; https://twitter.com/AnaPaulaVolei/status/1108103065746366464
2019-03-19 23:40:38+00:00; alexandregarcia; Hoje conversei com os chefes da Polícia Rodoviária Federal do país inteiro sobre segurança e vida nas estradas. Eles são fiscais, policiais e educadores. Três-em-um. https://t.co/bL4bHgPeJ5; 49; 250; 3472; 8; https://twitter.com/alexandregarcia/status/1108151321079791616; None; None
2019-03-18 21:11:20+00:00; alexandregarcia; Fim de tarde brasiliense. A semana já começou. https://t.co/tZnXe0aNKj; 103; 97; 3460; 12; https://twitter.com/alexandregarcia/status/1107751362086035456; None; None
2019-03-18 14:47:23+00:00; alexandregarcia; O Brasil não pode perder mais oportunidades. Na @eldoradoradio  https://t.co/7w8QnQAcuT; 62; 257; 2704; 10; https://twitter.com/alexandregarcia/status/1107654739993477120; None; None
