2020-12-08 22:53:14+00:00; lauraabcarvalho; @Spossas Bom ve-la por aqui professora!; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1336443748931297289; None; None
2020-07-06 02:56:54+00:00; lauraabcarvalho; Excelente coluna do Thiago. E ainda ganhei uma citação generosa :-) https://t.co/SvFoIaaaeP; 4; 14; 202; 0; https://twitter.com/lauraabcarvalho/status/1279972564778004488; None; https://twitter.com/thiamparo/status/1279965895557816320
2020-07-06 02:54:25+00:00; lauraabcarvalho; Está mesmo https://t.co/88SezQ33jH; 0; 7; 103; 0; https://twitter.com/lauraabcarvalho/status/1279971938358759424; None; https://twitter.com/augustodeAB/status/1279875689873903618
2020-07-05 19:18:16+00:00; lauraabcarvalho; @Lprochon @ingridharvold @HBoushey @NSSRNews @StephanieKelton @MazzucatoM @StephanieKelton and @MazzucatoM if you are registered on Repec you just need to tweet your repec id to  @repec_signup to be listed. Not that it really matters but you should be on the list.... https://t.co/2YdDgjTfmU; 2; 0; 5; 1; https://twitter.com/lauraabcarvalho/status/1279857144108638209; None; None
2020-07-05 17:58:16+00:00; lauraabcarvalho; @Le_Bartholo @bollemdb Uau! ❤️; 1; 0; 140; 0; https://twitter.com/lauraabcarvalho/status/1279837009973043200; None; None
2020-07-05 15:55:35+00:00; lauraabcarvalho; @LPaulani Obrigada Leda querida!; 1; 0; 5; 0; https://twitter.com/lauraabcarvalho/status/1279806137253191683; None; None
2020-07-05 14:53:06+00:00; lauraabcarvalho; @mgrapetti Crazy... plus South American, with a PhD from @NSSRNews and no position in government...; 0; 0; 5; 0; https://twitter.com/lauraabcarvalho/status/1279790412677382144; None; None
2020-07-05 14:48:39+00:00; lauraabcarvalho; @mgrapetti Thank you dear. Still behind Federico Sturzenegger but not for long :-); 0; 0; 14; 0; https://twitter.com/lauraabcarvalho/status/1279789291430989832; None; None
2020-07-05 14:26:20+00:00; lauraabcarvalho; O grupo EconomistAs agora tem twitter! É um grupo de pesquisa incrível da FEA-USP sobre desigualdades de gênero dentro e fora da profissão. https://t.co/ZqgpBGeC7h; 5; 20; 363; 0; https://twitter.com/lauraabcarvalho/status/1279783676658794499; None; https://twitter.com/bwe_EconomistAs/status/1279782398599802880
2020-07-05 14:24:37+00:00; lauraabcarvalho; @bwe_EconomistAs Obrigada!! Seguindo e divulgando vocês aqui no twitter!; 1; 0; 23; 0; https://twitter.com/lauraabcarvalho/status/1279783245442400257; None; None
2020-07-05 13:58:41+00:00; lauraabcarvalho; @letrapreta ❤️; 1; 0; 30; 0; https://twitter.com/lauraabcarvalho/status/1279776717469626368; None; None
2020-07-05 13:58:02+00:00; lauraabcarvalho; @Deisy_Ventura Hahahahahahah ainda não estão oferecendo Nobel pelo número de seguidores no Twitter, ainda bem; 1; 0; 64; 0; https://twitter.com/lauraabcarvalho/status/1279776555934322690; None; None
2020-07-05 12:46:32+00:00; lauraabcarvalho; @arjun_jayadev Thanks Arjun! It’s crazy and it leaves me with the feeling that I should probably be using this in a better way...; 2; 0; 52; 0; https://twitter.com/lauraabcarvalho/status/1279758561963360258; None; None
2020-07-05 12:31:32+00:00; lauraabcarvalho; https://t.co/RVABpXYbhw; 71; 50; 1788; 13; https://twitter.com/lauraabcarvalho/status/1279754787932815361; None; None
2020-07-05 12:29:14+00:00; lauraabcarvalho; Não quer dizer muita coisa, mas não deixa de ser meio louco ser a 11a dessa lista dos 25% dos economistas com mais seguidores do mundo — uma lista que não tem quase nenhuma mulher e que tem poucos nomes do hemisfério Sul.  https://t.co/UUQqIDbEE8; 212; 269; 6552; 32; https://twitter.com/lauraabcarvalho/status/1279754207881461761; None; None
2020-07-05 03:09:50+00:00; lauraabcarvalho; @chinaina Ahhhh ❤️; 1; 0; 11; 0; https://twitter.com/lauraabcarvalho/status/1279613431608475648; None; None
2020-07-05 01:24:47+00:00; lauraabcarvalho; @pedrodoria @Ancelmocom @PlanetaLivrosBR Parabéns, Pedro! Imagino que você tenha visto esse artigo que publicamos na Ilustríssima com o mesmo título e tema. https://t.co/MkXILzw8g0; 5; 12; 210; 1; https://twitter.com/lauraabcarvalho/status/1279586993467461639; None; None
2020-07-04 22:58:50+00:00; lauraabcarvalho; @educkf @PSGala1 me ajuda aqui!; 2; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1279550264643670016; None; None
2020-07-04 21:28:44+00:00; lauraabcarvalho; @thiamparo Ah querido, que delícia saber que você está lendo e curtindo! Ansiosa pelos comentários.; 1; 0; 45; 0; https://twitter.com/lauraabcarvalho/status/1279527590622093313; None; None
2020-07-04 21:04:57+00:00; lauraabcarvalho; @repec_signup pba881; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1279521603995475968; None; None
2020-07-04 17:49:13+00:00; lauraabcarvalho; https://t.co/NsOMRZMG76; 3; 3; 147; 0; https://twitter.com/lauraabcarvalho/status/1279472347360215042; None; None
2020-07-04 17:46:30+00:00; lauraabcarvalho; a Anita minha gata que apareceu no Conversa com Bial se sentiu homenageada na parte final https://t.co/LGF50fpDtF; 4; 9; 261; 0; https://twitter.com/lauraabcarvalho/status/1279471664795987969; None; https://twitter.com/MarceloAdnet/status/1279183271797174274
2020-07-04 16:52:48+00:00; lauraabcarvalho; @AndreTamura @todavialivros Que lindo!; 0; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1279458147720183809; None; None
2020-07-04 15:36:14+00:00; lauraabcarvalho; @FabioPorchat @GuilhermeBoulos Hahahahahahah tudo é perfeito nesse vídeo; 5; 10; 965; 0; https://twitter.com/lauraabcarvalho/status/1279438878865272834; None; None
2020-07-04 11:55:44+00:00; lauraabcarvalho; @andreroncaglia Super obrigada, que bom que gostou André! Fico feliz; 1; 0; 81; 0; https://twitter.com/lauraabcarvalho/status/1279383390219898881; None; None
2020-07-03 18:42:23+00:00; lauraabcarvalho; @GarlicOscar https://t.co/6MW5atUIdo; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1279123338967875585; None; None
2020-07-03 16:59:11+00:00; lauraabcarvalho; Começando agora!! https://t.co/LK9rs4Zp5g; 2; 10; 111; 0; https://twitter.com/lauraabcarvalho/status/1279097368298885121; None; https://twitter.com/bob_nmm/status/1275887032066334720
2020-07-03 14:00:29+00:00; lauraabcarvalho; @malkav182 @historiaFM Manda DM!; 1; 0; 13; 0; https://twitter.com/lauraabcarvalho/status/1279052395524358144; None; None
2020-07-03 12:34:21+00:00; lauraabcarvalho; Daqui a pouquinho às 10h no canal do @albertocalmeida https://t.co/mCmalZ93pl; 2; 5; 61; 0; https://twitter.com/lauraabcarvalho/status/1279030720367857667; None; None
2020-07-03 12:32:29+00:00; lauraabcarvalho; Hoje é o último dia pra se matricular!!; 0; 1; 19; 0; https://twitter.com/lauraabcarvalho/status/1279030251977400322; None; None
2020-07-03 12:29:46+00:00; lauraabcarvalho; É hoje!!! Sempre bom falar para os alunos da minha antiga casa. https://t.co/LK9rs4Zp5g; 0; 7; 64; 0; https://twitter.com/lauraabcarvalho/status/1279029565671780352; None; https://twitter.com/bob_nmm/status/1275887032066334720
2020-07-03 11:00:52+00:00; lauraabcarvalho; @leonardoaz_ Eba!; 0; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1279007192616783874; None; None
2020-07-03 02:13:50+00:00; lauraabcarvalho; Isso é a Dias Ferreira? Eu to chocada https://t.co/kaPR5Z6hAt; 243; 309; 4519; 64; https://twitter.com/lauraabcarvalho/status/1278874562462191623; None; https://twitter.com/LeoTuel/status/1278870221382660096
2020-07-02 22:14:51+00:00; lauraabcarvalho; Agora às 20h no https://t.co/TI1LqG5Nnu https://t.co/0tFNfXaMO1; 0; 6; 102; 0; https://twitter.com/lauraabcarvalho/status/1278814419124920321; None; None
2020-07-02 21:38:45+00:00; lauraabcarvalho; @gugachacra @CGCRioCenter @todavialivros Foi ótimo, Guga! Um prazer participar com você dessa conversa.; 5; 0; 78; 0; https://twitter.com/lauraabcarvalho/status/1278805335218819081; None; None
2020-07-02 17:20:33+00:00; lauraabcarvalho; Esse texto do @conradohubner ficou fenomenal. Eu teria algumas coisas a acrescentar sobre o que é um jornal estar a serviço da democracia na área econômica, mas dá pra deduzir quase tudo pelo artigo do Conrado. https://t.co/6pVLrkgHH4; 4; 5; 113; 0; https://twitter.com/lauraabcarvalho/status/1278740356293689346; None; https://twitter.com/mmeireles/status/1278514789615046658
2020-07-02 16:31:29+00:00; lauraabcarvalho; @gugachacra Sim, imaginei :-); 0; 0; 14; 0; https://twitter.com/lauraabcarvalho/status/1278728009936240645; None; None
2020-07-02 16:27:07+00:00; lauraabcarvalho; Hoje às 17h no horário de Brasília! https://t.co/zFq8gBJChg https://t.co/q6zBmIf3By; 15; 26; 511; 2; https://twitter.com/lauraabcarvalho/status/1278726907517972485; None; https://twitter.com/gugachacra/status/1278725677156634625
2020-07-02 14:46:23+00:00; lauraabcarvalho; Lembrando que as matrículas pro curso online que ministro com o @PSGala1 sobre a economia brasileira das últimas duas décadas encerram amanhã!  https://t.co/zj9d1fCOtq; 2; 8; 66; 3; https://twitter.com/lauraabcarvalho/status/1278701559396872194; None; None
2020-07-02 13:12:23+00:00; lauraabcarvalho; Amanhã de manhã faço essa conversa com o @PSGala1 e o @albertocalmeida https://t.co/BB2pDQTLqS; 3; 6; 51; 0; https://twitter.com/lauraabcarvalho/status/1278677903753035777; None; https://twitter.com/paulogala/status/1278677594934829057
2020-07-01 17:55:44+00:00; lauraabcarvalho; @pedrodoria @kalil_isabela; 9; 1; 215; 0; https://twitter.com/lauraabcarvalho/status/1278386822155046926; None; None
2020-07-01 13:50:49+00:00; lauraabcarvalho; Lembrando que hoje não é dia de pedir comida ou mercado por aplicativo gente #BrequeDosApp; 40; 475; 4440; 33; https://twitter.com/lauraabcarvalho/status/1278325186996113409; None; None
2020-07-01 13:28:47+00:00; lauraabcarvalho; @pedrolrossi Linda demais! Viva Lia!; 1; 0; 7; 0; https://twitter.com/lauraabcarvalho/status/1278319644030447617; None; None
2020-07-01 03:03:42+00:00; lauraabcarvalho; Como se não bastasse olha quem entrou logo depois.... https://t.co/lI72k1fgIW; 10; 20; 443; 1; https://twitter.com/lauraabcarvalho/status/1278162335966859264; None; None
2020-07-01 02:45:07+00:00; lauraabcarvalho; Quero morar nessa live da @TeresaCristina com a @marisamonte https://t.co/7s81iXQPLc; 45; 113; 1749; 68; https://twitter.com/lauraabcarvalho/status/1278157659695468544; None; None
2020-06-30 22:19:15+00:00; lauraabcarvalho; @menezes_barboza 😂😂😂; 0; 0; 36; 0; https://twitter.com/lauraabcarvalho/status/1278090751365316608; None; None
2020-06-30 19:17:15+00:00; lauraabcarvalho; @fernandogaiger @tatiroque @DeboraFreirec Pois é, e os impostos diretos ainda diminuíram um pouco seu efeito...; 1; 0; 5; 0; https://twitter.com/lauraabcarvalho/status/1278044947833380867; None; None
2020-06-30 19:15:17+00:00; lauraabcarvalho; Também senti falta do @RenanQuinalha https://t.co/mSDoktqUdu; 1; 2; 19; 0; https://twitter.com/lauraabcarvalho/status/1278044452628639746; None; https://twitter.com/BulleLeite/status/1278024223760539650
2020-06-30 19:10:29+00:00; lauraabcarvalho; @fernandogaiger @tatiroque @DeboraFreirec Ou seja, aumentou o efeito de redução da desigualdade das transferências entre 2008-09 e 2017-18 certo?; 1; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1278043246166507521; None; None
2020-06-30 15:07:48+00:00; lauraabcarvalho; @CarlosRjlc Nesse link aí do RT; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1277982171328925696; None; None
2020-06-30 14:59:07+00:00; lauraabcarvalho; @jdsbaskonista Sim, isso inclusive é tema dessa e de outras aulas; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1277979986620710912; None; None
2020-06-30 14:52:36+00:00; lauraabcarvalho; A primeira aula do nosso curso está disponível para assistir gratuitamente. https://t.co/HVMgAWvyDO; 6; 24; 233; 0; https://twitter.com/lauraabcarvalho/status/1277978347004235779; None; https://twitter.com/paulogala/status/1277977993344778242
2020-06-30 02:00:33+00:00; lauraabcarvalho; @noernberg_ Ahhh ❤️; 0; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1277784057292771328; None; None
2020-06-30 01:55:25+00:00; lauraabcarvalho; As matrículas vão até sexta dia 3.; 0; 0; 23; 0; https://twitter.com/lauraabcarvalho/status/1277782763295424518; None; None
2020-06-30 01:54:31+00:00; lauraabcarvalho; Esqueci de avisar mais cedo que nesse link dá pra assistir a minha aula de introdução mesmo se não for se matricular. O curso tem 20h, 10 minhas e 10 do @PSGala1. Cada aula tem cerca de 30 min e tem 1 ano pra assistir. Respondemos perguntas do fórum.  https://t.co/zj9d1fCOtq; 4; 16; 148; 0; https://twitter.com/lauraabcarvalho/status/1277782536928866307; None; None
2020-06-30 00:46:11+00:00; lauraabcarvalho; @BardoOmar Opaaaa me aguardem; 1; 0; 316; 0; https://twitter.com/lauraabcarvalho/status/1277765339674271752; None; None
2020-06-29 21:52:48+00:00; lauraabcarvalho; @rubiakfr @kalil_isabela @entretanto_pod Tava dormindo na caminha dela!; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1277721705960681480; None; None
2020-06-29 21:43:06+00:00; lauraabcarvalho; Gente foi muito incrível a conversa com a @kalil_isabela no episódio especial do @entretanto_pod. Fiquei com vontade de conversar mais umas 3 horas com ela. Amanhã sai a versão editada do podcast, mas pra quem quiser ver no Youtube tá aqui o link: https://t.co/C3lQBbL6nZ; 7; 27; 255; 5; https://twitter.com/lauraabcarvalho/status/1277719267648180224; None; None
2020-06-29 19:46:48+00:00; lauraabcarvalho; Agora!!!! https://t.co/LcQoCGqZqq; 0; 3; 25; 0; https://twitter.com/lauraabcarvalho/status/1277689996456198144; None; https://twitter.com/entretanto_pod/status/1277689919981391872
2020-06-29 18:37:44+00:00; lauraabcarvalho; @marilizpj @annavirginia Hahaha pois é! Faço a promessa de fazer tudo que eu to morrendo de vontade de fazer!; 1; 0; 12; 0; https://twitter.com/lauraabcarvalho/status/1277672616120238087; None; None
2020-06-29 18:29:00+00:00; lauraabcarvalho; @annavirginia Você nunca precisou fazer promessa pra isso!; 1; 1; 20; 0; https://twitter.com/lauraabcarvalho/status/1277670419001159685; None; None
2020-06-29 16:18:32+00:00; lauraabcarvalho; @PUCRioEconomia Incrível! Parabéns @claudferraz; 1; 0; 24; 0; https://twitter.com/lauraabcarvalho/status/1277637584991199238; None; None
2020-06-29 12:39:53+00:00; lauraabcarvalho; São 20h de curso, sendo metade das aulas minhas e metade do @PSGala1. Ensinamos conceitos básicos de economia a partir da história da economia brasileira das ultimas duas décadas.; 2; 5; 102; 0; https://twitter.com/lauraabcarvalho/status/1277582560906956802; None; None
2020-06-29 12:05:04+00:00; lauraabcarvalho; Pessoal, atendendo a pedidos Paulo e eu resolvemos abrir uma turma especial do nosso curso online sobre a economia brasileira. A primeira turma tinha fechado em março antes da quarentena. As matrículas ficam abertas até sexta. https://t.co/7iNcRvchla; 12; 41; 457; 5; https://twitter.com/lauraabcarvalho/status/1277573797420371971; None; https://twitter.com/paulogala/status/1277568380791336965
2020-06-28 13:29:07+00:00; lauraabcarvalho; @thiamparo @Leo_Brito Ahhh quero; 1; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1277232563724193796; None; None
2020-06-28 13:22:01+00:00; lauraabcarvalho; @thiamparo @Leo_Brito Perfeitos ❤️; 2; 0; 38; 0; https://twitter.com/lauraabcarvalho/status/1277230776967401479; None; None
2020-06-27 21:58:19+00:00; lauraabcarvalho; @kalil_isabela Ah pára :-); 1; 0; 19; 0; https://twitter.com/lauraabcarvalho/status/1276998319928225794; None; None
2020-06-27 21:34:03+00:00; lauraabcarvalho; @_leups Onde tá indisponível? Checa na lista que tem aqui: https://t.co/deDyPY0nGo; 0; 0; 11; 0; https://twitter.com/lauraabcarvalho/status/1276992211419303941; None; None
2020-06-27 20:59:33+00:00; lauraabcarvalho; @DeboraFreirec Vi os dois. Fleabag é melhor!! Mas outro estilo.; 2; 0; 14; 0; https://twitter.com/lauraabcarvalho/status/1276983528404779014; None; None
2020-06-27 20:41:32+00:00; lauraabcarvalho; https://t.co/MgV55hz4wW; 8; 1; 209; 0; https://twitter.com/lauraabcarvalho/status/1276978994890579969; None; None
2020-06-27 20:37:08+00:00; lauraabcarvalho; Hahahah ❤️ Anita roubou a cena https://t.co/Io2wLK0KbD; 1; 2; 110; 1; https://twitter.com/lauraabcarvalho/status/1276977890018627585; None; https://twitter.com/cassiouchoa/status/1276977012704522241
2020-06-27 19:05:07+00:00; lauraabcarvalho; Repertório perfeito hoje na Live da @TeresaCristina  #OriginalNaLiveDaTeresa; 5; 10; 167; 2; https://twitter.com/lauraabcarvalho/status/1276954732691668994; None; None
2020-06-27 17:23:50+00:00; lauraabcarvalho; Conversei com a Mariana Assis do @favelaempauta sobre o livro novo e os efeitos da pandemia na economia brasileira. https://t.co/WxQ8RqsMv6; 2; 9; 69; 1; https://twitter.com/lauraabcarvalho/status/1276929242878615553; None; None
2020-06-27 16:57:32+00:00; lauraabcarvalho; @gwrmnsgl Ah fico realmente feliz que gostou!; 2; 0; 11; 1; https://twitter.com/lauraabcarvalho/status/1276922625848217607; None; None
2020-06-27 15:00:38+00:00; lauraabcarvalho; A terceira convidada dos episódios especiais mensais do @entretanto_pod é a antropóloga @kalil_isabela. Vamos conversar sobre como a pandemia afetou as bases do governo. https://t.co/dUx9wvjaBX; 0; 18; 147; 0; https://twitter.com/lauraabcarvalho/status/1276893206127546369; None; https://twitter.com/entretanto_pod/status/1276892706346860544
2020-06-27 14:14:52+00:00; lauraabcarvalho; @GarotaCiume Tem também o físico, aqui tem a lista das livrarias: https://t.co/deDyPY0nGo; 0; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1276881688765829126; None; None
2020-06-27 14:12:31+00:00; lauraabcarvalho; @GarotaCiume Sim, tem em e-book! https://t.co/ED96ORaR6C; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1276881097700323328; None; None
2020-06-27 02:21:07+00:00; lauraabcarvalho; @ricosoriah Acho que dá pra começar por esse último. Curto-circuito.; 3; 0; 180; 0; https://twitter.com/lauraabcarvalho/status/1276702065788624903; None; None
2020-06-27 02:01:32+00:00; lauraabcarvalho; Recebi umas mensagens do Sr. Rivaldo porteiro do prédio que morei há mais de 2 anos dizendo que me viu no Bial e que já comprou meu livro porque quer aprender economia. A esposa dele que foi minha diarista mandou um áudio dizendo que ficou até 2 da manhã pra me assistir. Morri.; 308; 514; 30231; 50; https://twitter.com/lauraabcarvalho/status/1276697138974593025; None; None
2020-06-27 00:16:02+00:00; lauraabcarvalho; Mestrinho no acordeon na Live do Gil também faz parte dos melhores momentos da quarentena. #FestadoGil; 30; 33; 1045; 9; https://twitter.com/lauraabcarvalho/status/1276670590942883840; None; None
2020-06-27 00:13:12+00:00; lauraabcarvalho; @atilaroque Gilberto Gil é o Brasil que deu certo. Vamo que dá, Atila.; 1; 0; 10; 0; https://twitter.com/lauraabcarvalho/status/1276669875361067008; None; None
2020-06-26 23:33:37+00:00; lauraabcarvalho; Morrendo com essa Live. Quero forró, festa junina, tudo. Viva Gil! #devassatropicalaovivo; 13; 27; 957; 2; https://twitter.com/lauraabcarvalho/status/1276659916422381569; None; None
2020-06-26 22:43:50+00:00; lauraabcarvalho; @fernandogaiger @BernardoLF_ @marcelo_meds Bernardo arrasou!; 1; 0; 9; 0; https://twitter.com/lauraabcarvalho/status/1276647386392285185; None; None
2020-06-26 20:30:00+00:00; lauraabcarvalho; @Willian_D O mesmo: um e-book e o outro físico; 0; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1276613704298225674; None; None
2020-06-26 20:14:47+00:00; lauraabcarvalho; @lucasmontrocha Pois é, também me pergunto! Mas a Amazon que classifica...; 1; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1276609874978365442; None; None
2020-06-26 20:02:16+00:00; lauraabcarvalho; O Curto-Circuito só está perdendo na área de economia essa semana para um livro sobre como o Diabo influencia a vida das pessoas. Era esse o tuíte. https://t.co/UMBJTSfIk8; 60; 72; 1451; 16; https://twitter.com/lauraabcarvalho/status/1276606726121443329; None; None
2020-06-26 17:19:41+00:00; lauraabcarvalho; Daqui a pouco converso com @marcelo_meds ness painel organizado pelos estudantes da UFF. https://t.co/PI2vkm5qhr; 3; 5; 71; 0; https://twitter.com/lauraabcarvalho/status/1276565813034713088; None; https://twitter.com/BernardoLF_/status/1276433516486709249
2020-06-26 15:27:11+00:00; lauraabcarvalho; @pforquesato @jcaetanoleite @DCtecnocaos Nem o que eu sugeri no texto!; 1; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1276537499947581443; None; None
2020-06-26 15:00:09+00:00; lauraabcarvalho; @NPTO @gilbertogil Sim!; 4; 0; 71; 0; https://twitter.com/lauraabcarvalho/status/1276530695255572486; None; None
2020-06-26 13:08:00+00:00; lauraabcarvalho; @DeboraFreirec Obrigada, Débora!; 1; 0; 17; 0; https://twitter.com/lauraabcarvalho/status/1276502474791235584; None; None
2020-06-26 12:53:57+00:00; lauraabcarvalho; @guiicaetano Sem luz aqui. Desespero.; 0; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1276498936304410624; None; None
2020-06-26 12:49:52+00:00; lauraabcarvalho; Era só o que faltava: sem luz aqui no centro de São Paulo.; 31; 9; 482; 5; https://twitter.com/lauraabcarvalho/status/1276497910499291138; None; None
2020-06-26 11:30:25+00:00; lauraabcarvalho; @pforquesato Que bom que gostou, Pedro.; 0; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1276477917397123072; None; None
2020-06-26 10:54:29+00:00; lauraabcarvalho; @rsmribeiro1 Valeu, Rafael!; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1276468874268028928; None; None
2020-06-26 10:36:39+00:00; lauraabcarvalho; Para expandir gastos sociais como a renda básica e os recursos para o SUS de forma permanente vai ser preciso rever o teto de gastos e aumentar a carga tributária brasileira (sobre os mais ricos). A coluna de hoje debate os dois temas.  https://t.co/hvB7JsobrJ; 31; 219; 1175; 24; https://twitter.com/lauraabcarvalho/status/1276464386518003713; None; None
2020-06-26 10:29:53+00:00; lauraabcarvalho; Teve também participação especial da Anita, a minha gata que não tem nem 3 meses mas já apareceu na Globo.; 6; 3; 222; 0; https://twitter.com/lauraabcarvalho/status/1276462681495678977; None; None
2020-06-26 10:28:17+00:00; lauraabcarvalho; Pra quem perdeu o #ConversaComBial de ontem sobre desigualdade que contou com a minha participação e do Armínio, segue o link da Globoplay. https://t.co/gNBxiBgDSU; 28; 88; 1164; 5; https://twitter.com/lauraabcarvalho/status/1276462278293032971; None; None
2020-06-25 22:24:39+00:00; lauraabcarvalho; Só não estou nesse grupo de whatsapp dos vizinhos. Talvez eu queira entrar.; 6; 0; 56; 0; https://twitter.com/lauraabcarvalho/status/1276280170991816705; None; None
2020-06-25 22:23:59+00:00; lauraabcarvalho; O @rbressane escreveu do meu prédio sobre a vista das janelas do Copan, os urubus dando rasante e o bate-estaca da obra da Consolação que vivo diariamente desde o início quarentena. Além dos idosos sem máscara no terraço. Até me emocionei aqui.   https://t.co/PlAtuQOLob; 12; 16; 224; 5; https://twitter.com/lauraabcarvalho/status/1276280001143455745; None; None
2020-06-25 22:05:28+00:00; lauraabcarvalho; @dannielduque Parabéns pela postura, Daniel!; 1; 0; 100; 0; https://twitter.com/lauraabcarvalho/status/1276275342139953152; None; None
2020-06-25 20:30:42+00:00; lauraabcarvalho; @_thalesnogueira @luhfritzen Realmente de muito bom gosto! Bonitos ainda por cima :-); 1; 0; 17; 0; https://twitter.com/lauraabcarvalho/status/1276251492547256327; None; None
2020-06-25 20:08:58+00:00; lauraabcarvalho; Gente estou fazendo um sorteio lá no meu instagram de 4 cupons para baixar o meu novo livro gratuitamente. Se quiser participar, olha lá as instruções. https://t.co/36fnVY2XJl; 6; 12; 113; 2; https://twitter.com/lauraabcarvalho/status/1276246025926311936; None; None
2020-06-25 20:05:39+00:00; lauraabcarvalho; @letrapreta Ahhhhh ❤️; 2; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1276245190009913347; None; None
2020-06-25 18:59:30+00:00; lauraabcarvalho; Amanhã participo com @marcelo_meds desse painel da UFF https://t.co/WuodghPr7v; 1; 17; 151; 6; https://twitter.com/lauraabcarvalho/status/1276228541898723328; None; https://twitter.com/esturiao_/status/1276211506749886464
2020-06-25 18:47:27+00:00; lauraabcarvalho; @luhfritzen @_thalesnogueira Ahhhh ❤️; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1276225511463817216; None; None
2020-06-25 15:32:37+00:00; lauraabcarvalho; Hoje vai ser transmitida a Conversa com Bial sobre desigualdade comigo e com o Armínio Fraga. https://t.co/icmOFOmJiu; 71; 182; 3871; 22; https://twitter.com/lauraabcarvalho/status/1276176478061957120; None; None
2020-06-24 19:29:52+00:00; lauraabcarvalho; Participo dessa Live da Necton com o  @perpheito às 17h.  https://t.co/ZeZfMHgy39; 0; 6; 43; 0; https://twitter.com/lauraabcarvalho/status/1275873796998791169; None; None
2020-06-24 00:08:06+00:00; lauraabcarvalho; @thiamparo @entretanto_pod @nathfinancas ❤️; 0; 0; 83; 0; https://twitter.com/lauraabcarvalho/status/1275581427803992065; None; None
2020-06-23 21:48:56+00:00; lauraabcarvalho; “A captura do orçamento (...) envolve a formulação de um discurso que transforma decisões políticas, em especial as que envolvem finanças públicas e macroeconomia, em decisões “técnicas”, de “especialistas”, infensas à participação popular”, escreveu.  https://t.co/OZZEBmUFGl; 20; 266; 3039; 7; https://twitter.com/lauraabcarvalho/status/1275546404568600581; None; None
2020-06-23 21:48:55+00:00; lauraabcarvalho; Ironicamente isso de tentar manter o debate econômico blindado sob o véu da técnica é justamente o que está na raiz do que o Silvio apontou no programa. Aliás o Silvio tem escrito sobre esse tema e certamente não se surpreendeu com essas reações 2/3; 12; 145; 3067; 4; https://twitter.com/lauraabcarvalho/status/1275546402798649344; None; None
2020-06-23 21:48:52+00:00; lauraabcarvalho; Se acharam que o @silviolual ia lá falar de racismo sem falar de economia, de política ou de Direito não entenderam nada do conceito de racismo estrutural. Mas não vi nenhum cientista político desqualificando o Silvio, só economistas que querem o monopólio do debate 1/3; 64; 743; 8446; 42; https://twitter.com/lauraabcarvalho/status/1275546389792120835; None; None
2020-06-23 19:34:48+00:00; lauraabcarvalho; @thiamparo Perfeito, Thiago.; 1; 1; 242; 0; https://twitter.com/lauraabcarvalho/status/1275512651716661251; None; None
2020-06-23 17:00:16+00:00; lauraabcarvalho; @silviolual @mgaldino @silviolual melhor ignorar! você deu seu recado de forma magistral.; 3; 6; 519; 1; https://twitter.com/lauraabcarvalho/status/1275473759525310464; None; None
2020-06-23 15:41:46+00:00; lauraabcarvalho; @mrnvlnt @folha @camposmello Parabéns, Mari! Está ótima.; 1; 0; 10; 0; https://twitter.com/lauraabcarvalho/status/1275454005682958337; None; None
2020-06-23 15:04:23+00:00; lauraabcarvalho; @lucasapaulino Eu venho propondo ajuste pelo lado da receita desde 2015, Lucas. A resposta costuma ser que a carga tributária já é alta demais. A defesa do corte de gastos não é só sobre ajuste fiscal, é sobre redução do tamanho do Estado também.; 5; 6; 265; 0; https://twitter.com/lauraabcarvalho/status/1275444598240763905; None; None
2020-06-23 13:48:02+00:00; lauraabcarvalho; O @silviolual conectou política econômica e racismo de forma absolutamente correta. Mas o que mais me choca é essa sanha dos economistas de trazer uma entrevista sobre racismo estrutural para o seu próprio campo de debate técnico. Apenas parem.; 46; 324; 4593; 18; https://twitter.com/lauraabcarvalho/status/1275425384541106176; None; None
